,area,business_code,value
5411,159500,C,201.0
5412,159600,C,183.0
5413,159700,C,132.0
5414,159801,C,99.0
5415,159900,C,213.0
5416,160000,C,267.0
5417,160100,C,213.0
5418,160201,C,147.0
5419,160202,C,171.0
5420,160300,C,201.0
5421,160401,C,261.0
5422,160501,C,153.0
5423,160601,C,189.0
5424,160700,C,258.0
5425,160800,C,177.0
5426,160901,C,174.0
5427,160902,C,150.0
5428,161000,C,159.0
5429,161100,C,261.0
5430,161201,C,210.0
5431,161300,C,261.0
5432,161400,C,159.0
5433,161500,C,162.0
5434,161600,C,111.0
5435,161700,C,
5436,161800,C,276.0
5437,161900,C,126.0
5438,162000,C,156.0
5439,162101,C,279.0
5440,162102,C,249.0
5441,162200,C,57.0
5442,162300,C,84.0
5443,162400,C,225.0
5444,162500,C,117.0
5445,162601,C,138.0
5446,162602,C,171.0
5447,162701,C,135.0
5448,162800,C,120.0
5449,162901,C,87.0
5450,163001,C,174.0
5451,163100,C,216.0
5452,163200,C,231.0
5453,163301,C,135.0
5454,163302,C,189.0
5455,163400,C,192.0
5456,163501,C,147.0
5457,163502,C,216.0
5458,163600,C,129.0
5459,163700,C,261.0
5460,163801,C,102.0
5461,163803,C,84.0
5462,163901,C,216.0
5463,163902,C,51.0
5464,164001,C,234.0
5465,164100,C,12.0
5466,164201,C,177.0
5467,164301,C,51.0
5468,164302,C,36.0
5469,164401,C,204.0
5470,164500,C,213.0
5471,164601,C,57.0
5472,164602,C,39.0
5473,164603,C,147.0
5474,164700,C,114.0
5475,164800,C,171.0
5476,164900,C,114.0
5477,165001,C,84.0
5478,165101,C,189.0
5479,165200,C,105.0
5480,165301,C,120.0
5481,165302,C,138.0
5482,165400,C,138.0
5483,165501,C,225.0
5484,165502,C,171.0
5485,165600,C,114.0
5486,165700,C,117.0
5487,165800,C,165.0
5488,165901,C,144.0
5489,166000,C,12.0
5490,166100,C,96.0
5491,166200,C,75.0
5492,166301,C,144.0
5493,166400,C,141.0
5494,166500,C,48.0
5495,166600,C,
5496,166700,C,63.0
5497,166801,C,
5498,166900,C,57.0
5499,167000,C,51.0
5500,167101,C,129.0
5501,167102,C,33.0
5502,167200,C,63.0
5503,167300,C,12.0
5504,167400,C,51.0
5505,167501,C,24.0
5506,167600,C,60.0
5507,167700,C,24.0
5508,167800,C,102.0
5509,167900,C,6.0
5510,168001,C,48.0
5511,168101,C,48.0
5512,168200,C,18.0
5513,168300,C,54.0
5514,168400,C,18.0
5515,168501,C,27.0
5516,168502,C,81.0
5517,168600,C,45.0
5518,168701,C,57.0
5519,168800,C,69.0
5520,168901,C,81.0
5521,169000,C,81.0
5522,169100,C,66.0
5523,169200,C,228.0
5524,169301,C,84.0
5525,169401,C,57.0
5526,169500,C,54.0
5527,169600,C,102.0
5528,169700,C,264.0
5529,169800,C,69.0
5530,169901,C,102.0
5531,170001,C,240.0
5532,170101,C,90.0
5533,170201,C,123.0
5534,170300,C,147.0
5535,170400,C,33.0
5536,170501,C,258.0
5537,170502,C,195.0
5538,170600,C,126.0
5539,170700,C,111.0
5540,170802,C,84.0
5541,170803,C,57.0
5542,170901,C,84.0
5543,171000,C,
5544,171101,C,114.0
5545,171201,C,135.0
5546,171300,C,33.0
5547,171400,C,189.0
5548,171501,C,231.0
5549,171502,C,90.0
5550,171601,C,153.0
5551,171700,C,102.0
5552,171801,C,87.0
5553,171803,C,36.0
5554,171901,C,150.0
5555,172001,C,240.0
5556,172100,C,255.0
5557,172201,C,159.0
5558,172300,C,75.0
5559,172401,C,156.0
5560,172500,C,36.0
5561,172601,C,63.0
5562,172700,C,36.0
5563,172800,C,189.0
5564,172900,C,69.0
5565,173000,C,69.0
5566,173100,C,114.0
5567,173201,C,105.0
5568,173202,C,66.0
5569,173300,C,150.0
5570,173400,C,99.0
5571,173500,C,108.0
5572,173600,C,105.0
5573,173700,C,78.0
5574,173801,C,105.0
5575,173901,C,156.0
5576,173902,C,405.0
5577,174001,C,330.0
5578,174100,C,279.0
5579,174200,C,231.0
5580,174300,C,111.0
5581,174400,C,102.0
5582,174500,C,39.0
5583,174601,C,105.0
5584,174701,C,51.0
5585,174801,C,36.0
5586,174901,C,216.0
5587,175001,C,231.0
5588,175002,C,120.0
5589,175100,C,48.0
5590,175201,C,12.0
5591,175301,C,87.0
5592,175302,C,171.0
5593,175401,C,57.0
5594,175501,C,165.0
5595,175601,C,126.0
5596,175700,C,186.0
5597,175801,C,186.0
5598,175901,C,177.0
5599,175902,C,138.0
5600,176000,C,165.0
5601,176101,C,255.0
5602,176201,C,114.0
5603,176202,C,111.0
5604,176301,C,6.0
5605,176400,C,192.0
5606,176500,C,177.0
5607,176600,C,123.0
5608,176700,C,126.0
5609,176800,C,234.0
5610,176900,C,123.0
5611,177000,C,207.0
5612,177100,C,228.0
5613,177200,C,312.0
5614,177300,C,123.0
5615,177400,C,144.0
5616,177500,C,99.0
5617,177600,C,129.0
5618,177700,C,129.0
5619,177800,C,132.0
5620,177901,C,282.0
5621,178000,C,246.0
5622,178100,C,228.0
5623,178201,C,135.0
5624,178202,C,120.0
5625,178301,C,135.0
5626,178400,C,153.0
5627,178500,C,222.0
5628,178600,C,48.0
5629,178701,C,156.0
5630,178800,C,240.0
5631,178901,C,39.0
5632,179001,C,36.0
5633,179100,C,144.0
5634,179201,C,123.0
5635,179202,C,30.0
5636,179300,C,111.0
5637,179401,C,33.0
5638,179501,C,117.0
5639,179502,C,105.0
5640,179600,C,174.0
5641,179700,C,129.0
5642,179801,C,45.0
5643,179901,C,207.0
5644,180000,C,117.0
5645,180100,C,180.0
5646,180200,C,165.0
5647,180300,C,141.0
5648,180400,C,99.0
5649,180500,C,144.0
5650,180601,C,150.0
5651,180700,C,168.0
5652,180800,C,93.0
5653,180900,C,147.0
5654,181000,C,126.0
5655,181101,C,207.0
5656,181200,C,117.0
5657,181301,C,15.0
5658,181400,C,78.0
5659,181500,C,114.0
5660,181600,C,78.0
5661,181700,C,60.0
5662,181800,C,84.0
5663,181900,C,81.0
5664,182000,C,33.0
5665,182101,C,54.0
5666,182201,C,30.0
5667,182300,C,30.0
5668,182400,C,27.0
5669,182500,C,96.0
5670,182600,C,138.0
5671,182700,C,117.0
5672,182800,C,141.0
5673,182900,C,60.0
5674,183000,C,69.0
5675,183101,C,30.0
5676,183200,C,33.0
5677,183300,C,48.0
5678,183401,C,78.0
5679,183500,C,72.0
5680,183600,C,54.0
5681,183701,C,93.0
5682,183800,C,111.0
5683,183900,C,78.0
5684,184000,C,78.0
5685,184100,C,15.0
5686,184201,C,141.0
5687,184300,C,81.0
5688,184400,C,84.0
5689,184501,C,27.0
5690,184601,C,60.0
5691,184700,C,15.0
5692,184800,C,126.0
5693,184900,C,33.0
5694,185000,C,30.0
5695,185100,C,
5696,185200,C,21.0
5697,185300,C,69.0
5698,185400,C,36.0
5699,185500,C,204.0
5700,185600,C,57.0
5701,185700,C,39.0
5702,185800,C,129.0
5703,185900,C,96.0
5704,186000,C,336.0
5705,186100,C,78.0
5706,186200,C,153.0
5707,186300,C,81.0
5708,186400,C,177.0
5709,186500,C,177.0
5710,186600,C,207.0
5711,186700,C,99.0
5712,186800,C,294.0
5713,186900,C,
5714,187000,C,15.0
5715,187100,C,69.0
5716,187200,C,33.0
5717,187300,C,234.0
5718,187400,C,228.0
5719,187500,C,102.0
5720,187600,C,
5721,187701,C,39.0
5722,187702,C,36.0
5723,187800,C,75.0
5724,187900,C,33.0
5725,188001,C,60.0
5726,188002,C,45.0
5727,188100,C,
5728,188200,C,81.0
5729,188300,C,81.0
5730,188400,C,81.0
5731,188501,C,81.0
5732,188502,C,36.0
5733,188600,C,15.0
5734,188701,C,93.0
5735,188702,C,3.0
5736,188800,C,84.0
5737,188900,C,126.0
5738,189000,C,69.0
5739,189101,C,45.0
5740,189102,C,36.0
5741,189200,C,84.0
5742,189300,C,87.0
5743,189400,C,36.0
5744,189500,C,0.0
5745,189600,C,33.0
5746,189700,C,72.0
5747,189800,C,0.0
5748,189900,C,3.0
5749,190000,C,
5750,190100,C,6.0
5751,190200,C,54.0
5752,190300,C,60.0
5753,190400,C,18.0
5754,190501,C,147.0
5755,190601,C,78.0
5756,190602,C,120.0
5757,190700,C,
5758,190800,C,6.0
5759,190901,C,57.0
5760,190902,C,96.0
5761,191001,C,114.0
5762,191101,C,45.0
5763,191201,C,135.0
5764,191300,C,99.0
5765,191400,C,99.0
5766,191501,C,45.0
5767,191502,C,18.0
5768,191601,C,105.0
5769,191700,C,153.0
5770,191801,C,84.0
5771,191901,C,171.0
5772,192000,C,108.0
5773,192101,C,108.0
5774,192102,C,135.0
5775,192200,C,
5776,192300,C,96.0
5777,192400,C,39.0
5778,192500,C,141.0
5779,192600,C,111.0
5780,192700,C,
5781,192800,C,150.0
5782,192900,C,108.0
5783,193000,C,102.0
5784,193100,C,180.0
5785,193201,C,84.0
5786,193202,C,144.0
5787,193301,C,93.0
5788,193400,C,135.0
5789,193500,C,156.0
5790,193600,C,126.0
5791,193700,C,159.0
5792,193800,C,105.0
5793,193900,C,9.0
5794,194000,C,132.0
5795,194100,C,96.0
5796,194200,C,33.0
5797,194300,C,108.0
5798,194400,C,90.0
5799,194500,C,12.0
5800,194601,C,216.0
5801,194700,C,36.0
5802,194801,C,198.0
5803,194802,C,57.0
5804,194900,C,165.0
5805,195000,C,39.0
5806,195101,C,108.0
5807,195102,C,210.0
5808,195200,C,174.0
5809,195300,C,132.0
5810,195401,C,159.0
5811,195500,C,141.0
5812,195601,C,105.0
5813,195700,C,66.0
5814,195800,C,135.0
5815,195900,C,141.0
5816,196000,C,150.0
5817,196100,C,39.0
5818,196201,C,81.0
5819,196202,C,69.0
5820,196301,C,78.0
5821,196400,C,225.0
5822,196500,C,36.0
5823,196600,C,159.0
5824,196700,C,120.0
5825,196800,C,117.0
5826,196900,C,165.0
5827,197000,C,159.0
5828,197100,C,117.0
5829,197200,C,108.0
5830,197300,C,153.0
5831,197400,C,117.0
5832,197500,C,147.0
5833,197601,C,117.0
5834,197602,C,72.0
5835,197603,C,186.0
5836,197700,C,78.0
5837,197800,C,9.0
5838,197900,C,63.0
5839,198000,C,57.0
5840,198100,C,93.0
5841,198200,C,84.0
5842,198300,C,
5843,198400,C,69.0
5844,198500,C,72.0
5845,198600,C,117.0
5846,198700,C,111.0
5847,198800,C,69.0
5848,198900,C,96.0
5849,199000,C,147.0
5850,199100,C,162.0
5851,199200,C,144.0
5852,199300,C,
5853,199400,C,105.0
5854,199500,C,123.0
5855,199600,C,138.0
5856,199700,C,141.0
5857,199800,C,36.0
5858,199900,C,96.0
5859,200000,C,84.0
5860,200100,C,21.0
5861,200200,C,84.0
5862,200300,C,93.0
5863,200401,C,51.0
5864,200500,C,114.0
5865,200600,C,96.0
5866,200700,C,69.0
5867,200800,C,75.0
5868,200900,C,186.0
5869,201001,C,66.0
5870,201100,C,9.0
5871,201200,C,75.0
5872,201300,C,42.0
5873,201401,C,156.0
5874,201501,C,141.0
5875,201600,C,84.0
5876,201700,C,99.0
5877,201800,C,87.0
5878,201900,C,66.0
5879,202000,C,90.0
5880,202100,C,117.0
5881,202200,C,159.0
5882,202300,C,153.0
5883,202400,C,141.0
5884,202500,C,132.0
5885,202600,C,135.0
5886,202700,C,150.0
5887,202800,C,114.0
5888,202900,C,105.0
5889,203000,C,72.0
5890,203100,C,39.0
5891,203200,C,126.0
5892,203300,C,
5893,203400,C,27.0
5894,203500,C,57.0
5895,203600,C,81.0
5896,203700,C,291.0
5897,203800,C,
5898,203901,C,189.0
5899,203902,C,93.0
5900,204000,C,
5901,204101,C,39.0
5902,204200,C,18.0
5903,204301,C,21.0
5904,204400,C,48.0
5905,204500,C,12.0
5906,204600,C,3.0
5907,204700,C,12.0
5908,204800,C,51.0
5909,204900,C,9.0
5910,205000,C,9.0
5911,205100,C,45.0
5912,205201,C,36.0
5913,205300,C,57.0
5914,205401,C,156.0
5915,205500,C,24.0
5916,205601,C,60.0
5917,205700,C,42.0
5918,205800,C,81.0
5919,205900,C,78.0
5920,206000,C,144.0
5921,206100,C,117.0
5922,206200,C,51.0
5923,206300,C,99.0
5924,206400,C,81.0
5925,206500,C,87.0
5926,206601,C,75.0
5927,206700,C,66.0
5928,206801,C,6.0
5929,206802,C,
5930,206900,C,69.0
5931,207000,C,156.0
5932,207100,C,132.0
5933,207200,C,117.0
5934,207301,C,75.0
5935,207400,C,63.0
5936,207500,C,
5937,207600,C,45.0
5938,207700,C,60.0
5939,207800,C,474.0
5940,207900,C,54.0
5941,208001,C,75.0
5942,208100,C,69.0
5943,208200,C,90.0
5944,208301,C,174.0
5945,208401,C,123.0
5946,208500,C,93.0
5947,208601,C,45.0
5948,208700,C,96.0
5949,208800,C,255.0
5950,208901,C,30.0
5951,209000,C,261.0
5952,209100,C,261.0
5953,209201,C,231.0
5954,209301,C,24.0
5955,209401,C,213.0
5956,209500,C,162.0
5957,209601,C,126.0
5958,209700,C,159.0
5959,209800,C,198.0
5960,209901,C,249.0
5961,210000,C,210.0
5962,210100,C,24.0
5963,210201,C,114.0
5964,210300,C,135.0
5965,210400,C,108.0
5966,210500,C,21.0
5967,210600,C,201.0
5968,210700,C,153.0
5969,210800,C,162.0
5970,210900,C,228.0
5971,211000,C,204.0
5972,211100,C,141.0
5973,211201,C,66.0
5974,211301,C,81.0
5975,211302,C,48.0
5976,211401,C,96.0
5977,211500,C,72.0
5978,211600,C,9.0
5979,211701,C,108.0
5980,211800,C,114.0
5981,211900,C,138.0
5982,212000,C,51.0
5983,212100,C,84.0
5984,212201,C,90.0
5985,212301,C,141.0
5986,212400,C,51.0
5987,212500,C,93.0
5988,212600,C,63.0
5989,212700,C,
5990,212800,C,24.0
5991,212900,C,54.0
5992,213000,C,108.0
5993,213100,C,96.0
5994,213200,C,135.0
5995,213300,C,123.0
5996,213400,C,156.0
5997,213500,C,102.0
5998,213600,C,102.0
5999,213700,C,144.0
6000,213800,C,99.0
6001,213900,C,81.0
6002,214000,C,90.0
6003,214100,C,93.0
6004,214200,C,96.0
6005,214300,C,24.0
6006,214400,C,135.0
6007,214500,C,117.0
6008,214600,C,123.0
6009,214700,C,135.0
6010,214800,C,90.0
6011,214900,C,195.0
6012,215000,C,222.0
6013,215101,C,216.0
6014,215200,C,147.0
6015,215300,C,276.0
6016,215401,C,180.0
6017,215500,C,27.0
6018,215600,C,213.0
6019,215700,C,141.0
6020,215801,C,228.0
6021,215900,C,159.0
6022,216000,C,165.0
6023,216101,C,99.0
6024,216200,C,
6025,216300,C,192.0
6026,216401,C,24.0
6027,216500,C,30.0
6028,216600,C,90.0
6029,216700,C,81.0
6030,216800,C,111.0
6031,216900,C,78.0
6032,217000,C,42.0
6033,217100,C,93.0
6034,217201,C,114.0
6035,217300,C,126.0
6036,217400,C,180.0
6037,217501,C,249.0
6038,217502,C,237.0
6039,217601,C,108.0
6040,217701,C,12.0
6041,217800,C,132.0
6042,217901,C,114.0
6043,218001,C,135.0
6044,218100,C,144.0
6045,218201,C,42.0
6046,218301,C,150.0
6047,218401,C,93.0
6048,218402,C,75.0
6049,218500,C,330.0
6050,218600,C,117.0
6051,218700,C,165.0
6052,218801,C,48.0
6053,218901,C,246.0
6054,219000,C,123.0
6055,219100,C,90.0
6056,219200,C,39.0
6057,219301,C,135.0
6058,219401,C,114.0
6059,219501,C,120.0
6060,219601,C,261.0
6061,219700,C,33.0
6062,219800,C,120.0
6063,219900,C,24.0
6064,220001,C,69.0
6065,220101,C,195.0
6066,220200,C,0.0
6067,220301,C,207.0
6068,220400,C,180.0
6069,220501,C,72.0
6070,220600,C,54.0
6071,220700,C,87.0
6072,220800,C,93.0
6073,220901,C,126.0
6074,220902,C,33.0
6075,221001,C,318.0
6076,221100,C,111.0
6077,221201,C,78.0
6078,221301,C,267.0
6079,221401,C,159.0
6080,221402,C,75.0
6081,221500,C,54.0
6082,221600,C,294.0
6083,221700,C,210.0
6084,221800,C,291.0
6085,221900,C,342.0
6086,222000,C,51.0
6087,222101,C,108.0
6088,222201,C,144.0
6089,222300,C,21.0
6090,222400,C,36.0
6091,222500,C,42.0
6092,222600,C,24.0
6093,222700,C,36.0
6094,222800,C,33.0
6095,222900,C,54.0
6096,223000,C,60.0
6097,223100,C,102.0
6098,223200,C,27.0
6099,223300,C,42.0
6100,223400,C,69.0
6101,223501,C,72.0
6102,223600,C,141.0
6103,223701,C,78.0
6104,223800,C,210.0
6105,223901,C,27.0
6106,224000,C,144.0
6107,224100,C,39.0
6108,224200,C,114.0
6109,224301,C,237.0
6110,224401,C,90.0
6111,224500,C,66.0
6112,224600,C,135.0
6113,224700,C,6.0
6114,224800,C,111.0
6115,224900,C,126.0
6116,225000,C,63.0
6117,225100,C,123.0
6118,225200,C,165.0
6119,225300,C,174.0
6120,225400,C,87.0
6121,225500,C,132.0
6122,225600,C,93.0
6123,225700,C,27.0
6124,225800,C,165.0
6125,225900,C,120.0
6126,226000,C,39.0
6127,226100,C,45.0
6128,226200,C,
6129,226300,C,78.0
6130,226400,C,33.0
6131,226500,C,96.0
6132,226601,C,42.0
6133,226701,C,210.0
6134,226800,C,51.0
6135,226900,C,213.0
6136,227000,C,126.0
6137,227100,C,63.0
6138,227200,C,135.0
6139,227300,C,69.0
6140,227400,C,63.0
6141,227500,C,93.0
6142,227600,C,66.0
6143,227700,C,33.0
6144,227800,C,48.0
6145,227900,C,177.0
6146,228000,C,138.0
6147,228100,C,195.0
6148,228200,C,93.0
6149,228300,C,153.0
6150,228400,C,75.0
6151,228500,C,150.0
6152,228600,C,90.0
6153,228700,C,78.0
6154,228800,C,99.0
6155,228901,C,12.0
6156,229001,C,111.0
6157,229100,C,90.0
6158,229201,C,24.0
6159,229300,C,129.0
6160,229400,C,99.0
6161,229500,C,126.0
6162,229600,C,111.0
6163,229700,C,6.0
6164,229800,C,72.0
6165,229900,C,111.0
6166,230000,C,63.0
6167,230100,C,90.0
6168,230200,C,87.0
6169,230300,C,108.0
6170,230400,C,90.0
6171,230500,C,72.0
6172,230600,C,39.0
6173,230700,C,144.0
6174,230800,C,150.0
6175,230900,C,51.0
6176,231000,C,54.0
6177,231101,C,126.0
6178,231200,C,102.0
6179,231300,C,117.0
6180,231400,C,42.0
6181,231500,C,87.0
6182,231600,C,81.0
6183,231700,C,66.0
6184,231800,C,87.0
6185,231900,C,6.0
6186,232000,C,39.0
6187,232101,C,12.0
6188,232200,C,132.0
6189,232300,C,60.0
6190,232400,C,27.0
6191,232501,C,51.0
6192,232601,C,39.0
6193,232701,C,84.0
6194,232702,C,66.0
6195,232800,C,114.0
6196,232900,C,69.0
6197,233000,C,75.0
6198,233100,C,90.0
6199,233200,C,204.0
6200,233300,C,345.0
6201,233400,C,24.0
6202,233500,C,27.0
6203,233600,C,207.0
6204,233700,C,39.0
6205,233801,C,15.0
6206,233900,C,
6207,234001,C,36.0
6208,234100,C,93.0
6209,234201,C,51.0
6210,234301,C,90.0
6211,234400,C,108.0
6212,234500,C,42.0
6213,234600,C,84.0
6214,234700,C,72.0
6215,234801,C,111.0
6216,234900,C,120.0
6217,235000,C,72.0
6218,235100,C,84.0
6219,235200,C,45.0
6220,235301,C,81.0
6221,235400,C,72.0
6222,235500,C,102.0
6223,235600,C,96.0
6224,235700,C,69.0
6225,235800,C,111.0
6226,235900,C,87.0
6227,236000,C,60.0
6228,236100,C,12.0
6229,236200,C,
6230,236300,C,63.0
6231,236401,C,15.0
6232,236500,C,102.0
6233,236600,C,42.0
6234,236701,C,39.0
6235,236800,C,78.0
6236,236900,C,9.0
6237,237001,C,84.0
6238,237100,C,45.0
6239,237200,C,39.0
6240,237300,C,45.0
6241,237401,C,27.0
6242,237500,C,102.0
6243,237600,C,60.0
6244,237700,C,21.0
6245,237800,C,96.0
6246,237900,C,36.0
6247,238000,C,54.0
6248,238100,C,48.0
6249,238200,C,
6250,238300,C,42.0
6251,238400,C,48.0
6252,238500,C,84.0
6253,238600,C,39.0
6254,238700,C,
6255,238800,C,51.0
6256,238900,C,12.0
6257,239000,C,48.0
6258,239100,C,66.0
6259,239200,C,87.0
6260,239300,C,63.0
6261,239401,C,24.0
6262,239500,C,45.0
6263,239600,C,30.0
6264,239701,C,
6265,239801,C,48.0
6266,239900,C,15.0
6267,240000,C,51.0
6268,240100,C,78.0
6269,240201,C,72.0
6270,240300,C,81.0
6271,240401,C,66.0
6272,240500,C,63.0
6273,240601,C,42.0
6274,240602,C,60.0
6275,240700,C,123.0
6276,240801,C,48.0
6277,240802,C,108.0
6278,240900,C,39.0
6279,241000,C,129.0
6280,241100,C,54.0
6281,241200,C,30.0
6282,241300,C,60.0
6283,241400,C,81.0
6284,241500,C,153.0
6285,241600,C,90.0
6286,241700,C,84.0
6287,241800,C,105.0
6288,241900,C,132.0
6289,242000,C,102.0
6290,242100,C,108.0
6291,242200,C,72.0
6292,242300,C,93.0
6293,242400,C,87.0
6294,242500,C,90.0
6295,242600,C,141.0
6296,242700,C,48.0
6297,242800,C,69.0
6298,242900,C,84.0
6299,243000,C,18.0
6300,243100,C,12.0
6301,243200,C,138.0
6302,243300,C,39.0
6303,243400,C,87.0
6304,243500,C,69.0
6305,243600,C,69.0
6306,243700,C,39.0
6307,243800,C,45.0
6308,243900,C,18.0
6309,244000,C,81.0
6310,244100,C,129.0
6311,244200,C,78.0
6312,244300,C,30.0
6313,244400,C,63.0
6314,244500,C,90.0
6315,244600,C,117.0
6316,244700,C,105.0
6317,244800,C,96.0
6318,244900,C,159.0
6319,245000,C,66.0
6320,245100,C,90.0
6321,245200,C,72.0
6322,245300,C,51.0
6323,245400,C,144.0
6324,245500,C,84.0
6325,245600,C,114.0
6326,245700,C,3.0
6327,245800,C,72.0
6328,245900,C,126.0
6329,246001,C,42.0
6330,246002,C,126.0
6331,246100,C,81.0
6332,246200,C,84.0
6333,246300,C,69.0
6334,246400,C,96.0
6335,246500,C,
6336,246600,C,114.0
6337,246700,C,60.0
6338,246800,C,33.0
6339,246900,C,165.0
6340,247000,C,195.0
6341,247100,C,75.0
6342,247200,C,57.0
6343,247300,C,129.0
6344,247400,C,111.0
6345,247501,C,18.0
6346,247600,C,69.0
6347,247700,C,72.0
6348,247800,C,72.0
6349,247900,C,57.0
6350,248000,C,72.0
6351,248101,C,63.0
6352,248102,C,9.0
6353,248200,C,9.0
6354,248301,C,57.0
6355,248400,C,81.0
6356,248500,C,30.0
6357,248600,C,66.0
6358,248701,C,63.0
6359,248800,C,36.0
6360,248900,C,78.0
6361,249000,C,27.0
6362,249101,C,21.0
6363,249200,C,42.0
6364,249300,C,39.0
6365,249401,C,30.0
6366,249402,C,33.0
6367,249501,C,75.0
6368,249600,C,30.0
6369,249701,C,39.0
6370,249702,C,60.0
6371,249800,C,30.0
6372,249900,C,27.0
6373,250000,C,33.0
6374,250100,C,36.0
6375,250200,C,30.0
6376,250300,C,42.0
6377,250401,C,33.0
6378,250500,C,27.0
6379,250600,C,42.0
6380,250700,C,21.0
6381,250800,C,45.0
6382,250901,C,42.0
6383,250902,C,21.0
6384,251000,C,9.0
6385,251100,C,24.0
6386,251200,C,78.0
6387,251300,C,24.0
6388,251400,C,45.0
6389,251500,C,36.0
6390,251601,C,12.0
6391,251602,C,39.0
6392,251700,C,69.0
6393,251800,C,21.0
6394,251900,C,48.0
6395,252001,C,48.0
6396,252002,C,27.0
6397,252100,C,42.0
6398,252200,C,30.0
6399,252300,C,15.0
6400,252400,C,51.0
6401,252501,C,45.0
6402,252502,C,27.0
6403,252600,C,30.0
6404,252700,C,39.0
6405,252800,C,51.0
6406,252900,C,30.0
6407,253000,C,51.0
6408,253101,C,39.0
6409,253102,C,45.0
6410,253200,C,18.0
6411,253300,C,63.0
6412,253400,C,30.0
6413,253501,C,18.0
6414,253600,C,54.0
6415,253700,C,42.0
6416,253800,C,45.0
6417,253900,C,21.0
6418,254000,C,60.0
6419,254100,C,27.0
6420,254200,C,39.0
6421,254300,C,60.0
6422,254401,C,33.0
6423,254500,C,24.0
6424,254600,C,24.0
6425,254700,C,30.0
6426,254800,C,54.0
6427,254900,C,84.0
6428,255000,C,
6429,255100,C,54.0
6430,255200,C,27.0
6431,255300,C,30.0
6432,255401,C,36.0
6433,255501,C,33.0
6434,255601,C,69.0
6435,255700,C,159.0
6436,255800,C,81.0
6437,255900,C,33.0
6438,256000,C,78.0
6439,256100,C,75.0
6440,256200,C,219.0
6441,256301,C,117.0
6442,256400,C,102.0
6443,256500,C,36.0
6444,256600,C,45.0
6445,256700,C,96.0
6446,256800,C,81.0
6447,256900,C,96.0
6448,257000,C,51.0
6449,257100,C,171.0
6450,257200,C,24.0
6451,257300,C,54.0
6452,257400,C,36.0
6453,257500,C,96.0
6454,257600,C,
6455,257700,C,84.0
6456,257801,C,72.0
6457,257901,C,93.0
6458,258000,C,
6459,258100,C,
6460,258200,C,
6461,258300,C,
6462,258400,C,
6463,258500,C,
6464,258600,C,
6465,258700,C,
6466,258800,C,
6467,258900,C,
6468,259000,C,
6469,259100,C,
6470,259200,C,
6471,259300,C,
6472,259400,C,
6473,259500,C,
6474,259600,C,
6475,259700,C,
6476,259800,C,
6477,259900,C,
6478,300200,C,
6479,300301,C,90.0
6480,300401,C,
6481,300500,C,57.0
6482,300601,C,66.0
6483,300700,C,63.0
6484,300801,C,81.0
6485,300900,C,84.0
6486,301000,C,111.0
6487,301101,C,186.0
6488,301200,C,207.0
6489,301301,C,231.0
6490,301401,C,
6491,301500,C,96.0
6492,301601,C,162.0
6493,301602,C,42.0
6494,301703,C,72.0
6495,301704,C,63.0
6496,301800,C,36.0
6497,301900,C,
6498,302000,C,9.0
6499,302101,C,54.0
6500,302201,C,57.0
6501,302300,C,183.0
6502,302400,C,156.0
6503,302500,C,51.0
6504,302600,C,150.0
6505,302701,C,66.0
6506,302800,C,96.0
6507,302900,C,171.0
6508,303001,C,51.0
6509,303100,C,114.0
6510,303200,C,90.0
6511,303300,C,171.0
6512,303400,C,81.0
6513,303500,C,30.0
6514,303600,C,96.0
6515,303701,C,9.0
6516,303800,C,36.0
6517,303901,C,30.0
6518,304000,C,6.0
6519,304100,C,201.0
6520,304200,C,78.0
6521,304300,C,105.0
6522,304400,C,153.0
6523,304500,C,138.0
6524,304600,C,126.0
6525,304700,C,27.0
6526,304800,C,114.0
6527,304900,C,81.0
6528,305000,C,144.0
6529,305100,C,177.0
6530,305200,C,84.0
6531,305300,C,87.0
6532,305400,C,114.0
6533,305500,C,39.0
6534,305600,C,144.0
6535,305700,C,9.0
6536,305800,C,135.0
6537,305900,C,225.0
6538,306000,C,186.0
6539,306100,C,48.0
6540,306200,C,60.0
6541,306301,C,162.0
6542,306401,C,
6543,306501,C,93.0
6544,306600,C,156.0
6545,306701,C,60.0
6546,306801,C,153.0
6547,306900,C,87.0
6548,307000,C,105.0
6549,307100,C,204.0
6550,307200,C,111.0
6551,307301,C,111.0
6552,307400,C,93.0
6553,307501,C,243.0
6554,307601,C,201.0
6555,307700,C,141.0
6556,307801,C,195.0
6557,307802,C,72.0
6558,307900,C,84.0
6559,308000,C,195.0
6560,308100,C,186.0
6561,308200,C,201.0
6562,308300,C,225.0
6563,308400,C,204.0
6564,308500,C,45.0
6565,308600,C,228.0
6566,308700,C,
6567,308800,C,42.0
6568,308900,C,48.0
6569,309000,C,15.0
6570,309101,C,
6571,309201,C,60.0
6572,309300,C,18.0
6573,309400,C,72.0
6574,309500,C,27.0
6575,309600,C,12.0
6576,309700,C,12.0
6577,309800,C,27.0
6578,309900,C,45.0
6579,310000,C,72.0
6580,310101,C,84.0
6581,310102,C,
6582,310200,C,57.0
6583,310300,C,39.0
6584,310400,C,42.0
6585,310500,C,57.0
6586,310600,C,57.0
6587,310700,C,102.0
6588,310801,C,33.0
6589,310901,C,51.0
6590,311000,C,48.0
