,area,business_code,value
23353,321400,J,33.0
23354,321500,J,9.0
23355,321600,J,24.0
23356,321701,J,18.0
23357,321800,J,18.0
23358,321901,J,12.0
23359,322000,J,6.0
23360,322100,J,27.0
23361,322200,J,18.0
23362,322300,J,0.0
23363,322400,J,15.0
23364,322500,J,6.0
23365,322600,J,18.0
23366,322700,J,18.0
23367,322800,J,18.0
23368,322900,J,12.0
23369,323000,J,27.0
23370,323100,J,27.0
23371,323200,J,12.0
23372,323300,J,12.0
23373,323400,J,21.0
23374,323500,J,0.0
23375,323600,J,6.0
23376,323700,J,18.0
23377,323800,J,30.0
23378,323900,J,24.0
23379,324001,J,15.0
23380,324100,J,6.0
23381,324200,J,
23382,324300,J,18.0
23383,324400,J,24.0
23384,324501,J,24.0
23385,324502,J,6.0
23386,324600,J,24.0
23387,324700,J,9.0
23388,324800,J,51.0
23389,324900,J,0.0
23390,325000,J,15.0
23391,325100,J,18.0
23392,325200,J,9.0
23393,325301,J,21.0
23394,325302,J,33.0
23395,325400,J,18.0
23396,325500,J,
23397,325601,J,27.0
23398,325700,J,15.0
23399,325800,J,54.0
23400,325900,J,27.0
23401,326000,J,12.0
23402,326100,J,33.0
23403,326200,J,
23404,326301,J,21.0
23405,326400,J,
23406,326500,J,18.0
23407,326600,J,0.0
23408,326701,J,15.0
23409,326800,J,21.0
23410,326900,J,21.0
23411,327000,J,48.0
23412,327100,J,12.0
23413,327200,J,30.0
23414,327301,J,15.0
23415,327400,J,27.0
23416,327500,J,9.0
23417,327600,J,27.0
23418,327700,J,21.0
23419,327800,J,9.0
23420,327901,J,21.0
23421,327902,J,33.0
23422,328001,J,21.0
23423,328100,J,3.0
23424,328200,J,15.0
23425,328300,J,15.0
23426,328400,J,18.0
23427,328500,J,30.0
23428,328600,J,12.0
23429,328700,J,15.0
23430,328800,J,3.0
23431,328900,J,36.0
23432,329001,J,9.0
23433,329002,J,9.0
23434,329100,J,33.0
23435,329200,J,27.0
23436,329300,J,9.0
23437,329400,J,36.0
23438,329500,J,18.0
23439,329600,J,21.0
23440,329700,J,21.0
23441,329800,J,6.0
23442,329900,J,24.0
23443,330000,J,15.0
23444,330100,J,15.0
23445,330200,J,21.0
23446,330300,J,36.0
23447,330400,J,21.0
23448,330500,J,30.0
23449,330600,J,18.0
23450,330700,J,
23451,330800,J,30.0
23452,330900,J,9.0
23453,331000,J,3.0
23454,331100,J,15.0
23455,331200,J,21.0
23456,331300,J,27.0
23457,331400,J,18.0
23458,331500,J,0.0
23459,331600,J,0.0
23460,331700,J,15.0
23461,331801,J,6.0
23462,331900,J,18.0
23463,332000,J,33.0
23464,332100,J,21.0
23465,332200,J,6.0
23466,332301,J,
23467,332400,J,21.0
23468,332501,J,48.0
23469,332601,J,
23470,332700,J,24.0
23471,332801,J,3.0
23472,332901,J,21.0
23473,333000,J,
23474,333100,J,6.0
23475,333201,J,0.0
23476,333300,J,15.0
23477,333400,J,
23478,333500,J,6.0
23479,333600,J,0.0
23480,333700,J,0.0
23481,333800,J,0.0
23482,333901,J,3.0
23483,334001,J,12.0
23484,334100,J,3.0
23485,334200,J,3.0
23486,334300,J,3.0
23487,334400,J,6.0
23488,334501,J,3.0
23489,334601,J,18.0
23490,334700,J,0.0
23491,334801,J,
23492,334901,J,27.0
23493,335001,J,18.0
23494,335101,J,18.0
23495,335201,J,12.0
23496,335202,J,15.0
23497,335301,J,6.0
23498,335302,J,15.0
23499,335400,J,6.0
23500,335501,J,33.0
23501,335502,J,45.0
23502,335600,J,9.0
23503,335701,J,9.0
23504,335702,J,12.0
23505,335800,J,6.0
23506,335901,J,6.0
23507,336001,J,15.0
23508,336002,J,15.0
23509,336101,J,27.0
23510,336102,J,12.0
23511,336200,J,9.0
23512,336301,J,12.0
23513,336400,J,0.0
23514,336500,J,
23515,336600,J,0.0
23516,336701,J,3.0
23517,336800,J,3.0
23518,336901,J,6.0
23519,337000,J,3.0
23520,337100,J,6.0
23521,337200,J,6.0
23522,337301,J,3.0
23523,337400,J,12.0
23524,337500,J,12.0
23525,337600,J,6.0
23526,337700,J,6.0
23527,337800,J,9.0
23528,337900,J,6.0
23529,338000,J,0.0
23530,338100,J,6.0
23531,338200,J,15.0
23532,338300,J,9.0
23533,338401,J,9.0
23534,338501,J,21.0
23535,338600,J,0.0
23536,338700,J,3.0
23537,338800,J,0.0
23538,338901,J,9.0
23539,339002,J,6.0
23540,339100,J,6.0
23541,339200,J,12.0
23542,339300,J,3.0
23543,339400,J,0.0
23544,339500,J,0.0
23545,339600,J,3.0
23546,339700,J,6.0
23547,339800,J,9.0
23548,339900,J,6.0
23549,340000,J,6.0
23550,340100,J,6.0
23551,340200,J,6.0
23552,340300,J,6.0
23553,340400,J,3.0
23554,340500,J,3.0
23555,340601,J,9.0
23556,340700,J,15.0
23557,340801,J,18.0
23558,340900,J,
23559,341000,J,12.0
23560,341101,J,6.0
23561,341201,J,0.0
23562,341300,J,9.0
23563,341400,J,3.0
23564,341501,J,0.0
23565,341600,J,
23566,341700,J,
23567,341801,J,0.0
23568,341900,J,9.0
23569,342000,J,3.0
23570,342100,J,3.0
23571,342200,J,0.0
23572,342300,J,3.0
23573,342400,J,3.0
23574,342500,J,3.0
23575,342600,J,0.0
23576,342700,J,9.0
23577,342800,J,9.0
23578,342900,J,
23579,343000,J,0.0
23580,343100,J,0.0
23581,343200,J,
23582,343300,J,0.0
23583,343400,J,0.0
23584,343501,J,0.0
23585,343600,J,3.0
23586,343700,J,9.0
23587,343801,J,3.0
23588,343900,J,3.0
23589,344000,J,6.0
23590,344100,J,3.0
23591,344200,J,0.0
23592,344300,J,0.0
23593,344400,J,0.0
23594,344500,J,9.0
23595,344600,J,
23596,344700,J,6.0
23597,344800,J,12.0
23598,344900,J,3.0
23599,345000,J,9.0
23600,345100,J,9.0
23601,345200,J,3.0
23602,345300,J,6.0
23603,345400,J,6.0
23604,345500,J,6.0
23605,345600,J,6.0
23606,345700,J,9.0
23607,345800,J,9.0
23608,345900,J,9.0
23609,346000,J,3.0
23610,346100,J,
23611,346201,J,3.0
23612,346300,J,
23613,346400,J,12.0
23614,346500,J,
23615,346600,J,15.0
23616,346701,J,21.0
23617,346702,J,12.0
23618,346800,J,12.0
23619,346901,J,9.0
23620,347000,J,9.0
23621,347101,J,12.0
23622,347201,J,12.0
23623,347300,J,6.0
23624,347401,J,24.0
23625,347501,J,18.0
23626,347600,J,
23627,347700,J,3.0
23628,347801,J,33.0
23629,347901,J,21.0
23630,348000,J,6.0
23631,348100,J,3.0
23632,348200,J,6.0
23633,348300,J,15.0
23634,348400,J,21.0
23635,348500,J,0.0
23636,348600,J,12.0
23637,348700,J,18.0
23638,348801,J,12.0
23639,348901,J,30.0
23640,349000,J,0.0
23641,349100,J,9.0
23642,349200,J,3.0
23643,349300,J,9.0
23644,349401,J,6.0
23645,349500,J,
23646,349601,J,12.0
23647,349700,J,9.0
23648,349801,J,9.0
23649,349900,J,15.0
23650,350000,J,12.0
23651,350100,J,6.0
23652,350201,J,6.0
23653,350300,J,9.0
23654,350401,J,6.0
23655,350500,J,9.0
23656,350600,J,15.0
23657,350700,J,6.0
23658,350801,J,
23659,350900,J,12.0
23660,351000,J,24.0
23661,351100,J,21.0
23662,351200,J,9.0
23663,351300,J,21.0
23664,351400,J,6.0
23665,351500,J,12.0
23666,351600,J,18.0
23667,351700,J,21.0
23668,351801,J,6.0
23669,351901,J,12.0
23670,352000,J,18.0
23671,352100,J,18.0
23672,352200,J,21.0
23673,352300,J,15.0
23674,352400,J,15.0
23675,352500,J,6.0
23676,352600,J,9.0
23677,352701,J,18.0
23678,352800,J,15.0
23679,352900,J,18.0
23680,353000,J,18.0
23681,353100,J,9.0
23682,353200,J,3.0
23683,353300,J,30.0
23684,353400,J,15.0
23685,353500,J,15.0
23686,353600,J,9.0
23687,353701,J,
23688,353800,J,15.0
23689,353900,J,6.0
23690,354000,J,6.0
23691,354100,J,9.0
23692,354200,J,18.0
23693,354300,J,
23694,354400,J,21.0
23695,354500,J,9.0
23696,354600,J,9.0
23697,354701,J,6.0
23698,354800,J,21.0
23699,354901,J,18.0
23700,355000,J,18.0
23701,355100,J,18.0
23702,355200,J,21.0
23703,355300,J,18.0
23704,355400,J,9.0
23705,355500,J,9.0
23706,355600,J,18.0
23707,355700,J,9.0
23708,355800,J,6.0
23709,355900,J,3.0
23710,356000,J,3.0
23711,356100,J,0.0
23712,356200,J,6.0
23713,356300,J,3.0
23714,356400,J,0.0
23715,356500,J,6.0
23716,356600,J,3.0
23717,356700,J,0.0
23718,356800,J,0.0
23719,356900,J,
23720,357000,J,0.0
23721,357100,J,
23722,357200,J,
23723,357300,J,0.0
23724,357400,J,
23725,357501,J,15.0
23726,357601,J,0.0
23727,357700,J,6.0
23728,357800,J,
23729,357900,J,0.0
23730,358000,J,0.0
23731,358100,J,3.0
23732,358200,J,0.0
23733,358300,J,0.0
23734,358400,J,0.0
23735,358500,J,3.0
23736,358600,J,6.0
23737,358700,J,0.0
23738,358801,J,3.0
23739,358900,J,3.0
23740,359000,J,6.0
23741,359100,J,3.0
23742,359201,J,
23743,359300,J,0.0
23744,359400,J,0.0
23745,359500,J,3.0
23746,359600,J,3.0
23747,359700,J,3.0
23748,359800,J,6.0
23749,359900,J,6.0
23750,360000,J,3.0
23751,360100,J,0.0
23752,360200,J,3.0
23753,360300,J,0.0
23754,360400,J,3.0
23755,360500,J,3.0
23756,360601,J,6.0
23757,360701,J,6.0
23758,360801,J,6.0
23759,360900,J,6.0
23760,361000,J,6.0
23761,361100,J,9.0
23762,361201,J,6.0
23763,361300,J,3.0
23764,361501,J,9.0
23765,361502,J,0.0
23766,361601,J,9.0
23767,361701,J,6.0
23768,361800,J,
23769,361900,J,6.0
23770,362001,J,9.0
23771,362100,J,6.0
23772,362201,J,0.0
23773,362301,J,6.0
23774,362401,J,12.0
23775,362402,J,3.0
23776,362501,J,12.0
23777,362601,J,9.0
23778,362901,J,6.0
23779,363001,J,3.0
23780,363100,J,0.0
23781,363201,J,
23782,363301,J,3.0
23783,363400,J,
23784,363500,J,
23785,363600,J,
23786,363700,J,
23787,363800,J,
23788,363900,J,
23789,364000,J,
23790,100100,K,6.0
23791,100200,K,6.0
23792,100301,K,
23793,100400,K,15.0
23794,100500,K,3.0
23795,100600,K,9.0
23796,100700,K,6.0
23797,100800,K,12.0
23798,100900,K,3.0
23799,101000,K,3.0
23800,101101,K,24.0
23801,101200,K,3.0
23802,101300,K,9.0
23803,101400,K,3.0
23804,101500,K,3.0
23805,101600,K,3.0
23806,101700,K,3.0
23807,101801,K,6.0
23808,101900,K,3.0
23809,102000,K,9.0
23810,102100,K,3.0
23811,102201,K,18.0
23812,102300,K,15.0
23813,102401,K,15.0
23814,102501,K,6.0
23815,102600,K,15.0
23816,102700,K,3.0
23817,102801,K,24.0
23818,102900,K,3.0
23819,103000,K,30.0
23820,103101,K,30.0
23821,103200,K,12.0
23822,103301,K,12.0
23823,103401,K,15.0
23824,103501,K,12.0
23825,103600,K,6.0
23826,103700,K,6.0
23827,103800,K,9.0
23828,103900,K,12.0
23829,104000,K,3.0
23830,104101,K,6.0
23831,104200,K,15.0
23832,104301,K,12.0
23833,104400,K,9.0
23834,104501,K,9.0
23835,104600,K,6.0
23836,104700,K,0.0
23837,104800,K,15.0
23838,104900,K,21.0
23839,105001,K,
23840,105101,K,30.0
23841,105200,K,6.0
23842,105300,K,15.0
23843,105400,K,36.0
23844,105500,K,12.0
23845,105601,K,27.0
23846,105700,K,12.0
23847,105800,K,24.0
23848,105901,K,39.0
23849,106000,K,9.0
23850,106100,K,21.0
23851,106201,K,24.0
23852,106301,K,24.0
23853,106401,K,3.0
23854,106501,K,21.0
23855,106600,K,21.0
23856,106700,K,18.0
23857,106800,K,15.0
23858,106901,K,33.0
23859,106902,K,9.0
23860,107000,K,18.0
23861,107100,K,6.0
23862,107200,K,18.0
23863,107300,K,18.0
23864,107401,K,6.0
23865,107501,K,9.0
23866,107600,K,9.0
23867,107700,K,12.0
23868,107800,K,21.0
23869,107901,K,
23870,108000,K,18.0
23871,108100,K,9.0
23872,108200,K,15.0
23873,108300,K,9.0
23874,108400,K,
23875,108500,K,21.0
23876,108601,K,30.0
23877,108701,K,30.0
23878,108800,K,24.0
23879,108900,K,6.0
23880,109003,K,6.0
23881,109004,K,27.0
23882,109101,K,24.0
23883,109200,K,15.0
23884,109301,K,18.0
23885,109400,K,15.0
23886,109500,K,6.0
23887,109600,K,6.0
23888,109700,K,15.0
23889,109800,K,39.0
23890,109900,K,24.0
23891,110000,K,
23892,110100,K,21.0
23893,110201,K,21.0
23894,110300,K,
23895,110400,K,45.0
23896,110501,K,18.0
23897,110600,K,
23898,110700,K,36.0
23899,110800,K,42.0
23900,110900,K,18.0
23901,111000,K,
23902,111100,K,42.0
23903,111200,K,63.0
23904,111300,K,57.0
23905,111400,K,9.0
23906,111500,K,36.0
23907,111601,K,24.0
23908,111602,K,36.0
23909,111700,K,33.0
23910,111801,K,9.0
23911,111901,K,15.0
23912,112001,K,
23913,112101,K,33.0
23914,112102,K,12.0
23915,112200,K,6.0
23916,112301,K,21.0
23917,112401,K,39.0
23918,112500,K,33.0
23919,112600,K,36.0
23920,112701,K,93.0
23921,112702,K,36.0
23922,112800,K,39.0
23923,112901,K,45.0
23924,112902,K,81.0
23925,113000,K,66.0
23926,113101,K,141.0
23927,113201,K,27.0
23928,113300,K,174.0
23929,113401,K,120.0
23930,113402,K,27.0
23931,113500,K,36.0
23932,113600,K,54.0
23933,113700,K,
23934,113800,K,27.0
23935,113900,K,72.0
23936,114000,K,96.0
23937,114101,K,27.0
23938,114102,K,21.0
23939,114201,K,30.0
23940,114300,K,0.0
23941,114400,K,51.0
23942,114500,K,12.0
23943,114600,K,66.0
23944,114701,K,27.0
23945,114801,K,24.0
23946,114901,K,75.0
23947,114902,K,66.0
23948,115001,K,150.0
23949,115002,K,81.0
23950,115100,K,54.0
23951,115200,K,63.0
23952,115300,K,21.0
23953,115400,K,45.0
23954,115501,K,69.0
23955,115601,K,57.0
23956,115700,K,72.0
23957,115800,K,72.0
23958,115901,K,102.0
23959,116000,K,27.0
23960,116101,K,33.0
23961,116200,K,93.0
23962,116300,K,33.0
23963,116401,K,27.0
23964,116500,K,129.0
23965,116601,K,63.0
23966,116701,K,162.0
23967,116801,K,126.0
23968,116900,K,129.0
23969,117001,K,126.0
23970,117002,K,57.0
23971,117003,K,12.0
23972,117100,K,27.0
23973,117201,K,84.0
23974,117202,K,72.0
23975,117300,K,51.0
23976,117400,K,66.0
23977,117500,K,96.0
23978,117600,K,99.0
23979,117700,K,93.0
23980,117800,K,84.0
23981,117900,K,99.0
23982,118001,K,21.0
23983,118100,K,99.0
23984,118200,K,117.0
23985,118300,K,96.0
23986,118400,K,132.0
23987,118501,K,66.0
23988,118502,K,69.0
23989,118600,K,12.0
23990,118700,K,87.0
23991,118800,K,
23992,118900,K,105.0
23993,119000,K,111.0
23994,119100,K,141.0
23995,119201,K,66.0
23996,119301,K,
23997,119400,K,75.0
23998,119500,K,105.0
23999,119600,K,99.0
24000,119700,K,48.0
24001,119800,K,78.0
24002,119901,K,93.0
24003,120000,K,84.0
24004,120101,K,12.0
24005,120201,K,159.0
24006,120202,K,249.0
24007,120203,K,129.0
24008,120301,K,96.0
24009,120400,K,90.0
24010,120500,K,102.0
24011,120600,K,57.0
24012,120701,K,78.0
24013,120800,K,90.0
24014,120900,K,51.0
24015,121001,K,90.0
24016,121100,K,36.0
24017,121200,K,72.0
24018,121300,K,102.0
24019,121401,K,78.0
24020,121500,K,90.0
24021,121600,K,81.0
24022,121701,K,51.0
24023,121800,K,96.0
24024,121901,K,78.0
24025,122001,K,117.0
24026,122101,K,87.0
24027,122200,K,126.0
24028,122300,K,54.0
24029,122400,K,102.0
24030,122501,K,60.0
24031,122600,K,72.0
24032,122700,K,96.0
24033,122801,K,63.0
24034,122802,K,90.0
24035,122901,K,54.0
24036,123000,K,51.0
24037,123100,K,81.0
24038,123200,K,78.0
24039,123300,K,132.0
24040,123400,K,126.0
24041,123500,K,3.0
24042,123600,K,141.0
24043,123701,K,96.0
24044,123702,K,102.0
24045,123800,K,54.0
24046,123900,K,114.0
24047,124000,K,99.0
24048,124100,K,15.0
24049,124200,K,63.0
24050,124301,K,42.0
24051,124401,K,120.0
24052,124500,K,96.0
24053,124600,K,48.0
24054,124700,K,27.0
24055,124800,K,87.0
24056,124900,K,54.0
24057,125000,K,48.0
24058,125100,K,0.0
24059,125201,K,102.0
24060,125202,K,48.0
24061,125300,K,63.0
24062,125400,K,108.0
24063,125500,K,93.0
24064,125600,K,111.0
24065,125701,K,63.0
24066,125800,K,114.0
24067,125900,K,72.0
24068,126000,K,90.0
24069,126100,K,84.0
24070,126200,K,138.0
24071,126300,K,126.0
24072,126401,K,51.0
24073,126500,K,108.0
24074,126601,K,111.0
24075,126701,K,36.0
24076,126702,K,54.0
24077,126801,K,111.0
24078,126901,K,93.0
24079,127001,K,57.0
24080,127002,K,66.0
24081,127100,K,69.0
24082,127200,K,15.0
24083,127300,K,105.0
24084,127400,K,105.0
24085,127500,K,18.0
24086,127601,K,51.0
24087,127701,K,45.0
24088,127801,K,30.0
24089,127900,K,45.0
24090,128000,K,12.0
24091,128101,K,81.0
24092,128200,K,129.0
24093,128301,K,57.0
24094,128401,K,87.0
24095,128501,K,66.0
24096,128601,K,87.0
24097,128700,K,
24098,128800,K,171.0
24099,128901,K,63.0
24100,128902,K,27.0
24101,129000,K,63.0
24102,129101,K,81.0
24103,129201,K,75.0
24104,129300,K,108.0
24105,129400,K,90.0
24106,129501,K,57.0
24107,129600,K,60.0
24108,129700,K,132.0
24109,129800,K,75.0
24110,129901,K,96.0
24111,129902,K,99.0
24112,130000,K,36.0
24113,130100,K,60.0
24114,130200,K,84.0
24115,130300,K,114.0
24116,130400,K,69.0
24117,130500,K,39.0
24118,130601,K,75.0
24119,130700,K,156.0
24120,130801,K,60.0
24121,130901,K,63.0
24122,130902,K,57.0
24123,131000,K,45.0
24124,131100,K,96.0
24125,131200,K,135.0
24126,131300,K,75.0
24127,131400,K,87.0
24128,131500,K,75.0
24129,131600,K,102.0
24130,131700,K,66.0
24131,131801,K,126.0
24132,131802,K,36.0
24133,131900,K,69.0
24134,132001,K,60.0
24135,132002,K,63.0
24136,132100,K,81.0
24137,132200,K,87.0
24138,132300,K,60.0
24139,132400,K,141.0
24140,132501,K,42.0
24141,132600,K,81.0
24142,132700,K,90.0
24143,132800,K,123.0
24144,132900,K,66.0
24145,133000,K,147.0
24146,133100,K,57.0
24147,133200,K,72.0
24148,133301,K,96.0
24149,133400,K,75.0
24150,133500,K,72.0
24151,133600,K,105.0
24152,133700,K,102.0
24153,133800,K,36.0
24154,133900,K,6.0
24155,134000,K,60.0
24156,134100,K,54.0
24157,134200,K,84.0
24158,134301,K,30.0
24159,134302,K,33.0
24160,134400,K,108.0
24161,134500,K,150.0
24162,134600,K,48.0
24163,134700,K,72.0
24164,134800,K,6.0
24165,134900,K,72.0
24166,135000,K,96.0
24167,135100,K,60.0
24168,135200,K,48.0
24169,135300,K,63.0
24170,135401,K,72.0
24171,135500,K,75.0
24172,135600,K,75.0
24173,135700,K,48.0
24174,135800,K,60.0
24175,135900,K,36.0
24176,136001,K,111.0
24177,136002,K,54.0
24178,136100,K,39.0
24179,136200,K,66.0
24180,136300,K,126.0
24181,136400,K,165.0
24182,136501,K,54.0
24183,136502,K,39.0
24184,136601,K,66.0
24185,136700,K,90.0
24186,136801,K,45.0
24187,136900,K,81.0
24188,137000,K,60.0
24189,137100,K,51.0
24190,137201,K,78.0
24191,137202,K,66.0
24192,137300,K,39.0
24193,137400,K,156.0
24194,137500,K,54.0
24195,137600,K,66.0
24196,137701,K,57.0
24197,137800,K,99.0
24198,137901,K,36.0
24199,138000,K,66.0
24200,138100,K,105.0
24201,138200,K,81.0
24202,138301,K,39.0
24203,138302,K,45.0
24204,138400,K,99.0
24205,138501,K,96.0
24206,138502,K,45.0
24207,138600,K,60.0
24208,138700,K,87.0
24209,138800,K,
24210,138901,K,78.0
24211,139000,K,99.0
24212,139100,K,21.0
24213,139201,K,120.0
24214,139300,K,105.0
24215,139400,K,105.0
24216,139501,K,60.0
24217,139601,K,93.0
24218,139700,K,75.0
24219,139801,K,45.0
24220,139802,K,51.0
24221,139900,K,114.0
24222,140000,K,165.0
24223,140100,K,78.0
24224,140200,K,96.0
24225,140300,K,87.0
24226,140400,K,60.0
24227,140500,K,156.0
24228,140601,K,27.0
24229,140700,K,27.0
24230,140800,K,129.0
24231,140901,K,99.0
24232,140902,K,54.0
24233,141000,K,120.0
24234,141101,K,117.0
24235,141102,K,60.0
24236,141201,K,48.0
24237,141300,K,75.0
24238,141400,K,
24239,141500,K,111.0
24240,141600,K,108.0
24241,141700,K,60.0
24242,141801,K,102.0
24243,141802,K,102.0
24244,141900,K,105.0
24245,142001,K,48.0
24246,142002,K,36.0
24247,142101,K,120.0
24248,142201,K,57.0
24249,142202,K,81.0
24250,142301,K,48.0
24251,142400,K,105.0
24252,142501,K,51.0
24253,142600,K,72.0
24254,142700,K,126.0
24255,142801,K,63.0
24256,142802,K,57.0
24257,142901,K,75.0
24258,143000,K,153.0
24259,143100,K,141.0
24260,143200,K,96.0
24261,143301,K,105.0
24262,143400,K,54.0
24263,143500,K,138.0
24264,143600,K,75.0
24265,143700,K,93.0
24266,143800,K,96.0
24267,143900,K,75.0
24268,144001,K,108.0
24269,144101,K,72.0
24270,144201,K,3.0
24271,144300,K,87.0
24272,144400,K,90.0
24273,144500,K,75.0
24274,144600,K,24.0
24275,144700,K,96.0
24276,144800,K,87.0
24277,144900,K,105.0
24278,145000,K,54.0
24279,145101,K,111.0
24280,145102,K,45.0
24281,145200,K,39.0
24282,145300,K,60.0
24283,145400,K,3.0
24284,145500,K,27.0
24285,145600,K,78.0
24286,145700,K,84.0
24287,145800,K,96.0
24288,145900,K,15.0
24289,146000,K,60.0
24290,146100,K,54.0
24291,146201,K,63.0
24292,146301,K,24.0
24293,146302,K,36.0
24294,146400,K,72.0
24295,146501,K,42.0
24296,146600,K,63.0
24297,146700,K,3.0
24298,146800,K,45.0
24299,146900,K,33.0
24300,147001,K,30.0
24301,147002,K,27.0
24302,147100,K,63.0
24303,147201,K,45.0
24304,147202,K,45.0
24305,147300,K,
24306,147400,K,0.0
24307,147500,K,42.0
24308,147600,K,39.0
24309,147700,K,
24310,147800,K,66.0
24311,147900,K,3.0
24312,148000,K,48.0
24313,148101,K,39.0
24314,148102,K,42.0
24315,148200,K,27.0
24316,148300,K,48.0
24317,148401,K,39.0
24318,148501,K,24.0
24319,148600,K,39.0
24320,148700,K,24.0
24321,148800,K,42.0
24322,148901,K,24.0
24323,149001,K,30.0
24324,149100,K,57.0
24325,149200,K,63.0
24326,149300,K,63.0
24327,149400,K,45.0
24328,149500,K,36.0
24329,149600,K,
24330,149701,K,39.0
24331,149702,K,24.0
24332,149800,K,69.0
24333,149901,K,33.0
24334,150000,K,33.0
24335,150101,K,12.0
24336,150200,K,21.0
24337,150301,K,18.0
24338,150302,K,21.0
24339,150400,K,78.0
24340,150500,K,51.0
24341,150600,K,93.0
24342,150700,K,42.0
24343,150800,K,24.0
24344,150900,K,30.0
24345,151000,K,24.0
24346,151100,K,15.0
24347,151200,K,27.0
24348,151301,K,72.0
24349,151400,K,24.0
24350,151500,K,48.0
24351,151600,K,27.0
24352,151700,K,18.0
24353,151800,K,27.0
24354,151900,K,45.0
24355,152000,K,66.0
24356,152101,K,27.0
24357,152201,K,63.0
24358,152300,K,3.0
24359,152400,K,72.0
24360,152500,K,42.0
24361,152600,K,12.0
24362,152700,K,0.0
24363,152800,K,48.0
24364,152900,K,33.0
24365,153000,K,24.0
24366,153100,K,51.0
24367,153200,K,15.0
24368,153301,K,21.0
24369,153400,K,93.0
24370,153500,K,15.0
24371,153600,K,18.0
24372,153700,K,42.0
24373,153800,K,90.0
24374,153900,K,54.0
24375,154001,K,45.0
24376,154101,K,42.0
24377,154201,K,24.0
24378,154202,K,33.0
24379,154300,K,51.0
24380,154400,K,15.0
24381,154500,K,36.0
24382,154600,K,
24383,154701,K,45.0
24384,154801,K,33.0
24385,154802,K,45.0
24386,154901,K,42.0
24387,154902,K,48.0
24388,155000,K,36.0
24389,155100,K,18.0
24390,155200,K,51.0
24391,155301,K,54.0
24392,155401,K,42.0
24393,155500,K,15.0
24394,155601,K,39.0
24395,155602,K,39.0
24396,155701,K,12.0
24397,155702,K,15.0
24398,155801,K,12.0
24399,155901,K,30.0
24400,156000,K,0.0
24401,156101,K,60.0
24402,156201,K,54.0
24403,156301,K,78.0
24404,156400,K,96.0
24405,156500,K,51.0
24406,156601,K,51.0
24407,156700,K,24.0
24408,156800,K,12.0
24409,156901,K,84.0
24410,157000,K,30.0
24411,157101,K,72.0
24412,157200,K,9.0
24413,157301,K,60.0
24414,157400,K,45.0
24415,157500,K,45.0
24416,157600,K,12.0
24417,157701,K,27.0
24418,157702,K,18.0
24419,157800,K,66.0
24420,157901,K,21.0
24421,158001,K,36.0
24422,158002,K,57.0
24423,158101,K,105.0
24424,158102,K,84.0
24425,158200,K,87.0
24426,158300,K,81.0
24427,158401,K,18.0
24428,158402,K,27.0
24429,158501,K,30.0
24430,158502,K,42.0
24431,158601,K,69.0
24432,158602,K,63.0
24433,158603,K,42.0
24434,158700,K,33.0
24435,158800,K,18.0
24436,158900,K,33.0
24437,159000,K,51.0
24438,159101,K,36.0
24439,159201,K,18.0
24440,159202,K,54.0
24441,159301,K,57.0
24442,159401,K,18.0
24443,159500,K,30.0
24444,159600,K,24.0
24445,159700,K,15.0
24446,159801,K,27.0
24447,159900,K,21.0
24448,160000,K,36.0
24449,160100,K,30.0
24450,160201,K,24.0
24451,160202,K,24.0
24452,160300,K,45.0
24453,160401,K,63.0
24454,160501,K,21.0
24455,160601,K,18.0
24456,160700,K,24.0
24457,160800,K,21.0
24458,160901,K,24.0
24459,160902,K,30.0
24460,161000,K,33.0
24461,161100,K,69.0
24462,161201,K,30.0
24463,161300,K,18.0
24464,161400,K,48.0
24465,161500,K,39.0
24466,161600,K,27.0
24467,161700,K,
24468,161800,K,93.0
24469,161900,K,24.0
24470,162000,K,30.0
24471,162101,K,105.0
24472,162102,K,93.0
24473,162200,K,18.0
24474,162300,K,27.0
24475,162400,K,33.0
24476,162500,K,39.0
24477,162601,K,54.0
24478,162602,K,30.0
24479,162701,K,15.0
24480,162800,K,30.0
24481,162901,K,33.0
24482,163001,K,45.0
24483,163100,K,51.0
24484,163200,K,48.0
24485,163301,K,18.0
24486,163302,K,66.0
24487,163400,K,81.0
24488,163501,K,15.0
24489,163502,K,21.0
24490,163600,K,33.0
24491,163700,K,51.0
24492,163801,K,18.0
24493,163803,K,9.0
24494,163901,K,45.0
24495,163902,K,18.0
24496,164001,K,39.0
24497,164100,K,0.0
24498,164201,K,30.0
24499,164301,K,12.0
24500,164302,K,6.0
24501,164401,K,21.0
24502,164500,K,24.0
24503,164601,K,6.0
24504,164602,K,12.0
24505,164603,K,21.0
24506,164700,K,15.0
24507,164800,K,21.0
24508,164900,K,12.0
24509,165001,K,21.0
24510,165101,K,60.0
24511,165200,K,24.0
24512,165301,K,24.0
24513,165302,K,21.0
24514,165400,K,42.0
24515,165501,K,39.0
24516,165502,K,63.0
24517,165600,K,21.0
24518,165700,K,24.0
24519,165800,K,24.0
24520,165901,K,33.0
24521,166000,K,0.0
24522,166100,K,15.0
24523,166200,K,15.0
24524,166301,K,27.0
24525,166400,K,27.0
24526,166500,K,12.0
24527,166600,K,
24528,166700,K,15.0
24529,166801,K,
24530,166900,K,21.0
24531,167000,K,15.0
24532,167101,K,24.0
24533,167102,K,3.0
