,area,income,value
8934,307700,30000-50000,327.0
8935,307801,30000-50000,426.0
8936,307802,30000-50000,114.0
8937,307900,30000-50000,240.0
8938,308000,30000-50000,438.0
8939,308100,30000-50000,438.0
8940,308200,30000-50000,447.0
8941,308300,30000-50000,450.0
8942,308400,30000-50000,513.0
8943,308500,30000-50000,117.0
8944,308600,30000-50000,453.0
8945,308700,30000-50000,
8946,308800,30000-50000,318.0
8947,308900,30000-50000,453.0
8948,309000,30000-50000,144.0
8949,309101,30000-50000,
8950,309201,30000-50000,327.0
8951,309300,30000-50000,240.0
8952,309400,30000-50000,414.0
8953,309500,30000-50000,150.0
8954,309600,30000-50000,108.0
8955,309700,30000-50000,141.0
8956,309800,30000-50000,177.0
8957,309900,30000-50000,168.0
8958,310000,30000-50000,174.0
8959,310101,30000-50000,264.0
8960,310102,30000-50000,
8961,310200,30000-50000,150.0
8962,310300,30000-50000,150.0
8963,310400,30000-50000,168.0
8964,310500,30000-50000,195.0
8965,310600,30000-50000,150.0
8966,310700,30000-50000,195.0
8967,310801,30000-50000,123.0
8968,310901,30000-50000,144.0
8969,311000,30000-50000,117.0
8970,311101,30000-50000,105.0
8971,311200,30000-50000,60.0
8972,311300,30000-50000,186.0
8973,311401,30000-50000,228.0
8974,311501,30000-50000,528.0
8975,311600,30000-50000,
8976,311701,30000-50000,195.0
8977,311800,30000-50000,90.0
8978,311900,30000-50000,105.0
8979,312001,30000-50000,108.0
8980,312100,30000-50000,60.0
8981,312200,30000-50000,288.0
8982,312300,30000-50000,243.0
8983,312400,30000-50000,234.0
8984,312500,30000-50000,249.0
8985,312600,30000-50000,102.0
8986,312700,30000-50000,192.0
8987,312801,30000-50000,396.0
8988,312901,30000-50000,399.0
8989,313000,30000-50000,114.0
8990,313100,30000-50000,198.0
8991,313200,30000-50000,336.0
8992,313300,30000-50000,309.0
8993,313400,30000-50000,318.0
8994,313500,30000-50000,210.0
8995,313600,30000-50000,210.0
8996,313700,30000-50000,366.0
8997,313801,30000-50000,198.0
8998,313900,30000-50000,426.0
8999,314000,30000-50000,393.0
9000,314100,30000-50000,252.0
9001,314200,30000-50000,282.0
9002,314301,30000-50000,189.0
9003,314400,30000-50000,9.0
9004,314501,30000-50000,363.0
9005,314600,30000-50000,495.0
9006,314701,30000-50000,105.0
9007,314702,30000-50000,147.0
9008,314703,30000-50000,141.0
9009,314801,30000-50000,234.0
9010,314802,30000-50000,189.0
9011,314900,30000-50000,402.0
9012,315001,30000-50000,123.0
9013,315100,30000-50000,144.0
9014,315200,30000-50000,162.0
9015,315301,30000-50000,492.0
9016,315400,30000-50000,522.0
9017,315500,30000-50000,219.0
9018,315601,30000-50000,180.0
9019,315700,30000-50000,342.0
9020,315800,30000-50000,243.0
9021,315901,30000-50000,510.0
9022,316000,30000-50000,192.0
9023,316100,30000-50000,408.0
9024,316200,30000-50000,321.0
9025,316300,30000-50000,36.0
9026,316401,30000-50000,42.0
9027,316500,30000-50000,96.0
9028,316600,30000-50000,366.0
9029,316700,30000-50000,36.0
9030,316800,30000-50000,105.0
9031,316900,30000-50000,276.0
9032,317000,30000-50000,186.0
9033,317100,30000-50000,132.0
9034,317201,30000-50000,180.0
9035,317301,30000-50000,471.0
9036,317400,30000-50000,474.0
9037,317501,30000-50000,162.0
9038,317600,30000-50000,273.0
9039,317701,30000-50000,351.0
9040,317800,30000-50000,648.0
9041,317900,30000-50000,603.0
9042,318000,30000-50000,435.0
9043,318100,30000-50000,255.0
9044,318200,30000-50000,177.0
9045,318300,30000-50000,420.0
9046,318401,30000-50000,90.0
9047,318402,30000-50000,84.0
9048,318501,30000-50000,330.0
9049,318600,30000-50000,417.0
9050,318700,30000-50000,411.0
9051,318800,30000-50000,366.0
9052,318901,30000-50000,252.0
9053,319000,30000-50000,312.0
9054,319101,30000-50000,60.0
9055,319200,30000-50000,492.0
9056,319300,30000-50000,570.0
9057,319400,30000-50000,351.0
9058,319500,30000-50000,387.0
9059,319600,30000-50000,525.0
9060,319700,30000-50000,480.0
9061,319800,30000-50000,339.0
9062,319900,30000-50000,483.0
9063,320000,30000-50000,18.0
9064,320100,30000-50000,450.0
9065,320200,30000-50000,507.0
9066,320300,30000-50000,417.0
9067,320400,30000-50000,21.0
9068,320501,30000-50000,390.0
9069,320600,30000-50000,405.0
9070,320700,30000-50000,501.0
9071,320800,30000-50000,351.0
9072,320900,30000-50000,345.0
9073,321000,30000-50000,636.0
9074,321101,30000-50000,570.0
9075,321102,30000-50000,333.0
9076,321200,30000-50000,213.0
9077,321301,30000-50000,255.0
9078,321302,30000-50000,333.0
9079,321400,30000-50000,405.0
9080,321500,30000-50000,237.0
9081,321600,30000-50000,300.0
9082,321701,30000-50000,495.0
9083,321800,30000-50000,489.0
9084,321901,30000-50000,294.0
9085,322000,30000-50000,231.0
9086,322100,30000-50000,318.0
9087,322200,30000-50000,363.0
9088,322300,30000-50000,66.0
9089,322400,30000-50000,318.0
9090,322500,30000-50000,195.0
9091,322600,30000-50000,219.0
9092,322700,30000-50000,447.0
9093,322800,30000-50000,183.0
9094,322900,30000-50000,348.0
9095,323000,30000-50000,411.0
9096,323100,30000-50000,531.0
9097,323200,30000-50000,240.0
9098,323300,30000-50000,627.0
9099,323400,30000-50000,717.0
9100,323500,30000-50000,39.0
9101,323600,30000-50000,174.0
9102,323700,30000-50000,489.0
9103,323800,30000-50000,345.0
9104,323900,30000-50000,429.0
9105,324001,30000-50000,375.0
9106,324100,30000-50000,111.0
9107,324200,30000-50000,15.0
9108,324300,30000-50000,396.0
9109,324400,30000-50000,642.0
9110,324501,30000-50000,417.0
9111,324502,30000-50000,102.0
9112,324600,30000-50000,417.0
9113,324700,30000-50000,78.0
9114,324800,30000-50000,603.0
9115,324900,30000-50000,18.0
9116,325000,30000-50000,438.0
9117,325100,30000-50000,531.0
9118,325200,30000-50000,189.0
9119,325301,30000-50000,249.0
9120,325302,30000-50000,570.0
9121,325400,30000-50000,489.0
9122,325500,30000-50000,42.0
9123,325601,30000-50000,555.0
9124,325700,30000-50000,198.0
9125,325800,30000-50000,510.0
9126,325900,30000-50000,357.0
9127,326000,30000-50000,162.0
9128,326100,30000-50000,468.0
9129,326200,30000-50000,9.0
9130,326301,30000-50000,462.0
9131,326400,30000-50000,3.0
9132,326500,30000-50000,393.0
9133,326600,30000-50000,24.0
9134,326701,30000-50000,534.0
9135,326800,30000-50000,444.0
9136,326900,30000-50000,465.0
9137,327000,30000-50000,534.0
9138,327100,30000-50000,117.0
9139,327200,30000-50000,654.0
9140,327301,30000-50000,267.0
9141,327400,30000-50000,531.0
9142,327500,30000-50000,396.0
9143,327600,30000-50000,585.0
9144,327700,30000-50000,414.0
9145,327800,30000-50000,267.0
9146,327901,30000-50000,423.0
9147,327902,30000-50000,591.0
9148,328001,30000-50000,342.0
9149,328100,30000-50000,51.0
9150,328200,30000-50000,354.0
9151,328300,30000-50000,462.0
9152,328400,30000-50000,495.0
9153,328500,30000-50000,480.0
9154,328600,30000-50000,681.0
9155,328700,30000-50000,252.0
9156,328800,30000-50000,45.0
9157,328900,30000-50000,729.0
9158,329001,30000-50000,123.0
9159,329002,30000-50000,144.0
9160,329100,30000-50000,465.0
9161,329200,30000-50000,414.0
9162,329300,30000-50000,360.0
9163,329400,30000-50000,390.0
9164,329500,30000-50000,264.0
9165,329600,30000-50000,324.0
9166,329700,30000-50000,429.0
9167,329800,30000-50000,474.0
9168,329900,30000-50000,396.0
9169,330000,30000-50000,291.0
9170,330100,30000-50000,570.0
9171,330200,30000-50000,468.0
9172,330300,30000-50000,348.0
9173,330400,30000-50000,468.0
9174,330500,30000-50000,378.0
9175,330600,30000-50000,255.0
9176,330700,30000-50000,9.0
9177,330800,30000-50000,360.0
9178,330900,30000-50000,177.0
9179,331000,30000-50000,210.0
9180,331100,30000-50000,540.0
9181,331200,30000-50000,303.0
9182,331300,30000-50000,408.0
9183,331400,30000-50000,321.0
9184,331500,30000-50000,99.0
9185,331600,30000-50000,15.0
9186,331700,30000-50000,492.0
9187,331801,30000-50000,180.0
9188,331900,30000-50000,363.0
9189,332000,30000-50000,498.0
9190,332100,30000-50000,285.0
9191,332200,30000-50000,111.0
9192,332301,30000-50000,
9193,332400,30000-50000,216.0
9194,332501,30000-50000,480.0
9195,332601,30000-50000,0.0
9196,332700,30000-50000,468.0
9197,332801,30000-50000,33.0
9198,332901,30000-50000,225.0
9199,333000,30000-50000,
9200,333100,30000-50000,195.0
9201,333201,30000-50000,87.0
9202,333300,30000-50000,162.0
9203,333400,30000-50000,
9204,333500,30000-50000,147.0
9205,333600,30000-50000,42.0
9206,333700,30000-50000,174.0
9207,333800,30000-50000,165.0
9208,333901,30000-50000,153.0
9209,334001,30000-50000,393.0
9210,334100,30000-50000,174.0
9211,334200,30000-50000,195.0
9212,334300,30000-50000,120.0
9213,334400,30000-50000,258.0
9214,334501,30000-50000,432.0
9215,334601,30000-50000,258.0
9216,334700,30000-50000,129.0
9217,334801,30000-50000,6.0
9218,334901,30000-50000,474.0
9219,335001,30000-50000,312.0
9220,335101,30000-50000,465.0
9221,335201,30000-50000,333.0
9222,335202,30000-50000,246.0
9223,335301,30000-50000,174.0
9224,335302,30000-50000,282.0
9225,335400,30000-50000,375.0
9226,335501,30000-50000,609.0
9227,335502,30000-50000,639.0
9228,335600,30000-50000,300.0
9229,335701,30000-50000,246.0
9230,335702,30000-50000,348.0
9231,335800,30000-50000,192.0
9232,335901,30000-50000,237.0
9233,336001,30000-50000,363.0
9234,336002,30000-50000,153.0
9235,336101,30000-50000,348.0
9236,336102,30000-50000,282.0
9237,336200,30000-50000,315.0
9238,336301,30000-50000,129.0
9239,336400,30000-50000,90.0
9240,336500,30000-50000,
9241,336600,30000-50000,12.0
9242,336701,30000-50000,174.0
9243,336800,30000-50000,288.0
9244,336901,30000-50000,333.0
9245,337000,30000-50000,195.0
9246,337100,30000-50000,300.0
9247,337200,30000-50000,189.0
9248,337301,30000-50000,174.0
9249,337400,30000-50000,447.0
9250,337500,30000-50000,333.0
9251,337600,30000-50000,240.0
9252,337700,30000-50000,177.0
9253,337800,30000-50000,342.0
9254,337900,30000-50000,225.0
9255,338000,30000-50000,21.0
9256,338100,30000-50000,162.0
9257,338200,30000-50000,360.0
9258,338300,30000-50000,306.0
9259,338401,30000-50000,363.0
9260,338501,30000-50000,531.0
9261,338600,30000-50000,21.0
9262,338700,30000-50000,195.0
9263,338800,30000-50000,162.0
9264,338901,30000-50000,519.0
9265,339002,30000-50000,243.0
9266,339100,30000-50000,249.0
9267,339200,30000-50000,210.0
9268,339300,30000-50000,399.0
9269,339400,30000-50000,189.0
9270,339500,30000-50000,177.0
9271,339600,30000-50000,384.0
9272,339700,30000-50000,219.0
9273,339800,30000-50000,177.0
9274,339900,30000-50000,252.0
9275,340000,30000-50000,345.0
9276,340100,30000-50000,270.0
9277,340200,30000-50000,273.0
9278,340300,30000-50000,312.0
9279,340400,30000-50000,375.0
9280,340500,30000-50000,174.0
9281,340601,30000-50000,354.0
9282,340700,30000-50000,462.0
9283,340801,30000-50000,372.0
9284,340900,30000-50000,
9285,341000,30000-50000,369.0
9286,341101,30000-50000,54.0
9287,341201,30000-50000,45.0
9288,341300,30000-50000,378.0
9289,341400,30000-50000,237.0
9290,341501,30000-50000,213.0
9291,341600,30000-50000,
9292,341700,30000-50000,
9293,341801,30000-50000,297.0
9294,341900,30000-50000,177.0
9295,342000,30000-50000,150.0
9296,342100,30000-50000,108.0
9297,342200,30000-50000,87.0
9298,342300,30000-50000,90.0
9299,342400,30000-50000,165.0
9300,342500,30000-50000,84.0
9301,342600,30000-50000,156.0
9302,342700,30000-50000,222.0
9303,342800,30000-50000,267.0
9304,342900,30000-50000,
9305,343000,30000-50000,81.0
9306,343100,30000-50000,144.0
9307,343200,30000-50000,
9308,343300,30000-50000,138.0
9309,343400,30000-50000,240.0
9310,343501,30000-50000,213.0
9311,343600,30000-50000,234.0
9312,343700,30000-50000,342.0
9313,343801,30000-50000,171.0
9314,343900,30000-50000,396.0
9315,344000,30000-50000,492.0
9316,344100,30000-50000,216.0
9317,344200,30000-50000,318.0
9318,344300,30000-50000,231.0
9319,344400,30000-50000,60.0
9320,344500,30000-50000,372.0
9321,344600,30000-50000,
9322,344700,30000-50000,159.0
9323,344800,30000-50000,501.0
9324,344900,30000-50000,633.0
9325,345000,30000-50000,522.0
9326,345100,30000-50000,216.0
9327,345200,30000-50000,174.0
9328,345300,30000-50000,300.0
9329,345400,30000-50000,219.0
9330,345500,30000-50000,501.0
9331,345600,30000-50000,462.0
9332,345700,30000-50000,306.0
9333,345800,30000-50000,330.0
9334,345900,30000-50000,75.0
9335,346000,30000-50000,108.0
9336,346100,30000-50000,
9337,346201,30000-50000,63.0
9338,346300,30000-50000,
9339,346400,30000-50000,126.0
9340,346500,30000-50000,
9341,346600,30000-50000,405.0
9342,346701,30000-50000,489.0
9343,346702,30000-50000,150.0
9344,346800,30000-50000,351.0
9345,346901,30000-50000,351.0
9346,347000,30000-50000,279.0
9347,347101,30000-50000,294.0
9348,347201,30000-50000,219.0
9349,347300,30000-50000,75.0
9350,347401,30000-50000,186.0
9351,347501,30000-50000,162.0
9352,347600,30000-50000,
9353,347700,30000-50000,348.0
9354,347801,30000-50000,633.0
9355,347901,30000-50000,423.0
9356,348000,30000-50000,93.0
9357,348100,30000-50000,228.0
9358,348200,30000-50000,234.0
9359,348300,30000-50000,366.0
9360,348400,30000-50000,624.0
9361,348500,30000-50000,42.0
9362,348600,30000-50000,186.0
9363,348700,30000-50000,540.0
9364,348801,30000-50000,330.0
9365,348901,30000-50000,426.0
9366,349000,30000-50000,99.0
9367,349100,30000-50000,213.0
9368,349200,30000-50000,192.0
9369,349300,30000-50000,348.0
9370,349401,30000-50000,183.0
9371,349500,30000-50000,
9372,349601,30000-50000,255.0
9373,349700,30000-50000,375.0
9374,349801,30000-50000,492.0
9375,349900,30000-50000,492.0
9376,350000,30000-50000,474.0
9377,350100,30000-50000,120.0
9378,350201,30000-50000,174.0
9379,350300,30000-50000,294.0
9380,350401,30000-50000,282.0
9381,350500,30000-50000,171.0
9382,350600,30000-50000,204.0
9383,350700,30000-50000,333.0
9384,350801,30000-50000,
9385,350900,30000-50000,342.0
9386,351000,30000-50000,606.0
9387,351100,30000-50000,414.0
9388,351200,30000-50000,240.0
9389,351300,30000-50000,306.0
9390,351400,30000-50000,207.0
9391,351500,30000-50000,291.0
9392,351600,30000-50000,414.0
9393,351700,30000-50000,270.0
9394,351801,30000-50000,207.0
9395,351901,30000-50000,198.0
9396,352000,30000-50000,318.0
9397,352100,30000-50000,285.0
9398,352200,30000-50000,183.0
9399,352300,30000-50000,327.0
9400,352400,30000-50000,126.0
9401,352500,30000-50000,189.0
9402,352600,30000-50000,387.0
9403,352701,30000-50000,240.0
9404,352800,30000-50000,186.0
9405,352900,30000-50000,246.0
9406,353000,30000-50000,162.0
9407,353100,30000-50000,81.0
9408,353200,30000-50000,129.0
9409,353300,30000-50000,480.0
9410,353400,30000-50000,318.0
9411,353500,30000-50000,354.0
9412,353600,30000-50000,261.0
9413,353701,30000-50000,15.0
9414,353800,30000-50000,303.0
9415,353900,30000-50000,138.0
9416,354000,30000-50000,222.0
9417,354100,30000-50000,261.0
9418,354200,30000-50000,393.0
9419,354300,30000-50000,21.0
9420,354400,30000-50000,246.0
9421,354500,30000-50000,303.0
9422,354600,30000-50000,240.0
9423,354701,30000-50000,471.0
9424,354800,30000-50000,300.0
9425,354901,30000-50000,366.0
9426,355000,30000-50000,228.0
9427,355100,30000-50000,168.0
9428,355200,30000-50000,447.0
9429,355300,30000-50000,243.0
9430,355400,30000-50000,222.0
9431,355500,30000-50000,417.0
9432,355600,30000-50000,324.0
9433,355700,30000-50000,270.0
9434,355800,30000-50000,336.0
9435,355900,30000-50000,186.0
9436,356000,30000-50000,180.0
9437,356100,30000-50000,225.0
9438,356200,30000-50000,354.0
9439,356300,30000-50000,264.0
9440,356400,30000-50000,372.0
9441,356500,30000-50000,408.0
9442,356600,30000-50000,264.0
9443,356700,30000-50000,69.0
9444,356800,30000-50000,168.0
9445,356900,30000-50000,
9446,357000,30000-50000,36.0
9447,357100,30000-50000,
9448,357200,30000-50000,
9449,357300,30000-50000,141.0
9450,357400,30000-50000,
9451,357501,30000-50000,483.0
9452,357601,30000-50000,105.0
9453,357700,30000-50000,168.0
9454,357800,30000-50000,
9455,357900,30000-50000,288.0
9456,358000,30000-50000,225.0
9457,358100,30000-50000,183.0
9458,358200,30000-50000,171.0
9459,358300,30000-50000,267.0
9460,358400,30000-50000,366.0
9461,358500,30000-50000,138.0
9462,358600,30000-50000,402.0
9463,358700,30000-50000,174.0
9464,358801,30000-50000,267.0
9465,358900,30000-50000,159.0
9466,359000,30000-50000,162.0
9467,359100,30000-50000,264.0
9468,359201,30000-50000,
9469,359300,30000-50000,96.0
9470,359400,30000-50000,111.0
9471,359500,30000-50000,375.0
9472,359600,30000-50000,225.0
9473,359700,30000-50000,198.0
9474,359800,30000-50000,288.0
9475,359900,30000-50000,489.0
9476,360000,30000-50000,252.0
9477,360100,30000-50000,45.0
9478,360200,30000-50000,231.0
9479,360300,30000-50000,111.0
9480,360400,30000-50000,300.0
9481,360500,30000-50000,249.0
9482,360601,30000-50000,486.0
9483,360701,30000-50000,504.0
9484,360801,30000-50000,141.0
9485,360900,30000-50000,402.0
9486,361000,30000-50000,213.0
9487,361100,30000-50000,333.0
9488,361201,30000-50000,246.0
9489,361300,30000-50000,168.0
9490,361501,30000-50000,474.0
9491,361502,30000-50000,246.0
9492,361601,30000-50000,519.0
9493,361701,30000-50000,525.0
9494,361800,30000-50000,
9495,361900,30000-50000,288.0
9496,362001,30000-50000,339.0
9497,362100,30000-50000,372.0
9498,362201,30000-50000,282.0
9499,362301,30000-50000,195.0
9500,362401,30000-50000,333.0
9501,362402,30000-50000,138.0
9502,362501,30000-50000,681.0
9503,362601,30000-50000,339.0
9504,362901,30000-50000,369.0
9505,363001,30000-50000,336.0
9506,363100,30000-50000,105.0
9507,363201,30000-50000,
9508,363301,30000-50000,312.0
9509,363400,30000-50000,
9510,363500,30000-50000,
9511,363600,30000-50000,
9512,363700,30000-50000,
9513,363800,30000-50000,
9514,363900,30000-50000,
9515,364000,30000-50000,
9516,100100,50000-70000,201.0
9517,100200,50000-70000,288.0
9518,100301,50000-70000,6.0
9519,100400,50000-70000,189.0
9520,100500,50000-70000,159.0
9521,100600,50000-70000,144.0
9522,100700,50000-70000,282.0
9523,100800,50000-70000,372.0
9524,100900,50000-70000,147.0
9525,101000,50000-70000,81.0
9526,101101,50000-70000,267.0
9527,101200,50000-70000,105.0
9528,101300,50000-70000,117.0
9529,101400,50000-70000,96.0
9530,101500,50000-70000,81.0
9531,101600,50000-70000,63.0
9532,101700,50000-70000,54.0
9533,101801,50000-70000,141.0
9534,101900,50000-70000,132.0
9535,102000,50000-70000,117.0
9536,102100,50000-70000,111.0
9537,102201,50000-70000,291.0
9538,102300,50000-70000,195.0
9539,102401,50000-70000,195.0
9540,102501,50000-70000,117.0
9541,102600,50000-70000,261.0
9542,102700,50000-70000,99.0
9543,102801,50000-70000,327.0
9544,102900,50000-70000,81.0
9545,103000,50000-70000,303.0
9546,103101,50000-70000,348.0
9547,103200,50000-70000,171.0
9548,103301,50000-70000,204.0
9549,103401,50000-70000,198.0
9550,103501,50000-70000,507.0
9551,103600,50000-70000,96.0
9552,103700,50000-70000,144.0
9553,103800,50000-70000,99.0
9554,103900,50000-70000,222.0
9555,104000,50000-70000,63.0
9556,104101,50000-70000,177.0
9557,104200,50000-70000,96.0
9558,104301,50000-70000,165.0
9559,104400,50000-70000,72.0
9560,104501,50000-70000,207.0
9561,104600,50000-70000,192.0
9562,104700,50000-70000,108.0
9563,104800,50000-70000,267.0
9564,104900,50000-70000,339.0
9565,105001,50000-70000,
9566,105101,50000-70000,405.0
9567,105200,50000-70000,246.0
9568,105300,50000-70000,225.0
9569,105400,50000-70000,486.0
9570,105500,50000-70000,279.0
9571,105601,50000-70000,204.0
9572,105700,50000-70000,135.0
9573,105800,50000-70000,495.0
9574,105901,50000-70000,453.0
9575,106000,50000-70000,249.0
9576,106100,50000-70000,372.0
9577,106201,50000-70000,462.0
9578,106301,50000-70000,195.0
9579,106401,50000-70000,216.0
9580,106501,50000-70000,534.0
9581,106600,50000-70000,465.0
9582,106700,50000-70000,165.0
9583,106800,50000-70000,324.0
9584,106901,50000-70000,315.0
9585,106902,50000-70000,237.0
9586,107000,50000-70000,414.0
9587,107100,50000-70000,111.0
9588,107200,50000-70000,339.0
9589,107300,50000-70000,480.0
9590,107401,50000-70000,276.0
9591,107501,50000-70000,396.0
9592,107600,50000-70000,150.0
9593,107700,50000-70000,195.0
9594,107800,50000-70000,348.0
9595,107901,50000-70000,18.0
9596,108000,50000-70000,195.0
9597,108100,50000-70000,213.0
9598,108200,50000-70000,375.0
9599,108300,50000-70000,291.0
9600,108400,50000-70000,
9601,108500,50000-70000,297.0
9602,108601,50000-70000,306.0
9603,108701,50000-70000,339.0
9604,108800,50000-70000,360.0
9605,108900,50000-70000,156.0
9606,109003,50000-70000,150.0
9607,109004,50000-70000,237.0
9608,109101,50000-70000,498.0
9609,109200,50000-70000,249.0
9610,109301,50000-70000,618.0
9611,109400,50000-70000,318.0
9612,109500,50000-70000,204.0
9613,109600,50000-70000,141.0
9614,109700,50000-70000,342.0
9615,109800,50000-70000,342.0
9616,109900,50000-70000,330.0
9617,110000,50000-70000,
9618,110100,50000-70000,132.0
9619,110201,50000-70000,192.0
9620,110300,50000-70000,
9621,110400,50000-70000,468.0
9622,110501,50000-70000,255.0
9623,110600,50000-70000,0.0
9624,110700,50000-70000,372.0
9625,110800,50000-70000,273.0
9626,110900,50000-70000,213.0
9627,111000,50000-70000,
9628,111100,50000-70000,315.0
9629,111200,50000-70000,471.0
9630,111300,50000-70000,471.0
9631,111400,50000-70000,117.0
9632,111500,50000-70000,240.0
9633,111601,50000-70000,111.0
9634,111602,50000-70000,219.0
9635,111700,50000-70000,408.0
9636,111801,50000-70000,144.0
9637,111901,50000-70000,129.0
9638,112001,50000-70000,
9639,112101,50000-70000,210.0
9640,112102,50000-70000,12.0
9641,112200,50000-70000,144.0
9642,112301,50000-70000,225.0
9643,112401,50000-70000,429.0
9644,112500,50000-70000,225.0
9645,112600,50000-70000,207.0
9646,112701,50000-70000,522.0
9647,112702,50000-70000,108.0
9648,112800,50000-70000,195.0
9649,112901,50000-70000,327.0
9650,112902,50000-70000,156.0
9651,113000,50000-70000,378.0
9652,113101,50000-70000,330.0
9653,113201,50000-70000,189.0
9654,113300,50000-70000,507.0
9655,113401,50000-70000,255.0
9656,113402,50000-70000,219.0
9657,113500,50000-70000,198.0
9658,113600,50000-70000,282.0
9659,113700,50000-70000,
9660,113800,50000-70000,117.0
9661,113900,50000-70000,330.0
9662,114000,50000-70000,489.0
9663,114101,50000-70000,135.0
9664,114102,50000-70000,150.0
9665,114201,50000-70000,162.0
9666,114300,50000-70000,15.0
9667,114400,50000-70000,342.0
9668,114500,50000-70000,108.0
9669,114600,50000-70000,348.0
9670,114701,50000-70000,222.0
9671,114801,50000-70000,201.0
9672,114901,50000-70000,348.0
9673,114902,50000-70000,264.0
9674,115001,50000-70000,576.0
9675,115002,50000-70000,303.0
9676,115100,50000-70000,405.0
9677,115200,50000-70000,294.0
9678,115300,50000-70000,129.0
9679,115400,50000-70000,198.0
9680,115501,50000-70000,231.0
9681,115601,50000-70000,204.0
9682,115700,50000-70000,384.0
9683,115800,50000-70000,426.0
9684,115901,50000-70000,348.0
9685,116000,50000-70000,177.0
9686,116101,50000-70000,294.0
9687,116200,50000-70000,327.0
9688,116300,50000-70000,111.0
9689,116401,50000-70000,240.0
9690,116500,50000-70000,300.0
9691,116601,50000-70000,315.0
9692,116701,50000-70000,609.0
9693,116801,50000-70000,435.0
9694,116900,50000-70000,534.0
9695,117001,50000-70000,753.0
9696,117002,50000-70000,207.0
9697,117003,50000-70000,69.0
9698,117100,50000-70000,150.0
9699,117201,50000-70000,363.0
9700,117202,50000-70000,279.0
9701,117300,50000-70000,264.0
9702,117400,50000-70000,330.0
9703,117500,50000-70000,447.0
9704,117600,50000-70000,420.0
9705,117700,50000-70000,477.0
9706,117800,50000-70000,327.0
9707,117900,50000-70000,489.0
9708,118001,50000-70000,249.0
9709,118100,50000-70000,489.0
9710,118200,50000-70000,534.0
9711,118300,50000-70000,408.0
9712,118400,50000-70000,516.0
9713,118501,50000-70000,333.0
9714,118502,50000-70000,315.0
9715,118600,50000-70000,99.0
9716,118700,50000-70000,360.0
9717,118800,50000-70000,
9718,118900,50000-70000,417.0
9719,119000,50000-70000,348.0
9720,119100,50000-70000,402.0
9721,119201,50000-70000,246.0
9722,119301,50000-70000,
9723,119400,50000-70000,288.0
9724,119500,50000-70000,318.0
9725,119600,50000-70000,504.0
9726,119700,50000-70000,213.0
9727,119800,50000-70000,633.0
9728,119901,50000-70000,375.0
9729,120000,50000-70000,285.0
9730,120101,50000-70000,111.0
9731,120201,50000-70000,378.0
9732,120202,50000-70000,717.0
9733,120203,50000-70000,390.0
9734,120301,50000-70000,432.0
9735,120400,50000-70000,549.0
9736,120500,50000-70000,333.0
9737,120600,50000-70000,474.0
9738,120701,50000-70000,507.0
9739,120800,50000-70000,342.0
9740,120900,50000-70000,447.0
9741,121001,50000-70000,627.0
9742,121100,50000-70000,318.0
9743,121200,50000-70000,408.0
9744,121300,50000-70000,429.0
9745,121401,50000-70000,381.0
9746,121500,50000-70000,513.0
9747,121600,50000-70000,621.0
9748,121701,50000-70000,417.0
9749,121800,50000-70000,423.0
9750,121901,50000-70000,585.0
9751,122001,50000-70000,555.0
9752,122101,50000-70000,480.0
9753,122200,50000-70000,282.0
9754,122300,50000-70000,552.0
9755,122400,50000-70000,543.0
9756,122501,50000-70000,540.0
9757,122600,50000-70000,312.0
9758,122700,50000-70000,546.0
9759,122801,50000-70000,366.0
9760,122802,50000-70000,444.0
9761,122901,50000-70000,555.0
9762,123000,50000-70000,588.0
9763,123100,50000-70000,507.0
9764,123200,50000-70000,474.0
9765,123300,50000-70000,657.0
9766,123400,50000-70000,555.0
9767,123500,50000-70000,12.0
9768,123600,50000-70000,501.0
9769,123701,50000-70000,288.0
9770,123702,50000-70000,231.0
9771,123800,50000-70000,519.0
9772,123900,50000-70000,387.0
9773,124000,50000-70000,627.0
9774,124100,50000-70000,156.0
9775,124200,50000-70000,459.0
9776,124301,50000-70000,528.0
9777,124401,50000-70000,522.0
9778,124500,50000-70000,465.0
9779,124600,50000-70000,411.0
9780,124700,50000-70000,177.0
9781,124800,50000-70000,582.0
9782,124900,50000-70000,552.0
9783,125000,50000-70000,405.0
9784,125100,50000-70000,15.0
9785,125201,50000-70000,345.0
9786,125202,50000-70000,180.0
9787,125300,50000-70000,372.0
9788,125400,50000-70000,360.0
9789,125500,50000-70000,408.0
9790,125600,50000-70000,543.0
9791,125701,50000-70000,468.0
9792,125800,50000-70000,492.0
9793,125900,50000-70000,240.0
9794,126000,50000-70000,414.0
9795,126100,50000-70000,378.0
9796,126200,50000-70000,585.0
9797,126300,50000-70000,423.0
9798,126401,50000-70000,465.0
9799,126500,50000-70000,348.0
9800,126601,50000-70000,465.0
9801,126701,50000-70000,270.0
9802,126702,50000-70000,390.0
9803,126801,50000-70000,390.0
9804,126901,50000-70000,522.0
9805,127001,50000-70000,498.0
9806,127002,50000-70000,480.0
9807,127100,50000-70000,381.0
9808,127200,50000-70000,147.0
9809,127300,50000-70000,375.0
9810,127400,50000-70000,381.0
9811,127500,50000-70000,174.0
9812,127601,50000-70000,279.0
9813,127701,50000-70000,333.0
9814,127801,50000-70000,405.0
9815,127900,50000-70000,360.0
