,area,income,value
3061,162102,10000-20000,165.0
3062,162200,10000-20000,117.0
3063,162300,10000-20000,102.0
3064,162400,10000-20000,201.0
3065,162500,10000-20000,198.0
3066,162601,10000-20000,84.0
3067,162602,10000-20000,159.0
3068,162701,10000-20000,168.0
3069,162800,10000-20000,159.0
3070,162901,10000-20000,90.0
3071,163001,10000-20000,276.0
3072,163100,10000-20000,252.0
3073,163200,10000-20000,333.0
3074,163301,10000-20000,153.0
3075,163302,10000-20000,132.0
3076,163400,10000-20000,150.0
3077,163501,10000-20000,177.0
3078,163502,10000-20000,342.0
3079,163600,10000-20000,249.0
3080,163700,10000-20000,345.0
3081,163801,10000-20000,78.0
3082,163803,10000-20000,105.0
3083,163901,10000-20000,234.0
3084,163902,10000-20000,60.0
3085,164001,10000-20000,207.0
3086,164100,10000-20000,27.0
3087,164201,10000-20000,231.0
3088,164301,10000-20000,60.0
3089,164302,10000-20000,75.0
3090,164401,10000-20000,234.0
3091,164500,10000-20000,201.0
3092,164601,10000-20000,54.0
3093,164602,10000-20000,42.0
3094,164603,10000-20000,150.0
3095,164700,10000-20000,138.0
3096,164800,10000-20000,159.0
3097,164900,10000-20000,87.0
3098,165001,10000-20000,126.0
3099,165101,10000-20000,165.0
3100,165200,10000-20000,105.0
3101,165301,10000-20000,153.0
3102,165302,10000-20000,270.0
3103,165400,10000-20000,234.0
3104,165501,10000-20000,333.0
3105,165502,10000-20000,147.0
3106,165600,10000-20000,105.0
3107,165700,10000-20000,237.0
3108,165800,10000-20000,180.0
3109,165901,10000-20000,216.0
3110,166000,10000-20000,33.0
3111,166100,10000-20000,144.0
3112,166200,10000-20000,96.0
3113,166301,10000-20000,162.0
3114,166400,10000-20000,159.0
3115,166500,10000-20000,222.0
3116,166600,10000-20000,
3117,166700,10000-20000,258.0
3118,166801,10000-20000,
3119,166900,10000-20000,264.0
3120,167000,10000-20000,216.0
3121,167101,10000-20000,372.0
3122,167102,10000-20000,132.0
3123,167200,10000-20000,258.0
3124,167300,10000-20000,69.0
3125,167400,10000-20000,138.0
3126,167501,10000-20000,57.0
3127,167600,10000-20000,267.0
3128,167700,10000-20000,171.0
3129,167800,10000-20000,444.0
3130,167900,10000-20000,30.0
3131,168001,10000-20000,90.0
3132,168101,10000-20000,219.0
3133,168200,10000-20000,117.0
3134,168300,10000-20000,111.0
3135,168400,10000-20000,63.0
3136,168501,10000-20000,120.0
3137,168502,10000-20000,417.0
3138,168600,10000-20000,108.0
3139,168701,10000-20000,105.0
3140,168800,10000-20000,123.0
3141,168901,10000-20000,147.0
3142,169000,10000-20000,120.0
3143,169100,10000-20000,189.0
3144,169200,10000-20000,564.0
3145,169301,10000-20000,285.0
3146,169401,10000-20000,279.0
3147,169500,10000-20000,186.0
3148,169600,10000-20000,315.0
3149,169700,10000-20000,270.0
3150,169800,10000-20000,87.0
3151,169901,10000-20000,135.0
3152,170001,10000-20000,255.0
3153,170101,10000-20000,135.0
3154,170201,10000-20000,120.0
3155,170300,10000-20000,132.0
3156,170400,10000-20000,66.0
3157,170501,10000-20000,186.0
3158,170502,10000-20000,147.0
3159,170600,10000-20000,114.0
3160,170700,10000-20000,144.0
3161,170802,10000-20000,78.0
3162,170803,10000-20000,225.0
3163,170901,10000-20000,141.0
3164,171000,10000-20000,
3165,171101,10000-20000,159.0
3166,171201,10000-20000,204.0
3167,171300,10000-20000,66.0
3168,171400,10000-20000,279.0
3169,171501,10000-20000,336.0
3170,171502,10000-20000,162.0
3171,171601,10000-20000,366.0
3172,171700,10000-20000,129.0
3173,171801,10000-20000,162.0
3174,171803,10000-20000,84.0
3175,171901,10000-20000,174.0
3176,172001,10000-20000,186.0
3177,172100,10000-20000,252.0
3178,172201,10000-20000,132.0
3179,172300,10000-20000,120.0
3180,172401,10000-20000,141.0
3181,172500,10000-20000,45.0
3182,172601,10000-20000,39.0
3183,172700,10000-20000,72.0
3184,172800,10000-20000,201.0
3185,172900,10000-20000,75.0
3186,173000,10000-20000,120.0
3187,173100,10000-20000,156.0
3188,173201,10000-20000,204.0
3189,173202,10000-20000,96.0
3190,173300,10000-20000,165.0
3191,173400,10000-20000,159.0
3192,173500,10000-20000,114.0
3193,173600,10000-20000,78.0
3194,173700,10000-20000,81.0
3195,173801,10000-20000,117.0
3196,173901,10000-20000,138.0
3197,173902,10000-20000,384.0
3198,174001,10000-20000,309.0
3199,174100,10000-20000,297.0
3200,174200,10000-20000,246.0
3201,174300,10000-20000,120.0
3202,174400,10000-20000,72.0
3203,174500,10000-20000,84.0
3204,174601,10000-20000,96.0
3205,174701,10000-20000,75.0
3206,174801,10000-20000,72.0
3207,174901,10000-20000,342.0
3208,175001,10000-20000,369.0
3209,175002,10000-20000,300.0
3210,175100,10000-20000,48.0
3211,175201,10000-20000,6.0
3212,175301,10000-20000,141.0
3213,175302,10000-20000,168.0
3214,175401,10000-20000,57.0
3215,175501,10000-20000,240.0
3216,175601,10000-20000,192.0
3217,175700,10000-20000,180.0
3218,175801,10000-20000,330.0
3219,175901,10000-20000,189.0
3220,175902,10000-20000,177.0
3221,176000,10000-20000,174.0
3222,176101,10000-20000,297.0
3223,176201,10000-20000,189.0
3224,176202,10000-20000,189.0
3225,176301,10000-20000,39.0
3226,176400,10000-20000,246.0
3227,176500,10000-20000,201.0
3228,176600,10000-20000,168.0
3229,176700,10000-20000,147.0
3230,176800,10000-20000,258.0
3231,176900,10000-20000,174.0
3232,177000,10000-20000,228.0
3233,177100,10000-20000,327.0
3234,177200,10000-20000,366.0
3235,177300,10000-20000,285.0
3236,177400,10000-20000,228.0
3237,177500,10000-20000,159.0
3238,177600,10000-20000,165.0
3239,177700,10000-20000,252.0
3240,177800,10000-20000,264.0
3241,177901,10000-20000,276.0
3242,178000,10000-20000,288.0
3243,178100,10000-20000,354.0
3244,178201,10000-20000,279.0
3245,178202,10000-20000,216.0
3246,178301,10000-20000,210.0
3247,178400,10000-20000,249.0
3248,178500,10000-20000,273.0
3249,178600,10000-20000,96.0
3250,178701,10000-20000,303.0
3251,178800,10000-20000,276.0
3252,178901,10000-20000,48.0
3253,179001,10000-20000,66.0
3254,179100,10000-20000,294.0
3255,179201,10000-20000,75.0
3256,179202,10000-20000,186.0
3257,179300,10000-20000,270.0
3258,179401,10000-20000,63.0
3259,179501,10000-20000,222.0
3260,179502,10000-20000,168.0
3261,179600,10000-20000,285.0
3262,179700,10000-20000,339.0
3263,179801,10000-20000,111.0
3264,179901,10000-20000,624.0
3265,180000,10000-20000,243.0
3266,180100,10000-20000,240.0
3267,180200,10000-20000,318.0
3268,180300,10000-20000,204.0
3269,180400,10000-20000,156.0
3270,180500,10000-20000,252.0
3271,180601,10000-20000,315.0
3272,180700,10000-20000,288.0
3273,180800,10000-20000,189.0
3274,180900,10000-20000,219.0
3275,181000,10000-20000,201.0
3276,181101,10000-20000,267.0
3277,181200,10000-20000,180.0
3278,181301,10000-20000,21.0
3279,181400,10000-20000,90.0
3280,181500,10000-20000,105.0
3281,181600,10000-20000,114.0
3282,181700,10000-20000,69.0
3283,181800,10000-20000,108.0
3284,181900,10000-20000,111.0
3285,182000,10000-20000,60.0
3286,182101,10000-20000,111.0
3287,182201,10000-20000,45.0
3288,182300,10000-20000,60.0
3289,182400,10000-20000,42.0
3290,182500,10000-20000,159.0
3291,182600,10000-20000,219.0
3292,182700,10000-20000,207.0
3293,182800,10000-20000,234.0
3294,182900,10000-20000,84.0
3295,183000,10000-20000,147.0
3296,183101,10000-20000,63.0
3297,183200,10000-20000,90.0
3298,183300,10000-20000,117.0
3299,183401,10000-20000,120.0
3300,183500,10000-20000,153.0
3301,183600,10000-20000,162.0
3302,183701,10000-20000,171.0
3303,183800,10000-20000,183.0
3304,183900,10000-20000,165.0
3305,184000,10000-20000,117.0
3306,184100,10000-20000,45.0
3307,184201,10000-20000,243.0
3308,184300,10000-20000,129.0
3309,184400,10000-20000,207.0
3310,184501,10000-20000,48.0
3311,184601,10000-20000,123.0
3312,184700,10000-20000,42.0
3313,184800,10000-20000,219.0
3314,184900,10000-20000,60.0
3315,185000,10000-20000,63.0
3316,185100,10000-20000,
3317,185200,10000-20000,138.0
3318,185300,10000-20000,96.0
3319,185400,10000-20000,69.0
3320,185500,10000-20000,327.0
3321,185600,10000-20000,114.0
3322,185700,10000-20000,117.0
3323,185800,10000-20000,186.0
3324,185900,10000-20000,177.0
3325,186000,10000-20000,513.0
3326,186100,10000-20000,114.0
3327,186200,10000-20000,168.0
3328,186300,10000-20000,105.0
3329,186400,10000-20000,303.0
3330,186500,10000-20000,267.0
3331,186600,10000-20000,279.0
3332,186700,10000-20000,120.0
3333,186800,10000-20000,294.0
3334,186900,10000-20000,
3335,187000,10000-20000,120.0
3336,187100,10000-20000,108.0
3337,187200,10000-20000,81.0
3338,187300,10000-20000,279.0
3339,187400,10000-20000,216.0
3340,187500,10000-20000,111.0
3341,187600,10000-20000,9.0
3342,187701,10000-20000,117.0
3343,187702,10000-20000,126.0
3344,187800,10000-20000,132.0
3345,187900,10000-20000,180.0
3346,188001,10000-20000,96.0
3347,188002,10000-20000,87.0
3348,188100,10000-20000,
3349,188200,10000-20000,63.0
3350,188300,10000-20000,150.0
3351,188400,10000-20000,255.0
3352,188501,10000-20000,123.0
3353,188502,10000-20000,111.0
3354,188600,10000-20000,27.0
3355,188701,10000-20000,129.0
3356,188702,10000-20000,6.0
3357,188800,10000-20000,267.0
3358,188900,10000-20000,243.0
3359,189000,10000-20000,162.0
3360,189101,10000-20000,180.0
3361,189102,10000-20000,69.0
3362,189200,10000-20000,198.0
3363,189300,10000-20000,216.0
3364,189400,10000-20000,144.0
3365,189500,10000-20000,12.0
3366,189600,10000-20000,81.0
3367,189700,10000-20000,444.0
3368,189800,10000-20000,9.0
3369,189900,10000-20000,9.0
3370,190000,10000-20000,
3371,190100,10000-20000,42.0
3372,190200,10000-20000,294.0
3373,190300,10000-20000,177.0
3374,190400,10000-20000,111.0
3375,190501,10000-20000,432.0
3376,190601,10000-20000,315.0
3377,190602,10000-20000,333.0
3378,190700,10000-20000,
3379,190800,10000-20000,57.0
3380,190901,10000-20000,120.0
3381,190902,10000-20000,165.0
3382,191001,10000-20000,438.0
3383,191101,10000-20000,63.0
3384,191201,10000-20000,219.0
3385,191300,10000-20000,156.0
3386,191400,10000-20000,162.0
3387,191501,10000-20000,54.0
3388,191502,10000-20000,21.0
3389,191601,10000-20000,192.0
3390,191700,10000-20000,201.0
3391,191801,10000-20000,144.0
3392,191901,10000-20000,282.0
3393,192000,10000-20000,228.0
3394,192101,10000-20000,255.0
3395,192102,10000-20000,231.0
3396,192200,10000-20000,
3397,192300,10000-20000,114.0
3398,192400,10000-20000,75.0
3399,192500,10000-20000,243.0
3400,192600,10000-20000,237.0
3401,192700,10000-20000,9.0
3402,192800,10000-20000,234.0
3403,192900,10000-20000,225.0
3404,193000,10000-20000,318.0
3405,193100,10000-20000,288.0
3406,193201,10000-20000,177.0
3407,193202,10000-20000,294.0
3408,193301,10000-20000,186.0
3409,193400,10000-20000,234.0
3410,193500,10000-20000,345.0
3411,193600,10000-20000,216.0
3412,193700,10000-20000,195.0
3413,193800,10000-20000,246.0
3414,193900,10000-20000,18.0
3415,194000,10000-20000,219.0
3416,194100,10000-20000,141.0
3417,194200,10000-20000,78.0
3418,194300,10000-20000,177.0
3419,194400,10000-20000,198.0
3420,194500,10000-20000,21.0
3421,194601,10000-20000,303.0
3422,194700,10000-20000,45.0
3423,194801,10000-20000,342.0
3424,194802,10000-20000,183.0
3425,194900,10000-20000,249.0
3426,195000,10000-20000,75.0
3427,195101,10000-20000,168.0
3428,195102,10000-20000,207.0
3429,195200,10000-20000,309.0
3430,195300,10000-20000,246.0
3431,195401,10000-20000,327.0
3432,195500,10000-20000,219.0
3433,195601,10000-20000,252.0
3434,195700,10000-20000,75.0
3435,195800,10000-20000,321.0
3436,195900,10000-20000,219.0
3437,196000,10000-20000,294.0
3438,196100,10000-20000,69.0
3439,196201,10000-20000,201.0
3440,196202,10000-20000,255.0
3441,196301,10000-20000,153.0
3442,196400,10000-20000,342.0
3443,196500,10000-20000,60.0
3444,196600,10000-20000,198.0
3445,196700,10000-20000,234.0
3446,196800,10000-20000,258.0
3447,196900,10000-20000,294.0
3448,197000,10000-20000,276.0
3449,197100,10000-20000,372.0
3450,197200,10000-20000,195.0
3451,197300,10000-20000,291.0
3452,197400,10000-20000,213.0
3453,197500,10000-20000,249.0
3454,197601,10000-20000,177.0
3455,197602,10000-20000,123.0
3456,197603,10000-20000,360.0
3457,197700,10000-20000,165.0
3458,197800,10000-20000,15.0
3459,197900,10000-20000,153.0
3460,198000,10000-20000,114.0
3461,198100,10000-20000,189.0
3462,198200,10000-20000,165.0
3463,198300,10000-20000,
3464,198400,10000-20000,114.0
3465,198500,10000-20000,99.0
3466,198600,10000-20000,171.0
3467,198700,10000-20000,207.0
3468,198800,10000-20000,168.0
3469,198900,10000-20000,147.0
3470,199000,10000-20000,228.0
3471,199100,10000-20000,213.0
3472,199200,10000-20000,171.0
3473,199300,10000-20000,9.0
3474,199400,10000-20000,228.0
3475,199500,10000-20000,186.0
3476,199600,10000-20000,138.0
3477,199700,10000-20000,297.0
3478,199800,10000-20000,99.0
3479,199900,10000-20000,111.0
3480,200000,10000-20000,117.0
3481,200100,10000-20000,60.0
3482,200200,10000-20000,162.0
3483,200300,10000-20000,189.0
3484,200401,10000-20000,78.0
3485,200500,10000-20000,261.0
3486,200600,10000-20000,126.0
3487,200700,10000-20000,123.0
3488,200800,10000-20000,159.0
3489,200900,10000-20000,243.0
3490,201001,10000-20000,102.0
3491,201100,10000-20000,39.0
3492,201200,10000-20000,156.0
3493,201300,10000-20000,78.0
3494,201401,10000-20000,252.0
3495,201501,10000-20000,264.0
3496,201600,10000-20000,123.0
3497,201700,10000-20000,156.0
3498,201800,10000-20000,111.0
3499,201900,10000-20000,111.0
3500,202000,10000-20000,159.0
3501,202100,10000-20000,96.0
3502,202200,10000-20000,150.0
3503,202300,10000-20000,240.0
3504,202400,10000-20000,177.0
3505,202500,10000-20000,174.0
3506,202600,10000-20000,327.0
3507,202700,10000-20000,318.0
3508,202800,10000-20000,363.0
3509,202900,10000-20000,246.0
3510,203000,10000-20000,120.0
3511,203100,10000-20000,168.0
3512,203200,10000-20000,243.0
3513,203300,10000-20000,
3514,203400,10000-20000,153.0
3515,203500,10000-20000,225.0
3516,203600,10000-20000,213.0
3517,203700,10000-20000,396.0
3518,203800,10000-20000,18.0
3519,203901,10000-20000,306.0
3520,203902,10000-20000,186.0
3521,204000,10000-20000,
3522,204101,10000-20000,171.0
3523,204200,10000-20000,270.0
3524,204301,10000-20000,87.0
3525,204400,10000-20000,396.0
3526,204500,10000-20000,153.0
3527,204600,10000-20000,42.0
3528,204700,10000-20000,183.0
3529,204800,10000-20000,192.0
3530,204900,10000-20000,195.0
3531,205000,10000-20000,150.0
3532,205100,10000-20000,111.0
3533,205201,10000-20000,171.0
3534,205300,10000-20000,111.0
3535,205401,10000-20000,207.0
3536,205500,10000-20000,150.0
3537,205601,10000-20000,102.0
3538,205700,10000-20000,126.0
3539,205800,10000-20000,198.0
3540,205900,10000-20000,108.0
3541,206000,10000-20000,243.0
3542,206100,10000-20000,216.0
3543,206200,10000-20000,96.0
3544,206300,10000-20000,189.0
3545,206400,10000-20000,186.0
3546,206500,10000-20000,153.0
3547,206601,10000-20000,144.0
3548,206700,10000-20000,174.0
3549,206801,10000-20000,15.0
3550,206802,10000-20000,
3551,206900,10000-20000,171.0
3552,207000,10000-20000,285.0
3553,207100,10000-20000,306.0
3554,207200,10000-20000,261.0
3555,207301,10000-20000,129.0
3556,207400,10000-20000,117.0
3557,207500,10000-20000,
3558,207600,10000-20000,84.0
3559,207700,10000-20000,72.0
3560,207800,10000-20000,483.0
3561,207900,10000-20000,153.0
3562,208001,10000-20000,123.0
3563,208100,10000-20000,90.0
3564,208200,10000-20000,111.0
3565,208301,10000-20000,177.0
3566,208401,10000-20000,120.0
3567,208500,10000-20000,150.0
3568,208601,10000-20000,69.0
3569,208700,10000-20000,132.0
3570,208800,10000-20000,213.0
3571,208901,10000-20000,12.0
3572,209000,10000-20000,249.0
3573,209100,10000-20000,228.0
3574,209201,10000-20000,222.0
3575,209301,10000-20000,33.0
3576,209401,10000-20000,291.0
3577,209500,10000-20000,216.0
3578,209601,10000-20000,174.0
3579,209700,10000-20000,228.0
3580,209800,10000-20000,195.0
3581,209901,10000-20000,273.0
3582,210000,10000-20000,291.0
3583,210100,10000-20000,33.0
3584,210201,10000-20000,156.0
3585,210300,10000-20000,168.0
3586,210400,10000-20000,102.0
3587,210500,10000-20000,36.0
3588,210600,10000-20000,207.0
3589,210700,10000-20000,189.0
3590,210800,10000-20000,147.0
3591,210900,10000-20000,258.0
3592,211000,10000-20000,216.0
3593,211100,10000-20000,225.0
3594,211201,10000-20000,102.0
3595,211301,10000-20000,93.0
3596,211302,10000-20000,48.0
3597,211401,10000-20000,183.0
3598,211500,10000-20000,165.0
3599,211600,10000-20000,36.0
3600,211701,10000-20000,207.0
3601,211800,10000-20000,207.0
3602,211900,10000-20000,198.0
3603,212000,10000-20000,66.0
3604,212100,10000-20000,114.0
3605,212201,10000-20000,126.0
3606,212301,10000-20000,183.0
3607,212400,10000-20000,51.0
3608,212500,10000-20000,129.0
3609,212600,10000-20000,108.0
3610,212700,10000-20000,
3611,212800,10000-20000,18.0
3612,212900,10000-20000,81.0
3613,213000,10000-20000,138.0
3614,213100,10000-20000,216.0
3615,213200,10000-20000,228.0
3616,213300,10000-20000,222.0
3617,213400,10000-20000,231.0
3618,213500,10000-20000,189.0
3619,213600,10000-20000,159.0
3620,213700,10000-20000,249.0
3621,213800,10000-20000,153.0
3622,213900,10000-20000,156.0
3623,214000,10000-20000,117.0
3624,214100,10000-20000,129.0
3625,214200,10000-20000,147.0
3626,214300,10000-20000,42.0
3627,214400,10000-20000,162.0
3628,214500,10000-20000,231.0
3629,214600,10000-20000,165.0
3630,214700,10000-20000,165.0
3631,214800,10000-20000,159.0
3632,214900,10000-20000,288.0
3633,215000,10000-20000,336.0
3634,215101,10000-20000,267.0
3635,215200,10000-20000,207.0
3636,215300,10000-20000,360.0
3637,215401,10000-20000,306.0
3638,215500,10000-20000,69.0
3639,215600,10000-20000,255.0
3640,215700,10000-20000,207.0
3641,215801,10000-20000,282.0
3642,215900,10000-20000,237.0
3643,216000,10000-20000,159.0
3644,216101,10000-20000,189.0
3645,216200,10000-20000,
3646,216300,10000-20000,363.0
3647,216401,10000-20000,48.0
3648,216500,10000-20000,111.0
3649,216600,10000-20000,192.0
3650,216700,10000-20000,183.0
3651,216800,10000-20000,228.0
3652,216900,10000-20000,216.0
3653,217000,10000-20000,87.0
3654,217100,10000-20000,174.0
3655,217201,10000-20000,264.0
3656,217300,10000-20000,198.0
3657,217400,10000-20000,441.0
3658,217501,10000-20000,321.0
3659,217502,10000-20000,246.0
3660,217601,10000-20000,123.0
3661,217701,10000-20000,12.0
3662,217800,10000-20000,261.0
3663,217901,10000-20000,240.0
3664,218001,10000-20000,321.0
3665,218100,10000-20000,273.0
3666,218201,10000-20000,81.0
3667,218301,10000-20000,312.0
3668,218401,10000-20000,177.0
3669,218402,10000-20000,114.0
3670,218500,10000-20000,438.0
3671,218600,10000-20000,249.0
3672,218700,10000-20000,327.0
3673,218801,10000-20000,78.0
3674,218901,10000-20000,351.0
3675,219000,10000-20000,153.0
3676,219100,10000-20000,177.0
3677,219200,10000-20000,93.0
3678,219301,10000-20000,138.0
3679,219401,10000-20000,183.0
3680,219501,10000-20000,171.0
3681,219601,10000-20000,342.0
3682,219700,10000-20000,48.0
3683,219800,10000-20000,138.0
3684,219900,10000-20000,51.0
3685,220001,10000-20000,105.0
3686,220101,10000-20000,207.0
3687,220200,10000-20000,24.0
3688,220301,10000-20000,219.0
3689,220400,10000-20000,216.0
3690,220501,10000-20000,180.0
3691,220600,10000-20000,96.0
3692,220700,10000-20000,177.0
3693,220800,10000-20000,96.0
3694,220901,10000-20000,144.0
3695,220902,10000-20000,39.0
3696,221001,10000-20000,228.0
3697,221100,10000-20000,96.0
3698,221201,10000-20000,63.0
3699,221301,10000-20000,156.0
3700,221401,10000-20000,93.0
3701,221402,10000-20000,60.0
3702,221500,10000-20000,42.0
3703,221600,10000-20000,183.0
3704,221700,10000-20000,189.0
3705,221800,10000-20000,216.0
3706,221900,10000-20000,297.0
3707,222000,10000-20000,51.0
3708,222101,10000-20000,234.0
3709,222201,10000-20000,183.0
3710,222300,10000-20000,117.0
3711,222400,10000-20000,123.0
3712,222500,10000-20000,204.0
3713,222600,10000-20000,192.0
3714,222700,10000-20000,174.0
3715,222800,10000-20000,99.0
3716,222900,10000-20000,132.0
3717,223000,10000-20000,108.0
3718,223100,10000-20000,108.0
3719,223200,10000-20000,54.0
3720,223300,10000-20000,108.0
3721,223400,10000-20000,114.0
3722,223501,10000-20000,132.0
3723,223600,10000-20000,180.0
3724,223701,10000-20000,159.0
3725,223800,10000-20000,231.0
3726,223901,10000-20000,51.0
3727,224000,10000-20000,210.0
3728,224100,10000-20000,102.0
3729,224200,10000-20000,192.0
3730,224301,10000-20000,309.0
3731,224401,10000-20000,177.0
3732,224500,10000-20000,168.0
3733,224600,10000-20000,231.0
3734,224700,10000-20000,18.0
3735,224800,10000-20000,246.0
3736,224900,10000-20000,210.0
3737,225000,10000-20000,114.0
3738,225100,10000-20000,255.0
3739,225200,10000-20000,216.0
3740,225300,10000-20000,270.0
3741,225400,10000-20000,177.0
3742,225500,10000-20000,249.0
3743,225600,10000-20000,195.0
3744,225700,10000-20000,66.0
3745,225800,10000-20000,243.0
3746,225900,10000-20000,225.0
3747,226000,10000-20000,69.0
3748,226100,10000-20000,147.0
3749,226200,10000-20000,3.0
3750,226300,10000-20000,138.0
3751,226400,10000-20000,123.0
3752,226500,10000-20000,180.0
3753,226601,10000-20000,96.0
3754,226701,10000-20000,345.0
3755,226800,10000-20000,84.0
3756,226900,10000-20000,270.0
3757,227000,10000-20000,168.0
3758,227100,10000-20000,123.0
3759,227200,10000-20000,186.0
3760,227300,10000-20000,117.0
3761,227400,10000-20000,147.0
3762,227500,10000-20000,150.0
3763,227600,10000-20000,90.0
3764,227700,10000-20000,21.0
3765,227800,10000-20000,114.0
3766,227900,10000-20000,255.0
3767,228000,10000-20000,219.0
3768,228100,10000-20000,372.0
3769,228200,10000-20000,183.0
3770,228300,10000-20000,294.0
3771,228400,10000-20000,81.0
3772,228500,10000-20000,192.0
3773,228600,10000-20000,141.0
3774,228700,10000-20000,123.0
3775,228800,10000-20000,159.0
3776,228901,10000-20000,9.0
3777,229001,10000-20000,246.0
3778,229100,10000-20000,147.0
3779,229201,10000-20000,39.0
3780,229300,10000-20000,276.0
3781,229400,10000-20000,135.0
3782,229500,10000-20000,303.0
3783,229600,10000-20000,315.0
3784,229700,10000-20000,24.0
3785,229800,10000-20000,210.0
3786,229900,10000-20000,285.0
3787,230000,10000-20000,210.0
3788,230100,10000-20000,195.0
3789,230200,10000-20000,213.0
3790,230300,10000-20000,192.0
3791,230400,10000-20000,189.0
3792,230500,10000-20000,264.0
3793,230600,10000-20000,165.0
3794,230700,10000-20000,330.0
3795,230800,10000-20000,408.0
3796,230900,10000-20000,138.0
3797,231000,10000-20000,180.0
3798,231101,10000-20000,231.0
3799,231200,10000-20000,306.0
3800,231300,10000-20000,294.0
3801,231400,10000-20000,291.0
3802,231500,10000-20000,240.0
3803,231600,10000-20000,201.0
3804,231700,10000-20000,165.0
3805,231800,10000-20000,258.0
3806,231900,10000-20000,81.0
3807,232000,10000-20000,114.0
3808,232101,10000-20000,57.0
3809,232200,10000-20000,252.0
3810,232300,10000-20000,165.0
3811,232400,10000-20000,39.0
3812,232501,10000-20000,78.0
3813,232601,10000-20000,66.0
3814,232701,10000-20000,231.0
3815,232702,10000-20000,129.0
3816,232800,10000-20000,180.0
3817,232900,10000-20000,117.0
3818,233000,10000-20000,159.0
3819,233100,10000-20000,195.0
3820,233200,10000-20000,213.0
3821,233300,10000-20000,378.0
3822,233400,10000-20000,66.0
3823,233500,10000-20000,42.0
3824,233600,10000-20000,306.0
3825,233700,10000-20000,192.0
3826,233801,10000-20000,69.0
3827,233900,10000-20000,
3828,234001,10000-20000,75.0
3829,234100,10000-20000,282.0
3830,234201,10000-20000,201.0
3831,234301,10000-20000,216.0
3832,234400,10000-20000,249.0
3833,234500,10000-20000,105.0
3834,234600,10000-20000,135.0
3835,234700,10000-20000,147.0
3836,234801,10000-20000,252.0
3837,234900,10000-20000,270.0
3838,235000,10000-20000,159.0
3839,235100,10000-20000,219.0
3840,235200,10000-20000,162.0
3841,235301,10000-20000,261.0
3842,235400,10000-20000,180.0
3843,235500,10000-20000,258.0
3844,235600,10000-20000,192.0
3845,235700,10000-20000,159.0
3846,235800,10000-20000,213.0
3847,235900,10000-20000,180.0
3848,236000,10000-20000,111.0
3849,236100,10000-20000,42.0
3850,236200,10000-20000,
3851,236300,10000-20000,222.0
3852,236401,10000-20000,75.0
3853,236500,10000-20000,369.0
3854,236600,10000-20000,108.0
3855,236701,10000-20000,105.0
3856,236800,10000-20000,273.0
3857,236900,10000-20000,72.0
3858,237001,10000-20000,348.0
3859,237100,10000-20000,210.0
3860,237200,10000-20000,234.0
3861,237300,10000-20000,234.0
3862,237401,10000-20000,69.0
3863,237500,10000-20000,318.0
3864,237600,10000-20000,462.0
3865,237700,10000-20000,93.0
3866,237800,10000-20000,378.0
3867,237900,10000-20000,123.0
3868,238000,10000-20000,246.0
3869,238100,10000-20000,204.0
3870,238200,10000-20000,
3871,238300,10000-20000,204.0
3872,238400,10000-20000,201.0
3873,238500,10000-20000,306.0
3874,238600,10000-20000,147.0
3875,238700,10000-20000,
3876,238800,10000-20000,138.0
3877,238900,10000-20000,30.0
3878,239000,10000-20000,135.0
3879,239100,10000-20000,243.0
3880,239200,10000-20000,291.0
3881,239300,10000-20000,180.0
3882,239401,10000-20000,63.0
3883,239500,10000-20000,132.0
3884,239600,10000-20000,120.0
3885,239701,10000-20000,
3886,239801,10000-20000,162.0
3887,239900,10000-20000,78.0
3888,240000,10000-20000,141.0
3889,240100,10000-20000,195.0
3890,240201,10000-20000,174.0
3891,240300,10000-20000,231.0
3892,240401,10000-20000,180.0
3893,240500,10000-20000,201.0
3894,240601,10000-20000,147.0
3895,240602,10000-20000,171.0
3896,240700,10000-20000,303.0
3897,240801,10000-20000,138.0
3898,240802,10000-20000,240.0
3899,240900,10000-20000,90.0
3900,241000,10000-20000,324.0
3901,241100,10000-20000,141.0
3902,241200,10000-20000,63.0
3903,241300,10000-20000,120.0
3904,241400,10000-20000,192.0
3905,241500,10000-20000,258.0
3906,241600,10000-20000,204.0
3907,241700,10000-20000,183.0
3908,241800,10000-20000,261.0
3909,241900,10000-20000,300.0
3910,242000,10000-20000,270.0
3911,242100,10000-20000,222.0
3912,242200,10000-20000,207.0
3913,242300,10000-20000,162.0
3914,242400,10000-20000,231.0
3915,242500,10000-20000,186.0
3916,242600,10000-20000,228.0
3917,242700,10000-20000,81.0
3918,242800,10000-20000,105.0
3919,242900,10000-20000,171.0
3920,243000,10000-20000,57.0
3921,243100,10000-20000,18.0
3922,243200,10000-20000,252.0
3923,243300,10000-20000,84.0
3924,243400,10000-20000,192.0
3925,243500,10000-20000,120.0
3926,243600,10000-20000,171.0
3927,243700,10000-20000,84.0
3928,243800,10000-20000,78.0
3929,243900,10000-20000,36.0
3930,244000,10000-20000,189.0
3931,244100,10000-20000,264.0
3932,244200,10000-20000,258.0
3933,244300,10000-20000,84.0
3934,244400,10000-20000,219.0
3935,244500,10000-20000,183.0
3936,244600,10000-20000,318.0
3937,244700,10000-20000,321.0
3938,244800,10000-20000,246.0
