,area,employment_status,value
6715,322900,self-employed,96.0
6716,323000,self-employed,228.0
6717,323100,self-employed,201.0
6718,323200,self-employed,87.0
6719,323300,self-employed,69.0
6720,323400,self-employed,165.0
6721,323500,self-employed,9.0
6722,323600,self-employed,66.0
6723,323700,self-employed,117.0
6724,323800,self-employed,132.0
6725,323900,self-employed,150.0
6726,324001,self-employed,120.0
6727,324100,self-employed,51.0
6728,324200,self-employed,3.0
6729,324300,self-employed,138.0
6730,324400,self-employed,90.0
6731,324501,self-employed,180.0
6732,324502,self-employed,48.0
6733,324600,self-employed,141.0
6734,324700,self-employed,39.0
6735,324800,self-employed,156.0
6736,324900,self-employed,0.0
6737,325000,self-employed,141.0
6738,325100,self-employed,189.0
6739,325200,self-employed,39.0
6740,325301,self-employed,63.0
6741,325302,self-employed,144.0
6742,325400,self-employed,225.0
6743,325500,self-employed,3.0
6744,325601,self-employed,174.0
6745,325700,self-employed,93.0
6746,325800,self-employed,171.0
6747,325900,self-employed,120.0
6748,326000,self-employed,87.0
6749,326100,self-employed,84.0
6750,326200,self-employed,0.0
6751,326301,self-employed,123.0
6752,326400,self-employed,0.0
6753,326500,self-employed,117.0
6754,326600,self-employed,9.0
6755,326701,self-employed,129.0
6756,326800,self-employed,87.0
6757,326900,self-employed,147.0
6758,327000,self-employed,141.0
6759,327100,self-employed,27.0
6760,327200,self-employed,201.0
6761,327301,self-employed,108.0
6762,327400,self-employed,93.0
6763,327500,self-employed,81.0
6764,327600,self-employed,150.0
6765,327700,self-employed,138.0
6766,327800,self-employed,60.0
6767,327901,self-employed,81.0
6768,327902,self-employed,108.0
6769,328001,self-employed,147.0
6770,328100,self-employed,15.0
6771,328200,self-employed,96.0
6772,328300,self-employed,135.0
6773,328400,self-employed,111.0
6774,328500,self-employed,120.0
6775,328600,self-employed,111.0
6776,328700,self-employed,54.0
6777,328800,self-employed,18.0
6778,328900,self-employed,105.0
6779,329001,self-employed,90.0
6780,329002,self-employed,75.0
6781,329100,self-employed,198.0
6782,329200,self-employed,159.0
6783,329300,self-employed,63.0
6784,329400,self-employed,78.0
6785,329500,self-employed,126.0
6786,329600,self-employed,72.0
6787,329700,self-employed,99.0
6788,329800,self-employed,63.0
6789,329900,self-employed,111.0
6790,330000,self-employed,186.0
6791,330100,self-employed,120.0
6792,330200,self-employed,210.0
6793,330300,self-employed,267.0
6794,330400,self-employed,81.0
6795,330500,self-employed,129.0
6796,330600,self-employed,150.0
6797,330700,self-employed,0.0
6798,330800,self-employed,165.0
6799,330900,self-employed,99.0
6800,331000,self-employed,72.0
6801,331100,self-employed,93.0
6802,331200,self-employed,207.0
6803,331300,self-employed,264.0
6804,331400,self-employed,177.0
6805,331500,self-employed,24.0
6806,331600,self-employed,12.0
6807,331700,self-employed,216.0
6808,331801,self-employed,48.0
6809,331900,self-employed,177.0
6810,332000,self-employed,360.0
6811,332100,self-employed,207.0
6812,332200,self-employed,90.0
6813,332301,self-employed,
6814,332400,self-employed,228.0
6815,332501,self-employed,342.0
6816,332601,self-employed,
6817,332700,self-employed,342.0
6818,332801,self-employed,30.0
6819,332901,self-employed,159.0
6820,333000,self-employed,
6821,333100,self-employed,165.0
6822,333201,self-employed,105.0
6823,333300,self-employed,135.0
6824,333400,self-employed,
6825,333500,self-employed,63.0
6826,333600,self-employed,24.0
6827,333700,self-employed,129.0
6828,333800,self-employed,114.0
6829,333901,self-employed,111.0
6830,334001,self-employed,156.0
6831,334100,self-employed,117.0
6832,334200,self-employed,72.0
6833,334300,self-employed,84.0
6834,334400,self-employed,180.0
6835,334501,self-employed,333.0
6836,334601,self-employed,132.0
6837,334700,self-employed,12.0
6838,334801,self-employed,3.0
6839,334901,self-employed,168.0
6840,335001,self-employed,174.0
6841,335101,self-employed,171.0
6842,335201,self-employed,105.0
6843,335202,self-employed,96.0
6844,335301,self-employed,81.0
6845,335302,self-employed,120.0
6846,335400,self-employed,177.0
6847,335501,self-employed,159.0
6848,335502,self-employed,180.0
6849,335600,self-employed,186.0
6850,335701,self-employed,129.0
6851,335702,self-employed,189.0
6852,335800,self-employed,123.0
6853,335901,self-employed,183.0
6854,336001,self-employed,123.0
6855,336002,self-employed,78.0
6856,336101,self-employed,189.0
6857,336102,self-employed,126.0
6858,336200,self-employed,96.0
6859,336301,self-employed,114.0
6860,336400,self-employed,69.0
6861,336500,self-employed,
6862,336600,self-employed,15.0
6863,336701,self-employed,144.0
6864,336800,self-employed,201.0
6865,336901,self-employed,141.0
6866,337000,self-employed,66.0
6867,337100,self-employed,231.0
6868,337200,self-employed,129.0
6869,337301,self-employed,120.0
6870,337400,self-employed,102.0
6871,337500,self-employed,78.0
6872,337600,self-employed,78.0
6873,337700,self-employed,81.0
6874,337800,self-employed,78.0
6875,337900,self-employed,69.0
6876,338000,self-employed,9.0
6877,338100,self-employed,21.0
6878,338200,self-employed,84.0
6879,338300,self-employed,45.0
6880,338401,self-employed,63.0
6881,338501,self-employed,75.0
6882,338600,self-employed,15.0
6883,338700,self-employed,159.0
6884,338800,self-employed,114.0
6885,338901,self-employed,138.0
6886,339002,self-employed,117.0
6887,339100,self-employed,117.0
6888,339200,self-employed,72.0
6889,339300,self-employed,60.0
6890,339400,self-employed,111.0
6891,339500,self-employed,69.0
6892,339600,self-employed,54.0
6893,339700,self-employed,60.0
6894,339800,self-employed,36.0
6895,339900,self-employed,102.0
6896,340000,self-employed,81.0
6897,340100,self-employed,51.0
6898,340200,self-employed,39.0
6899,340300,self-employed,33.0
6900,340400,self-employed,93.0
6901,340500,self-employed,36.0
6902,340601,self-employed,72.0
6903,340700,self-employed,96.0
6904,340801,self-employed,78.0
6905,340900,self-employed,
6906,341000,self-employed,75.0
6907,341101,self-employed,18.0
6908,341201,self-employed,15.0
6909,341300,self-employed,84.0
6910,341400,self-employed,21.0
6911,341501,self-employed,90.0
6912,341600,self-employed,
6913,341700,self-employed,
6914,341801,self-employed,135.0
6915,341900,self-employed,201.0
6916,342000,self-employed,60.0
6917,342100,self-employed,96.0
6918,342200,self-employed,75.0
6919,342300,self-employed,51.0
6920,342400,self-employed,102.0
6921,342500,self-employed,30.0
6922,342600,self-employed,54.0
6923,342700,self-employed,39.0
6924,342800,self-employed,54.0
6925,342900,self-employed,
6926,343000,self-employed,90.0
6927,343100,self-employed,81.0
6928,343200,self-employed,
6929,343300,self-employed,72.0
6930,343400,self-employed,156.0
6931,343501,self-employed,117.0
6932,343600,self-employed,147.0
6933,343700,self-employed,183.0
6934,343801,self-employed,57.0
6935,343900,self-employed,63.0
6936,344000,self-employed,81.0
6937,344100,self-employed,36.0
6938,344200,self-employed,57.0
6939,344300,self-employed,60.0
6940,344400,self-employed,9.0
6941,344500,self-employed,126.0
6942,344600,self-employed,
6943,344700,self-employed,48.0
6944,344800,self-employed,381.0
6945,344900,self-employed,207.0
6946,345000,self-employed,228.0
6947,345100,self-employed,168.0
6948,345200,self-employed,93.0
6949,345300,self-employed,201.0
6950,345400,self-employed,90.0
6951,345500,self-employed,132.0
6952,345600,self-employed,120.0
6953,345700,self-employed,150.0
6954,345800,self-employed,168.0
6955,345900,self-employed,57.0
6956,346000,self-employed,69.0
6957,346100,self-employed,
6958,346201,self-employed,87.0
6959,346300,self-employed,
6960,346400,self-employed,114.0
6961,346500,self-employed,
6962,346600,self-employed,240.0
6963,346701,self-employed,357.0
6964,346702,self-employed,105.0
6965,346800,self-employed,207.0
6966,346901,self-employed,276.0
6967,347000,self-employed,144.0
6968,347101,self-employed,228.0
6969,347201,self-employed,204.0
6970,347300,self-employed,54.0
6971,347401,self-employed,165.0
6972,347501,self-employed,201.0
6973,347600,self-employed,
6974,347700,self-employed,51.0
6975,347801,self-employed,252.0
6976,347901,self-employed,303.0
6977,348000,self-employed,63.0
6978,348100,self-employed,33.0
6979,348200,self-employed,87.0
6980,348300,self-employed,144.0
6981,348400,self-employed,228.0
6982,348500,self-employed,51.0
6983,348600,self-employed,144.0
6984,348700,self-employed,294.0
6985,348801,self-employed,228.0
6986,348901,self-employed,363.0
6987,349000,self-employed,90.0
6988,349100,self-employed,138.0
6989,349200,self-employed,57.0
6990,349300,self-employed,195.0
6991,349401,self-employed,153.0
6992,349500,self-employed,
6993,349601,self-employed,204.0
6994,349700,self-employed,66.0
6995,349801,self-employed,138.0
6996,349900,self-employed,81.0
6997,350000,self-employed,78.0
6998,350100,self-employed,72.0
6999,350201,self-employed,84.0
7000,350300,self-employed,114.0
7001,350401,self-employed,57.0
7002,350500,self-employed,57.0
7003,350600,self-employed,66.0
7004,350700,self-employed,102.0
7005,350801,self-employed,
7006,350900,self-employed,72.0
7007,351000,self-employed,150.0
7008,351100,self-employed,114.0
7009,351200,self-employed,84.0
7010,351300,self-employed,84.0
7011,351400,self-employed,45.0
7012,351500,self-employed,165.0
7013,351600,self-employed,174.0
7014,351700,self-employed,84.0
7015,351801,self-employed,87.0
7016,351901,self-employed,72.0
7017,352000,self-employed,48.0
7018,352100,self-employed,114.0
7019,352200,self-employed,30.0
7020,352300,self-employed,81.0
7021,352400,self-employed,21.0
7022,352500,self-employed,93.0
7023,352600,self-employed,105.0
7024,352701,self-employed,105.0
7025,352800,self-employed,42.0
7026,352900,self-employed,54.0
7027,353000,self-employed,93.0
7028,353100,self-employed,12.0
7029,353200,self-employed,15.0
7030,353300,self-employed,120.0
7031,353400,self-employed,75.0
7032,353500,self-employed,105.0
7033,353600,self-employed,120.0
7034,353701,self-employed,3.0
7035,353800,self-employed,81.0
7036,353900,self-employed,75.0
7037,354000,self-employed,51.0
7038,354100,self-employed,51.0
7039,354200,self-employed,72.0
7040,354300,self-employed,3.0
7041,354400,self-employed,93.0
7042,354500,self-employed,48.0
7043,354600,self-employed,36.0
7044,354701,self-employed,48.0
7045,354800,self-employed,141.0
7046,354901,self-employed,159.0
7047,355000,self-employed,117.0
7048,355100,self-employed,108.0
7049,355200,self-employed,102.0
7050,355300,self-employed,51.0
7051,355400,self-employed,87.0
7052,355500,self-employed,78.0
7053,355600,self-employed,84.0
7054,355700,self-employed,93.0
7055,355800,self-employed,207.0
7056,355900,self-employed,171.0
7057,356000,self-employed,99.0
7058,356100,self-employed,162.0
7059,356200,self-employed,210.0
7060,356300,self-employed,168.0
7061,356400,self-employed,60.0
7062,356500,self-employed,93.0
7063,356600,self-employed,42.0
7064,356700,self-employed,15.0
7065,356800,self-employed,45.0
7066,356900,self-employed,
7067,357000,self-employed,6.0
7068,357100,self-employed,
7069,357200,self-employed,
7070,357300,self-employed,105.0
7071,357400,self-employed,
7072,357501,self-employed,168.0
7073,357601,self-employed,72.0
7074,357700,self-employed,117.0
7075,357800,self-employed,
7076,357900,self-employed,189.0
7077,358000,self-employed,93.0
7078,358100,self-employed,96.0
7079,358200,self-employed,108.0
7080,358300,self-employed,219.0
7081,358400,self-employed,201.0
7082,358500,self-employed,120.0
7083,358600,self-employed,99.0
7084,358700,self-employed,69.0
7085,358801,self-employed,105.0
7086,358900,self-employed,69.0
7087,359000,self-employed,105.0
7088,359100,self-employed,156.0
7089,359201,self-employed,
7090,359300,self-employed,66.0
7091,359400,self-employed,81.0
7092,359500,self-employed,243.0
7093,359600,self-employed,186.0
7094,359700,self-employed,138.0
7095,359800,self-employed,72.0
7096,359900,self-employed,87.0
7097,360000,self-employed,54.0
7098,360100,self-employed,3.0
7099,360200,self-employed,30.0
7100,360300,self-employed,27.0
7101,360400,self-employed,39.0
7102,360500,self-employed,114.0
7103,360601,self-employed,69.0
7104,360701,self-employed,99.0
7105,360801,self-employed,57.0
7106,360900,self-employed,171.0
7107,361000,self-employed,36.0
7108,361100,self-employed,117.0
7109,361201,self-employed,78.0
7110,361300,self-employed,45.0
7111,361501,self-employed,111.0
7112,361502,self-employed,69.0
7113,361601,self-employed,84.0
7114,361701,self-employed,75.0
7115,361800,self-employed,
7116,361900,self-employed,54.0
7117,362001,self-employed,30.0
7118,362100,self-employed,60.0
7119,362201,self-employed,48.0
7120,362301,self-employed,72.0
7121,362401,self-employed,51.0
7122,362402,self-employed,27.0
7123,362501,self-employed,87.0
7124,362601,self-employed,48.0
7125,362901,self-employed,48.0
7126,363001,self-employed,45.0
7127,363100,self-employed,24.0
7128,363201,self-employed,
7129,363301,self-employed,54.0
7130,363400,self-employed,
7131,363500,self-employed,
7132,363600,self-employed,
7133,363700,self-employed,
7134,363800,self-employed,
7135,363900,self-employed,
7136,364000,self-employed,
7137,100100,unpaid family worker,51.0
7138,100200,unpaid family worker,36.0
7139,100301,unpaid family worker,0.0
7140,100400,unpaid family worker,18.0
7141,100500,unpaid family worker,15.0
7142,100600,unpaid family worker,15.0
7143,100700,unpaid family worker,9.0
7144,100800,unpaid family worker,15.0
7145,100900,unpaid family worker,18.0
7146,101000,unpaid family worker,36.0
7147,101101,unpaid family worker,33.0
7148,101200,unpaid family worker,57.0
7149,101300,unpaid family worker,30.0
7150,101400,unpaid family worker,27.0
7151,101500,unpaid family worker,18.0
7152,101600,unpaid family worker,27.0
7153,101700,unpaid family worker,27.0
7154,101801,unpaid family worker,21.0
7155,101900,unpaid family worker,24.0
7156,102000,unpaid family worker,24.0
7157,102100,unpaid family worker,33.0
7158,102201,unpaid family worker,51.0
7159,102300,unpaid family worker,30.0
7160,102401,unpaid family worker,30.0
7161,102501,unpaid family worker,12.0
7162,102600,unpaid family worker,51.0
7163,102700,unpaid family worker,21.0
7164,102801,unpaid family worker,24.0
7165,102900,unpaid family worker,42.0
7166,103000,unpaid family worker,9.0
7167,103101,unpaid family worker,21.0
7168,103200,unpaid family worker,21.0
7169,103301,unpaid family worker,30.0
7170,103401,unpaid family worker,42.0
7171,103501,unpaid family worker,30.0
7172,103600,unpaid family worker,27.0
7173,103700,unpaid family worker,6.0
7174,103800,unpaid family worker,9.0
7175,103900,unpaid family worker,21.0
7176,104000,unpaid family worker,15.0
7177,104101,unpaid family worker,24.0
7178,104200,unpaid family worker,15.0
7179,104301,unpaid family worker,15.0
7180,104400,unpaid family worker,18.0
7181,104501,unpaid family worker,6.0
7182,104600,unpaid family worker,0.0
7183,104700,unpaid family worker,18.0
7184,104800,unpaid family worker,63.0
7185,104900,unpaid family worker,105.0
7186,105001,unpaid family worker,
7187,105101,unpaid family worker,39.0
7188,105200,unpaid family worker,9.0
7189,105300,unpaid family worker,27.0
7190,105400,unpaid family worker,114.0
7191,105500,unpaid family worker,3.0
7192,105601,unpaid family worker,27.0
7193,105700,unpaid family worker,18.0
7194,105800,unpaid family worker,9.0
7195,105901,unpaid family worker,15.0
7196,106000,unpaid family worker,9.0
7197,106100,unpaid family worker,12.0
7198,106201,unpaid family worker,9.0
7199,106301,unpaid family worker,18.0
7200,106401,unpaid family worker,3.0
7201,106501,unpaid family worker,6.0
7202,106600,unpaid family worker,12.0
7203,106700,unpaid family worker,24.0
7204,106800,unpaid family worker,12.0
7205,106901,unpaid family worker,12.0
7206,106902,unpaid family worker,3.0
7207,107000,unpaid family worker,9.0
7208,107100,unpaid family worker,3.0
7209,107200,unpaid family worker,9.0
7210,107300,unpaid family worker,6.0
7211,107401,unpaid family worker,3.0
7212,107501,unpaid family worker,6.0
7213,107600,unpaid family worker,6.0
7214,107700,unpaid family worker,18.0
7215,107800,unpaid family worker,39.0
7216,107901,unpaid family worker,0.0
7217,108000,unpaid family worker,30.0
7218,108100,unpaid family worker,3.0
7219,108200,unpaid family worker,3.0
7220,108300,unpaid family worker,12.0
7221,108400,unpaid family worker,
7222,108500,unpaid family worker,36.0
7223,108601,unpaid family worker,51.0
7224,108701,unpaid family worker,12.0
7225,108800,unpaid family worker,27.0
7226,108900,unpaid family worker,15.0
7227,109003,unpaid family worker,15.0
7228,109004,unpaid family worker,39.0
7229,109101,unpaid family worker,123.0
7230,109200,unpaid family worker,75.0
7231,109301,unpaid family worker,30.0
7232,109400,unpaid family worker,72.0
7233,109500,unpaid family worker,45.0
7234,109600,unpaid family worker,18.0
7235,109700,unpaid family worker,66.0
7236,109800,unpaid family worker,27.0
7237,109900,unpaid family worker,15.0
7238,110000,unpaid family worker,
7239,110100,unpaid family worker,9.0
7240,110201,unpaid family worker,60.0
7241,110300,unpaid family worker,
7242,110400,unpaid family worker,123.0
7243,110501,unpaid family worker,6.0
7244,110600,unpaid family worker,
7245,110700,unpaid family worker,66.0
7246,110800,unpaid family worker,60.0
7247,110900,unpaid family worker,30.0
7248,111000,unpaid family worker,
7249,111100,unpaid family worker,12.0
7250,111200,unpaid family worker,96.0
7251,111300,unpaid family worker,24.0
7252,111400,unpaid family worker,15.0
7253,111500,unpaid family worker,30.0
7254,111601,unpaid family worker,9.0
7255,111602,unpaid family worker,30.0
7256,111700,unpaid family worker,24.0
7257,111801,unpaid family worker,36.0
7258,111901,unpaid family worker,21.0
7259,112001,unpaid family worker,
7260,112101,unpaid family worker,18.0
7261,112102,unpaid family worker,0.0
7262,112200,unpaid family worker,6.0
7263,112301,unpaid family worker,18.0
7264,112401,unpaid family worker,18.0
7265,112500,unpaid family worker,45.0
7266,112600,unpaid family worker,27.0
7267,112701,unpaid family worker,12.0
7268,112702,unpaid family worker,3.0
7269,112800,unpaid family worker,9.0
7270,112901,unpaid family worker,6.0
7271,112902,unpaid family worker,3.0
7272,113000,unpaid family worker,12.0
7273,113101,unpaid family worker,6.0
7274,113201,unpaid family worker,18.0
7275,113300,unpaid family worker,21.0
7276,113401,unpaid family worker,9.0
7277,113402,unpaid family worker,45.0
7278,113500,unpaid family worker,24.0
7279,113600,unpaid family worker,6.0
7280,113700,unpaid family worker,
7281,113800,unpaid family worker,3.0
7282,113900,unpaid family worker,6.0
7283,114000,unpaid family worker,21.0
7284,114101,unpaid family worker,18.0
7285,114102,unpaid family worker,3.0
7286,114201,unpaid family worker,0.0
7287,114300,unpaid family worker,3.0
7288,114400,unpaid family worker,9.0
7289,114500,unpaid family worker,9.0
7290,114600,unpaid family worker,0.0
7291,114701,unpaid family worker,24.0
7292,114801,unpaid family worker,9.0
7293,114901,unpaid family worker,9.0
7294,114902,unpaid family worker,6.0
7295,115001,unpaid family worker,9.0
7296,115002,unpaid family worker,6.0
7297,115100,unpaid family worker,9.0
7298,115200,unpaid family worker,9.0
7299,115300,unpaid family worker,15.0
7300,115400,unpaid family worker,12.0
7301,115501,unpaid family worker,24.0
7302,115601,unpaid family worker,21.0
7303,115700,unpaid family worker,12.0
7304,115800,unpaid family worker,12.0
7305,115901,unpaid family worker,18.0
7306,116000,unpaid family worker,15.0
7307,116101,unpaid family worker,33.0
7308,116200,unpaid family worker,12.0
7309,116300,unpaid family worker,21.0
7310,116401,unpaid family worker,33.0
7311,116500,unpaid family worker,9.0
7312,116601,unpaid family worker,21.0
7313,116701,unpaid family worker,12.0
7314,116801,unpaid family worker,12.0
7315,116900,unpaid family worker,18.0
7316,117001,unpaid family worker,33.0
7317,117002,unpaid family worker,6.0
7318,117003,unpaid family worker,0.0
7319,117100,unpaid family worker,15.0
7320,117201,unpaid family worker,6.0
7321,117202,unpaid family worker,6.0
7322,117300,unpaid family worker,3.0
7323,117400,unpaid family worker,12.0
7324,117500,unpaid family worker,3.0
7325,117600,unpaid family worker,6.0
7326,117700,unpaid family worker,6.0
7327,117800,unpaid family worker,12.0
7328,117900,unpaid family worker,15.0
7329,118001,unpaid family worker,21.0
7330,118100,unpaid family worker,12.0
7331,118200,unpaid family worker,18.0
7332,118300,unpaid family worker,12.0
7333,118400,unpaid family worker,36.0
7334,118501,unpaid family worker,12.0
7335,118502,unpaid family worker,9.0
7336,118600,unpaid family worker,3.0
7337,118700,unpaid family worker,12.0
7338,118800,unpaid family worker,
7339,118900,unpaid family worker,15.0
7340,119000,unpaid family worker,6.0
7341,119100,unpaid family worker,12.0
7342,119201,unpaid family worker,6.0
7343,119301,unpaid family worker,
7344,119400,unpaid family worker,18.0
7345,119500,unpaid family worker,12.0
7346,119600,unpaid family worker,9.0
7347,119700,unpaid family worker,6.0
7348,119800,unpaid family worker,21.0
7349,119901,unpaid family worker,12.0
7350,120000,unpaid family worker,15.0
7351,120101,unpaid family worker,3.0
7352,120201,unpaid family worker,9.0
7353,120202,unpaid family worker,18.0
7354,120203,unpaid family worker,15.0
7355,120301,unpaid family worker,21.0
7356,120400,unpaid family worker,6.0
7357,120500,unpaid family worker,9.0
7358,120600,unpaid family worker,3.0
7359,120701,unpaid family worker,21.0
7360,120800,unpaid family worker,15.0
7361,120900,unpaid family worker,6.0
7362,121001,unpaid family worker,15.0
7363,121100,unpaid family worker,27.0
7364,121200,unpaid family worker,3.0
7365,121300,unpaid family worker,6.0
7366,121401,unpaid family worker,9.0
7367,121500,unpaid family worker,9.0
7368,121600,unpaid family worker,6.0
7369,121701,unpaid family worker,6.0
7370,121800,unpaid family worker,6.0
7371,121901,unpaid family worker,6.0
7372,122001,unpaid family worker,3.0
7373,122101,unpaid family worker,9.0
7374,122200,unpaid family worker,21.0
7375,122300,unpaid family worker,6.0
7376,122400,unpaid family worker,3.0
7377,122501,unpaid family worker,6.0
7378,122600,unpaid family worker,6.0
7379,122700,unpaid family worker,6.0
7380,122801,unpaid family worker,9.0
7381,122802,unpaid family worker,6.0
7382,122901,unpaid family worker,3.0
7383,123000,unpaid family worker,21.0
7384,123100,unpaid family worker,6.0
7385,123200,unpaid family worker,6.0
7386,123300,unpaid family worker,9.0
7387,123400,unpaid family worker,15.0
7388,123500,unpaid family worker,0.0
7389,123600,unpaid family worker,9.0
7390,123701,unpaid family worker,9.0
7391,123702,unpaid family worker,9.0
7392,123800,unpaid family worker,9.0
7393,123900,unpaid family worker,6.0
7394,124000,unpaid family worker,6.0
7395,124100,unpaid family worker,6.0
7396,124200,unpaid family worker,6.0
7397,124301,unpaid family worker,9.0
7398,124401,unpaid family worker,9.0
7399,124500,unpaid family worker,9.0
7400,124600,unpaid family worker,6.0
7401,124700,unpaid family worker,9.0
7402,124800,unpaid family worker,6.0
7403,124900,unpaid family worker,6.0
7404,125000,unpaid family worker,15.0
7405,125100,unpaid family worker,3.0
7406,125201,unpaid family worker,6.0
7407,125202,unpaid family worker,0.0
7408,125300,unpaid family worker,27.0
7409,125400,unpaid family worker,15.0
7410,125500,unpaid family worker,9.0
7411,125600,unpaid family worker,15.0
7412,125701,unpaid family worker,6.0
7413,125800,unpaid family worker,3.0
7414,125900,unpaid family worker,15.0
7415,126000,unpaid family worker,18.0
7416,126100,unpaid family worker,6.0
7417,126200,unpaid family worker,12.0
7418,126300,unpaid family worker,15.0
7419,126401,unpaid family worker,9.0
7420,126500,unpaid family worker,9.0
7421,126601,unpaid family worker,18.0
7422,126701,unpaid family worker,9.0
7423,126702,unpaid family worker,3.0
7424,126801,unpaid family worker,15.0
7425,126901,unpaid family worker,15.0
7426,127001,unpaid family worker,6.0
7427,127002,unpaid family worker,15.0
7428,127100,unpaid family worker,6.0
7429,127200,unpaid family worker,6.0
7430,127300,unpaid family worker,6.0
7431,127400,unpaid family worker,12.0
7432,127500,unpaid family worker,6.0
7433,127601,unpaid family worker,18.0
7434,127701,unpaid family worker,3.0
7435,127801,unpaid family worker,21.0
7436,127900,unpaid family worker,6.0
7437,128000,unpaid family worker,6.0
7438,128101,unpaid family worker,6.0
7439,128200,unpaid family worker,12.0
7440,128301,unpaid family worker,9.0
7441,128401,unpaid family worker,9.0
7442,128501,unpaid family worker,9.0
7443,128601,unpaid family worker,6.0
7444,128700,unpaid family worker,
7445,128800,unpaid family worker,12.0
7446,128901,unpaid family worker,9.0
7447,128902,unpaid family worker,12.0
7448,129000,unpaid family worker,12.0
7449,129101,unpaid family worker,6.0
7450,129201,unpaid family worker,15.0
7451,129300,unpaid family worker,9.0
7452,129400,unpaid family worker,12.0
7453,129501,unpaid family worker,9.0
7454,129600,unpaid family worker,9.0
7455,129700,unpaid family worker,27.0
7456,129800,unpaid family worker,15.0
7457,129901,unpaid family worker,12.0
7458,129902,unpaid family worker,9.0
7459,130000,unpaid family worker,18.0
7460,130100,unpaid family worker,15.0
7461,130200,unpaid family worker,15.0
7462,130300,unpaid family worker,9.0
7463,130400,unpaid family worker,3.0
7464,130500,unpaid family worker,3.0
7465,130601,unpaid family worker,12.0
7466,130700,unpaid family worker,30.0
7467,130801,unpaid family worker,12.0
7468,130901,unpaid family worker,3.0
7469,130902,unpaid family worker,6.0
7470,131000,unpaid family worker,21.0
7471,131100,unpaid family worker,12.0
7472,131200,unpaid family worker,6.0
7473,131300,unpaid family worker,15.0
7474,131400,unpaid family worker,9.0
7475,131500,unpaid family worker,6.0
7476,131600,unpaid family worker,9.0
7477,131700,unpaid family worker,6.0
7478,131801,unpaid family worker,21.0
7479,131802,unpaid family worker,0.0
7480,131900,unpaid family worker,6.0
7481,132001,unpaid family worker,3.0
7482,132002,unpaid family worker,0.0
7483,132100,unpaid family worker,3.0
7484,132200,unpaid family worker,12.0
7485,132300,unpaid family worker,3.0
7486,132400,unpaid family worker,6.0
7487,132501,unpaid family worker,6.0
7488,132600,unpaid family worker,6.0
7489,132700,unpaid family worker,6.0
7490,132800,unpaid family worker,15.0
7491,132900,unpaid family worker,12.0
7492,133000,unpaid family worker,9.0
7493,133100,unpaid family worker,6.0
7494,133200,unpaid family worker,9.0
7495,133301,unpaid family worker,6.0
7496,133400,unpaid family worker,0.0
7497,133500,unpaid family worker,0.0
7498,133600,unpaid family worker,6.0
7499,133700,unpaid family worker,12.0
7500,133800,unpaid family worker,3.0
7501,133900,unpaid family worker,3.0
7502,134000,unpaid family worker,6.0
7503,134100,unpaid family worker,6.0
7504,134200,unpaid family worker,9.0
7505,134301,unpaid family worker,6.0
7506,134302,unpaid family worker,6.0
7507,134400,unpaid family worker,9.0
7508,134500,unpaid family worker,3.0
7509,134600,unpaid family worker,12.0
7510,134700,unpaid family worker,6.0
7511,134800,unpaid family worker,0.0
7512,134900,unpaid family worker,3.0
7513,135000,unpaid family worker,12.0
7514,135100,unpaid family worker,6.0
7515,135200,unpaid family worker,21.0
7516,135300,unpaid family worker,0.0
7517,135401,unpaid family worker,6.0
7518,135500,unpaid family worker,9.0
7519,135600,unpaid family worker,3.0
7520,135700,unpaid family worker,0.0
7521,135800,unpaid family worker,6.0
7522,135900,unpaid family worker,3.0
7523,136001,unpaid family worker,9.0
7524,136002,unpaid family worker,3.0
7525,136100,unpaid family worker,9.0
7526,136200,unpaid family worker,3.0
7527,136300,unpaid family worker,9.0
7528,136400,unpaid family worker,21.0
7529,136501,unpaid family worker,3.0
7530,136502,unpaid family worker,6.0
7531,136601,unpaid family worker,15.0
7532,136700,unpaid family worker,18.0
7533,136801,unpaid family worker,6.0
7534,136900,unpaid family worker,6.0
7535,137000,unpaid family worker,6.0
7536,137100,unpaid family worker,3.0
7537,137201,unpaid family worker,12.0
7538,137202,unpaid family worker,9.0
7539,137300,unpaid family worker,6.0
7540,137400,unpaid family worker,36.0
7541,137500,unpaid family worker,6.0
7542,137600,unpaid family worker,6.0
7543,137701,unpaid family worker,9.0
7544,137800,unpaid family worker,6.0
7545,137901,unpaid family worker,6.0
7546,138000,unpaid family worker,6.0
7547,138100,unpaid family worker,9.0
7548,138200,unpaid family worker,9.0
7549,138301,unpaid family worker,12.0
7550,138302,unpaid family worker,9.0
7551,138400,unpaid family worker,21.0
7552,138501,unpaid family worker,9.0
7553,138502,unpaid family worker,3.0
7554,138600,unpaid family worker,9.0
7555,138700,unpaid family worker,27.0
7556,138800,unpaid family worker,0.0
7557,138901,unpaid family worker,18.0
7558,139000,unpaid family worker,9.0
7559,139100,unpaid family worker,3.0
7560,139201,unpaid family worker,21.0
7561,139300,unpaid family worker,6.0
7562,139400,unpaid family worker,15.0
7563,139501,unpaid family worker,6.0
7564,139601,unpaid family worker,12.0
7565,139700,unpaid family worker,24.0
7566,139801,unpaid family worker,9.0
7567,139802,unpaid family worker,6.0
7568,139900,unpaid family worker,24.0
