,area,employment_status,value
4010,251500,employer,63.0
4011,251601,employer,9.0
4012,251602,employer,39.0
4013,251700,employer,39.0
4014,251800,employer,51.0
4015,251900,employer,60.0
4016,252001,employer,27.0
4017,252002,employer,24.0
4018,252100,employer,48.0
4019,252200,employer,33.0
4020,252300,employer,66.0
4021,252400,employer,24.0
4022,252501,employer,72.0
4023,252502,employer,39.0
4024,252600,employer,72.0
4025,252700,employer,66.0
4026,252800,employer,63.0
4027,252900,employer,21.0
4028,253000,employer,45.0
4029,253101,employer,33.0
4030,253102,employer,57.0
4031,253200,employer,39.0
4032,253300,employer,30.0
4033,253400,employer,30.0
4034,253501,employer,39.0
4035,253600,employer,51.0
4036,253700,employer,30.0
4037,253800,employer,84.0
4038,253900,employer,27.0
4039,254000,employer,99.0
4040,254100,employer,15.0
4041,254200,employer,48.0
4042,254300,employer,72.0
4043,254401,employer,30.0
4044,254500,employer,12.0
4045,254600,employer,66.0
4046,254700,employer,51.0
4047,254800,employer,78.0
4048,254900,employer,66.0
4049,255000,employer,3.0
4050,255100,employer,66.0
4051,255200,employer,108.0
4052,255300,employer,63.0
4053,255401,employer,69.0
4054,255501,employer,63.0
4055,255601,employer,33.0
4056,255700,employer,66.0
4057,255800,employer,48.0
4058,255900,employer,15.0
4059,256000,employer,45.0
4060,256100,employer,45.0
4061,256200,employer,102.0
4062,256301,employer,90.0
4063,256400,employer,27.0
4064,256500,employer,105.0
4065,256600,employer,102.0
4066,256700,employer,12.0
4067,256800,employer,93.0
4068,256900,employer,57.0
4069,257000,employer,60.0
4070,257100,employer,75.0
4071,257200,employer,57.0
4072,257300,employer,66.0
4073,257400,employer,90.0
4074,257500,employer,39.0
4075,257600,employer,
4076,257700,employer,126.0
4077,257801,employer,123.0
4078,257901,employer,90.0
4079,258000,employer,
4080,258100,employer,
4081,258200,employer,
4082,258300,employer,
4083,258400,employer,
4084,258500,employer,
4085,258600,employer,
4086,258700,employer,
4087,258800,employer,
4088,258900,employer,
4089,259000,employer,
4090,259100,employer,
4091,259200,employer,
4092,259300,employer,
4093,259400,employer,
4094,259500,employer,
4095,259600,employer,
4096,259700,employer,
4097,259800,employer,
4098,259900,employer,
4099,300200,employer,
4100,300301,employer,126.0
4101,300401,employer,
4102,300500,employer,42.0
4103,300601,employer,57.0
4104,300700,employer,54.0
4105,300801,employer,72.0
4106,300900,employer,81.0
4107,301000,employer,66.0
4108,301101,employer,72.0
4109,301200,employer,63.0
4110,301301,employer,96.0
4111,301401,employer,
4112,301500,employer,93.0
4113,301601,employer,153.0
4114,301602,employer,66.0
4115,301703,employer,54.0
4116,301704,employer,75.0
4117,301800,employer,90.0
4118,301900,employer,
4119,302000,employer,0.0
4120,302101,employer,60.0
4121,302201,employer,63.0
4122,302300,employer,81.0
4123,302400,employer,57.0
4124,302500,employer,66.0
4125,302600,employer,69.0
4126,302701,employer,51.0
4127,302800,employer,36.0
4128,302900,employer,36.0
4129,303001,employer,45.0
4130,303100,employer,63.0
4131,303200,employer,84.0
4132,303300,employer,57.0
4133,303400,employer,63.0
4134,303500,employer,39.0
4135,303600,employer,93.0
4136,303701,employer,0.0
4137,303800,employer,45.0
4138,303901,employer,3.0
4139,304000,employer,6.0
4140,304100,employer,60.0
4141,304200,employer,75.0
4142,304300,employer,102.0
4143,304400,employer,51.0
4144,304500,employer,60.0
4145,304600,employer,105.0
4146,304700,employer,27.0
4147,304800,employer,72.0
4148,304900,employer,30.0
4149,305000,employer,39.0
4150,305100,employer,84.0
4151,305200,employer,12.0
4152,305300,employer,90.0
4153,305400,employer,42.0
4154,305500,employer,57.0
4155,305600,employer,54.0
4156,305700,employer,6.0
4157,305800,employer,69.0
4158,305900,employer,81.0
4159,306000,employer,84.0
4160,306100,employer,27.0
4161,306200,employer,45.0
4162,306301,employer,72.0
4163,306401,employer,0.0
4164,306501,employer,114.0
4165,306600,employer,132.0
4166,306701,employer,51.0
4167,306801,employer,84.0
4168,306900,employer,66.0
4169,307000,employer,114.0
4170,307100,employer,78.0
4171,307200,employer,96.0
4172,307301,employer,87.0
4173,307400,employer,42.0
4174,307501,employer,123.0
4175,307601,employer,90.0
4176,307700,employer,21.0
4177,307801,employer,66.0
4178,307802,employer,45.0
4179,307900,employer,24.0
4180,308000,employer,39.0
4181,308100,employer,45.0
4182,308200,employer,30.0
4183,308300,employer,84.0
4184,308400,employer,36.0
4185,308500,employer,48.0
4186,308600,employer,75.0
4187,308700,employer,
4188,308800,employer,141.0
4189,308900,employer,105.0
4190,309000,employer,45.0
4191,309101,employer,
4192,309201,employer,36.0
4193,309300,employer,54.0
4194,309400,employer,54.0
4195,309500,employer,18.0
4196,309600,employer,27.0
4197,309700,employer,66.0
4198,309800,employer,27.0
4199,309900,employer,21.0
4200,310000,employer,12.0
4201,310101,employer,15.0
4202,310102,employer,
4203,310200,employer,15.0
4204,310300,employer,27.0
4205,310400,employer,18.0
4206,310500,employer,33.0
4207,310600,employer,36.0
4208,310700,employer,78.0
4209,310801,employer,21.0
4210,310901,employer,21.0
4211,311000,employer,39.0
4212,311101,employer,42.0
4213,311200,employer,21.0
4214,311300,employer,54.0
4215,311401,employer,45.0
4216,311501,employer,75.0
4217,311600,employer,
4218,311701,employer,48.0
4219,311800,employer,21.0
4220,311900,employer,54.0
4221,312001,employer,63.0
4222,312100,employer,24.0
4223,312200,employer,210.0
4224,312300,employer,72.0
4225,312400,employer,75.0
4226,312500,employer,69.0
4227,312600,employer,45.0
4228,312700,employer,81.0
4229,312801,employer,96.0
4230,312901,employer,45.0
4231,313000,employer,30.0
4232,313100,employer,39.0
4233,313200,employer,54.0
4234,313300,employer,156.0
4235,313400,employer,102.0
4236,313500,employer,93.0
4237,313600,employer,105.0
4238,313700,employer,108.0
4239,313801,employer,90.0
4240,313900,employer,60.0
4241,314000,employer,69.0
4242,314100,employer,18.0
4243,314200,employer,18.0
4244,314301,employer,30.0
4245,314400,employer,0.0
4246,314501,employer,45.0
4247,314600,employer,42.0
4248,314701,employer,30.0
4249,314702,employer,12.0
4250,314703,employer,36.0
4251,314801,employer,114.0
4252,314802,employer,129.0
4253,314900,employer,78.0
4254,315001,employer,24.0
4255,315100,employer,72.0
4256,315200,employer,45.0
4257,315301,employer,78.0
4258,315400,employer,96.0
4259,315500,employer,135.0
4260,315601,employer,33.0
4261,315700,employer,27.0
4262,315800,employer,24.0
4263,315901,employer,114.0
4264,316000,employer,15.0
4265,316100,employer,24.0
4266,316200,employer,30.0
4267,316300,employer,3.0
4268,316401,employer,9.0
4269,316500,employer,30.0
4270,316600,employer,90.0
4271,316700,employer,3.0
4272,316800,employer,60.0
4273,316900,employer,42.0
4274,317000,employer,81.0
4275,317100,employer,30.0
4276,317201,employer,60.0
4277,317301,employer,36.0
4278,317400,employer,144.0
4279,317501,employer,33.0
4280,317600,employer,72.0
4281,317701,employer,45.0
4282,317800,employer,69.0
4283,317900,employer,81.0
4284,318000,employer,33.0
4285,318100,employer,30.0
4286,318200,employer,6.0
4287,318300,employer,72.0
4288,318401,employer,51.0
4289,318402,employer,15.0
4290,318501,employer,48.0
4291,318600,employer,81.0
4292,318700,employer,48.0
4293,318800,employer,30.0
4294,318901,employer,63.0
4295,319000,employer,33.0
4296,319101,employer,3.0
4297,319200,employer,69.0
4298,319300,employer,21.0
4299,319400,employer,18.0
4300,319500,employer,48.0
4301,319600,employer,39.0
4302,319700,employer,69.0
4303,319800,employer,30.0
4304,319900,employer,51.0
4305,320000,employer,3.0
4306,320100,employer,66.0
4307,320200,employer,63.0
4308,320300,employer,27.0
4309,320400,employer,0.0
4310,320501,employer,45.0
4311,320600,employer,138.0
4312,320700,employer,51.0
4313,320800,employer,63.0
4314,320900,employer,87.0
4315,321000,employer,66.0
4316,321101,employer,24.0
4317,321102,employer,30.0
4318,321200,employer,15.0
4319,321301,employer,120.0
4320,321302,employer,78.0
4321,321400,employer,165.0
4322,321500,employer,153.0
4323,321600,employer,99.0
4324,321701,employer,66.0
4325,321800,employer,33.0
4326,321901,employer,33.0
4327,322000,employer,15.0
4328,322100,employer,78.0
4329,322200,employer,165.0
4330,322300,employer,6.0
4331,322400,employer,144.0
4332,322500,employer,21.0
4333,322600,employer,210.0
4334,322700,employer,18.0
4335,322800,employer,39.0
4336,322900,employer,48.0
4337,323000,employer,144.0
4338,323100,employer,84.0
4339,323200,employer,45.0
4340,323300,employer,36.0
4341,323400,employer,51.0
4342,323500,employer,3.0
4343,323600,employer,33.0
4344,323700,employer,66.0
4345,323800,employer,63.0
4346,323900,employer,105.0
4347,324001,employer,63.0
4348,324100,employer,24.0
4349,324200,employer,3.0
4350,324300,employer,66.0
4351,324400,employer,39.0
4352,324501,employer,84.0
4353,324502,employer,33.0
4354,324600,employer,60.0
4355,324700,employer,24.0
4356,324800,employer,60.0
4357,324900,employer,0.0
4358,325000,employer,45.0
4359,325100,employer,84.0
4360,325200,employer,24.0
4361,325301,employer,24.0
4362,325302,employer,48.0
4363,325400,employer,147.0
4364,325500,employer,3.0
4365,325601,employer,57.0
4366,325700,employer,45.0
4367,325800,employer,72.0
4368,325900,employer,45.0
4369,326000,employer,69.0
4370,326100,employer,24.0
4371,326200,employer,3.0
4372,326301,employer,51.0
4373,326400,employer,0.0
4374,326500,employer,21.0
4375,326600,employer,6.0
4376,326701,employer,27.0
4377,326800,employer,21.0
4378,326900,employer,30.0
4379,327000,employer,72.0
4380,327100,employer,12.0
4381,327200,employer,60.0
4382,327301,employer,75.0
4383,327400,employer,9.0
4384,327500,employer,33.0
4385,327600,employer,45.0
4386,327700,employer,57.0
4387,327800,employer,15.0
4388,327901,employer,27.0
4389,327902,employer,21.0
4390,328001,employer,57.0
4391,328100,employer,3.0
4392,328200,employer,30.0
4393,328300,employer,42.0
4394,328400,employer,27.0
4395,328500,employer,42.0
4396,328600,employer,30.0
4397,328700,employer,24.0
4398,328800,employer,6.0
4399,328900,employer,27.0
4400,329001,employer,69.0
4401,329002,employer,66.0
4402,329100,employer,90.0
4403,329200,employer,48.0
4404,329300,employer,18.0
4405,329400,employer,21.0
4406,329500,employer,51.0
4407,329600,employer,18.0
4408,329700,employer,33.0
4409,329800,employer,21.0
4410,329900,employer,27.0
4411,330000,employer,129.0
4412,330100,employer,27.0
4413,330200,employer,69.0
4414,330300,employer,162.0
4415,330400,employer,33.0
4416,330500,employer,27.0
4417,330600,employer,57.0
4418,330700,employer,6.0
4419,330800,employer,63.0
4420,330900,employer,36.0
4421,331000,employer,18.0
4422,331100,employer,39.0
4423,331200,employer,120.0
4424,331300,employer,135.0
4425,331400,employer,78.0
4426,331500,employer,9.0
4427,331600,employer,3.0
4428,331700,employer,81.0
4429,331801,employer,24.0
4430,331900,employer,87.0
4431,332000,employer,216.0
4432,332100,employer,102.0
4433,332200,employer,33.0
4434,332301,employer,
4435,332400,employer,108.0
4436,332501,employer,114.0
4437,332601,employer,
4438,332700,employer,201.0
4439,332801,employer,12.0
4440,332901,employer,60.0
4441,333000,employer,
4442,333100,employer,51.0
4443,333201,employer,18.0
4444,333300,employer,60.0
4445,333400,employer,
4446,333500,employer,39.0
4447,333600,employer,12.0
4448,333700,employer,60.0
4449,333800,employer,81.0
4450,333901,employer,51.0
4451,334001,employer,99.0
4452,334100,employer,63.0
4453,334200,employer,123.0
4454,334300,employer,69.0
4455,334400,employer,96.0
4456,334501,employer,210.0
4457,334601,employer,108.0
4458,334700,employer,6.0
4459,334801,employer,3.0
4460,334901,employer,66.0
4461,335001,employer,84.0
4462,335101,employer,57.0
4463,335201,employer,45.0
4464,335202,employer,48.0
4465,335301,employer,42.0
4466,335302,employer,84.0
4467,335400,employer,120.0
4468,335501,employer,54.0
4469,335502,employer,120.0
4470,335600,employer,159.0
4471,335701,employer,117.0
4472,335702,employer,111.0
4473,335800,employer,66.0
4474,335901,employer,147.0
4475,336001,employer,54.0
4476,336002,employer,48.0
4477,336101,employer,111.0
4478,336102,employer,54.0
4479,336200,employer,45.0
4480,336301,employer,90.0
4481,336400,employer,36.0
4482,336500,employer,
4483,336600,employer,12.0
4484,336701,employer,165.0
4485,336800,employer,219.0
4486,336901,employer,84.0
4487,337000,employer,126.0
4488,337100,employer,207.0
4489,337200,employer,147.0
4490,337301,employer,117.0
4491,337400,employer,87.0
4492,337500,employer,33.0
4493,337600,employer,42.0
4494,337700,employer,84.0
4495,337800,employer,51.0
4496,337900,employer,51.0
4497,338000,employer,3.0
4498,338100,employer,15.0
4499,338200,employer,36.0
4500,338300,employer,24.0
4501,338401,employer,54.0
4502,338501,employer,33.0
4503,338600,employer,6.0
4504,338700,employer,99.0
4505,338800,employer,48.0
4506,338901,employer,66.0
4507,339002,employer,99.0
4508,339100,employer,105.0
4509,339200,employer,48.0
4510,339300,employer,42.0
4511,339400,employer,111.0
4512,339500,employer,75.0
4513,339600,employer,36.0
4514,339700,employer,90.0
4515,339800,employer,39.0
4516,339900,employer,63.0
4517,340000,employer,90.0
4518,340100,employer,27.0
4519,340200,employer,6.0
4520,340300,employer,27.0
4521,340400,employer,81.0
4522,340500,employer,33.0
4523,340601,employer,72.0
4524,340700,employer,51.0
4525,340801,employer,42.0
4526,340900,employer,
4527,341000,employer,30.0
4528,341101,employer,9.0
4529,341201,employer,9.0
4530,341300,employer,36.0
4531,341400,employer,24.0
4532,341501,employer,66.0
4533,341600,employer,
4534,341700,employer,
4535,341801,employer,72.0
4536,341900,employer,123.0
4537,342000,employer,36.0
4538,342100,employer,75.0
4539,342200,employer,57.0
4540,342300,employer,24.0
4541,342400,employer,84.0
4542,342500,employer,21.0
4543,342600,employer,123.0
4544,342700,employer,15.0
4545,342800,employer,27.0
4546,342900,employer,
4547,343000,employer,39.0
4548,343100,employer,72.0
4549,343200,employer,
4550,343300,employer,90.0
4551,343400,employer,138.0
4552,343501,employer,117.0
4553,343600,employer,57.0
4554,343700,employer,108.0
4555,343801,employer,36.0
4556,343900,employer,42.0
4557,344000,employer,45.0
4558,344100,employer,27.0
4559,344200,employer,27.0
4560,344300,employer,48.0
4561,344400,employer,6.0
4562,344500,employer,54.0
4563,344600,employer,
4564,344700,employer,24.0
4565,344800,employer,177.0
4566,344900,employer,144.0
4567,345000,employer,114.0
4568,345100,employer,102.0
4569,345200,employer,69.0
4570,345300,employer,93.0
4571,345400,employer,42.0
4572,345500,employer,102.0
4573,345600,employer,69.0
4574,345700,employer,108.0
4575,345800,employer,102.0
4576,345900,employer,39.0
4577,346000,employer,21.0
4578,346100,employer,
4579,346201,employer,39.0
4580,346300,employer,
4581,346400,employer,60.0
4582,346500,employer,
4583,346600,employer,120.0
4584,346701,employer,195.0
4585,346702,employer,51.0
4586,346800,employer,123.0
4587,346901,employer,156.0
4588,347000,employer,87.0
4589,347101,employer,120.0
4590,347201,employer,78.0
4591,347300,employer,18.0
4592,347401,employer,81.0
4593,347501,employer,138.0
4594,347600,employer,
4595,347700,employer,18.0
4596,347801,employer,102.0
4597,347901,employer,174.0
4598,348000,employer,48.0
4599,348100,employer,12.0
4600,348200,employer,39.0
4601,348300,employer,48.0
4602,348400,employer,105.0
4603,348500,employer,42.0
4604,348600,employer,81.0
4605,348700,employer,156.0
4606,348801,employer,120.0
4607,348901,employer,192.0
4608,349000,employer,33.0
4609,349100,employer,60.0
4610,349200,employer,24.0
4611,349300,employer,132.0
4612,349401,employer,114.0
4613,349500,employer,
4614,349601,employer,69.0
4615,349700,employer,39.0
4616,349801,employer,84.0
4617,349900,employer,60.0
4618,350000,employer,39.0
4619,350100,employer,48.0
4620,350201,employer,87.0
4621,350300,employer,114.0
4622,350401,employer,27.0
4623,350500,employer,42.0
4624,350600,employer,27.0
4625,350700,employer,66.0
4626,350801,employer,
4627,350900,employer,21.0
4628,351000,employer,75.0
4629,351100,employer,93.0
4630,351200,employer,48.0
4631,351300,employer,30.0
4632,351400,employer,18.0
4633,351500,employer,90.0
4634,351600,employer,93.0
4635,351700,employer,18.0
4636,351801,employer,42.0
4637,351901,employer,18.0
4638,352000,employer,9.0
4639,352100,employer,69.0
4640,352200,employer,24.0
4641,352300,employer,48.0
4642,352400,employer,24.0
4643,352500,employer,60.0
4644,352600,employer,33.0
4645,352701,employer,18.0
4646,352800,employer,12.0
4647,352900,employer,27.0
4648,353000,employer,24.0
4649,353100,employer,3.0
4650,353200,employer,9.0
4651,353300,employer,45.0
4652,353400,employer,27.0
4653,353500,employer,45.0
4654,353600,employer,42.0
4655,353701,employer,3.0
4656,353800,employer,27.0
4657,353900,employer,24.0
4658,354000,employer,9.0
4659,354100,employer,24.0
4660,354200,employer,27.0
4661,354300,employer,0.0
4662,354400,employer,33.0
4663,354500,employer,15.0
4664,354600,employer,21.0
4665,354701,employer,24.0
4666,354800,employer,114.0
4667,354901,employer,129.0
4668,355000,employer,42.0
4669,355100,employer,30.0
4670,355200,employer,48.0
4671,355300,employer,39.0
4672,355400,employer,66.0
4673,355500,employer,27.0
4674,355600,employer,48.0
4675,355700,employer,36.0
4676,355800,employer,162.0
4677,355900,employer,54.0
4678,356000,employer,105.0
4679,356100,employer,114.0
4680,356200,employer,108.0
4681,356300,employer,66.0
4682,356400,employer,33.0
4683,356500,employer,66.0
4684,356600,employer,45.0
4685,356700,employer,30.0
4686,356800,employer,57.0
4687,356900,employer,
4688,357000,employer,3.0
4689,357100,employer,
4690,357200,employer,
4691,357300,employer,42.0
4692,357400,employer,
4693,357501,employer,144.0
4694,357601,employer,48.0
4695,357700,employer,87.0
4696,357800,employer,
4697,357900,employer,162.0
4698,358000,employer,114.0
4699,358100,employer,111.0
4700,358200,employer,99.0
4701,358300,employer,177.0
4702,358400,employer,213.0
4703,358500,employer,96.0
4704,358600,employer,57.0
4705,358700,employer,90.0
4706,358801,employer,60.0
4707,358900,employer,42.0
4708,359000,employer,81.0
4709,359100,employer,162.0
4710,359201,employer,
4711,359300,employer,27.0
4712,359400,employer,69.0
4713,359500,employer,141.0
4714,359600,employer,126.0
4715,359700,employer,123.0
4716,359800,employer,69.0
4717,359900,employer,102.0
4718,360000,employer,27.0
4719,360100,employer,6.0
4720,360200,employer,36.0
4721,360300,employer,21.0
4722,360400,employer,24.0
4723,360500,employer,78.0
4724,360601,employer,54.0
4725,360701,employer,135.0
4726,360801,employer,90.0
4727,360900,employer,207.0
4728,361000,employer,18.0
4729,361100,employer,99.0
4730,361201,employer,81.0
4731,361300,employer,30.0
4732,361501,employer,81.0
4733,361502,employer,39.0
4734,361601,employer,51.0
4735,361701,employer,39.0
4736,361800,employer,
4737,361900,employer,45.0
4738,362001,employer,15.0
4739,362100,employer,15.0
4740,362201,employer,9.0
4741,362301,employer,54.0
4742,362401,employer,24.0
4743,362402,employer,33.0
4744,362501,employer,33.0
4745,362601,employer,18.0
4746,362901,employer,24.0
4747,363001,employer,12.0
4748,363100,employer,21.0
4749,363201,employer,
4750,363301,employer,42.0
4751,363400,employer,
4752,363500,employer,
4753,363600,employer,
4754,363700,employer,
4755,363800,employer,
4756,363900,employer,
4757,364000,employer,
4758,100100,self-employed,117.0
4759,100200,self-employed,177.0
4760,100301,self-employed,0.0
4761,100400,self-employed,123.0
4762,100500,self-employed,78.0
4763,100600,self-employed,84.0
4764,100700,self-employed,63.0
4765,100800,self-employed,108.0
4766,100900,self-employed,84.0
4767,101000,self-employed,105.0
4768,101101,self-employed,222.0
4769,101200,self-employed,90.0
4770,101300,self-employed,111.0
4771,101400,self-employed,111.0
4772,101500,self-employed,75.0
4773,101600,self-employed,33.0
4774,101700,self-employed,66.0
4775,101801,self-employed,96.0
4776,101900,self-employed,102.0
4777,102000,self-employed,81.0
4778,102100,self-employed,93.0
4779,102201,self-employed,231.0
4780,102300,self-employed,141.0
4781,102401,self-employed,162.0
4782,102501,self-employed,96.0
4783,102600,self-employed,222.0
4784,102700,self-employed,54.0
4785,102801,self-employed,234.0
4786,102900,self-employed,99.0
4787,103000,self-employed,138.0
4788,103101,self-employed,261.0
4789,103200,self-employed,138.0
4790,103301,self-employed,180.0
4791,103401,self-employed,66.0
4792,103501,self-employed,78.0
4793,103600,self-employed,90.0
4794,103700,self-employed,87.0
4795,103800,self-employed,129.0
4796,103900,self-employed,126.0
4797,104000,self-employed,27.0
4798,104101,self-employed,90.0
4799,104200,self-employed,111.0
4800,104301,self-employed,132.0
4801,104400,self-employed,36.0
4802,104501,self-employed,33.0
4803,104600,self-employed,63.0
4804,104700,self-employed,81.0
4805,104800,self-employed,156.0
4806,104900,self-employed,279.0
4807,105001,self-employed,
4808,105101,self-employed,234.0
4809,105200,self-employed,66.0
4810,105300,self-employed,165.0
4811,105400,self-employed,375.0
4812,105500,self-employed,117.0
4813,105601,self-employed,249.0
4814,105700,self-employed,96.0
4815,105800,self-employed,111.0
4816,105901,self-employed,159.0
4817,106000,self-employed,69.0
4818,106100,self-employed,156.0
4819,106201,self-employed,114.0
4820,106301,self-employed,117.0
4821,106401,self-employed,27.0
4822,106501,self-employed,126.0
4823,106600,self-employed,159.0
4824,106700,self-employed,117.0
4825,106800,self-employed,93.0
4826,106901,self-employed,141.0
4827,106902,self-employed,48.0
4828,107000,self-employed,99.0
4829,107100,self-employed,51.0
4830,107200,self-employed,144.0
4831,107300,self-employed,63.0
4832,107401,self-employed,27.0
4833,107501,self-employed,114.0
4834,107600,self-employed,111.0
4835,107700,self-employed,99.0
4836,107800,self-employed,234.0
4837,107901,self-employed,6.0
4838,108000,self-employed,210.0
4839,108100,self-employed,69.0
4840,108200,self-employed,111.0
4841,108300,self-employed,123.0
4842,108400,self-employed,
4843,108500,self-employed,234.0
4844,108601,self-employed,234.0
4845,108701,self-employed,201.0
4846,108800,self-employed,150.0
4847,108900,self-employed,144.0
4848,109003,self-employed,126.0
4849,109004,self-employed,267.0
4850,109101,self-employed,339.0
4851,109200,self-employed,219.0
4852,109301,self-employed,147.0
4853,109400,self-employed,294.0
4854,109500,self-employed,219.0
4855,109600,self-employed,75.0
4856,109700,self-employed,288.0
4857,109800,self-employed,447.0
4858,109900,self-employed,312.0
4859,110000,self-employed,
4860,110100,self-employed,156.0
4861,110201,self-employed,168.0
4862,110300,self-employed,
4863,110400,self-employed,552.0
4864,110501,self-employed,117.0
4865,110600,self-employed,
4866,110700,self-employed,321.0
4867,110800,self-employed,255.0
4868,110900,self-employed,225.0
4869,111000,self-employed,
4870,111100,self-employed,186.0
4871,111200,self-employed,450.0
4872,111300,self-employed,300.0
4873,111400,self-employed,138.0
4874,111500,self-employed,342.0
4875,111601,self-employed,99.0
4876,111602,self-employed,180.0
4877,111700,self-employed,339.0
4878,111801,self-employed,183.0
4879,111901,self-employed,144.0
4880,112001,self-employed,
4881,112101,self-employed,165.0
4882,112102,self-employed,9.0
4883,112200,self-employed,54.0
4884,112301,self-employed,180.0
4885,112401,self-employed,195.0
4886,112500,self-employed,159.0
4887,112600,self-employed,228.0
4888,112701,self-employed,348.0
4889,112702,self-employed,51.0
4890,112800,self-employed,132.0
4891,112901,self-employed,156.0
4892,112902,self-employed,78.0
4893,113000,self-employed,213.0
4894,113101,self-employed,258.0
4895,113201,self-employed,192.0
4896,113300,self-employed,267.0
4897,113401,self-employed,147.0
4898,113402,self-employed,171.0
4899,113500,self-employed,141.0
4900,113600,self-employed,180.0
4901,113700,self-employed,
4902,113800,self-employed,51.0
4903,113900,self-employed,195.0
4904,114000,self-employed,321.0
4905,114101,self-employed,126.0
4906,114102,self-employed,78.0
4907,114201,self-employed,117.0
4908,114300,self-employed,21.0
4909,114400,self-employed,195.0
4910,114500,self-employed,183.0
4911,114600,self-employed,210.0
4912,114701,self-employed,150.0
4913,114801,self-employed,144.0
4914,114901,self-employed,198.0
4915,114902,self-employed,183.0
4916,115001,self-employed,282.0
4917,115002,self-employed,138.0
4918,115100,self-employed,195.0
4919,115200,self-employed,225.0
4920,115300,self-employed,174.0
4921,115400,self-employed,234.0
4922,115501,self-employed,267.0
4923,115601,self-employed,150.0
4924,115700,self-employed,210.0
4925,115800,self-employed,273.0
4926,115901,self-employed,288.0
4927,116000,self-employed,126.0
4928,116101,self-employed,222.0
4929,116200,self-employed,231.0
4930,116300,self-employed,99.0
4931,116401,self-employed,210.0
4932,116500,self-employed,234.0
4933,116601,self-employed,228.0
4934,116701,self-employed,294.0
4935,116801,self-employed,276.0
4936,116900,self-employed,219.0
4937,117001,self-employed,342.0
4938,117002,self-employed,60.0
4939,117003,self-employed,15.0
4940,117100,self-employed,171.0
4941,117201,self-employed,177.0
4942,117202,self-employed,186.0
4943,117300,self-employed,78.0
4944,117400,self-employed,168.0
4945,117500,self-employed,210.0
4946,117600,self-employed,150.0
4947,117700,self-employed,195.0
4948,117800,self-employed,132.0
4949,117900,self-employed,303.0
4950,118001,self-employed,192.0
4951,118100,self-employed,204.0
4952,118200,self-employed,291.0
4953,118300,self-employed,189.0
4954,118400,self-employed,276.0
4955,118501,self-employed,159.0
4956,118502,self-employed,150.0
4957,118600,self-employed,78.0
4958,118700,self-employed,192.0
4959,118800,self-employed,
4960,118900,self-employed,351.0
4961,119000,self-employed,258.0
4962,119100,self-employed,213.0
4963,119201,self-employed,102.0
4964,119301,self-employed,
4965,119400,self-employed,180.0
4966,119500,self-employed,186.0
4967,119600,self-employed,147.0
4968,119700,self-employed,84.0
4969,119800,self-employed,207.0
4970,119901,self-employed,165.0
4971,120000,self-employed,210.0
4972,120101,self-employed,69.0
4973,120201,self-employed,219.0
4974,120202,self-employed,270.0
4975,120203,self-employed,180.0
4976,120301,self-employed,246.0
4977,120400,self-employed,225.0
4978,120500,self-employed,231.0
4979,120600,self-employed,129.0
4980,120701,self-employed,246.0
4981,120800,self-employed,201.0
4982,120900,self-employed,144.0
4983,121001,self-employed,198.0
4984,121100,self-employed,213.0
4985,121200,self-employed,156.0
4986,121300,self-employed,174.0
4987,121401,self-employed,114.0
4988,121500,self-employed,138.0
4989,121600,self-employed,219.0
4990,121701,self-employed,105.0
4991,121800,self-employed,213.0
4992,121901,self-employed,174.0
4993,122001,self-employed,183.0
4994,122101,self-employed,183.0
4995,122200,self-employed,273.0
4996,122300,self-employed,180.0
4997,122400,self-employed,183.0
4998,122501,self-employed,138.0
4999,122600,self-employed,165.0
5000,122700,self-employed,180.0
5001,122801,self-employed,132.0
5002,122802,self-employed,171.0
5003,122901,self-employed,150.0
5004,123000,self-employed,111.0
5005,123100,self-employed,144.0
5006,123200,self-employed,198.0
5007,123300,self-employed,240.0
5008,123400,self-employed,258.0
5009,123500,self-employed,6.0
5010,123600,self-employed,255.0
5011,123701,self-employed,198.0
5012,123702,self-employed,162.0
5013,123800,self-employed,138.0
5014,123900,self-employed,291.0
5015,124000,self-employed,228.0
5016,124100,self-employed,201.0
5017,124200,self-employed,156.0
5018,124301,self-employed,108.0
5019,124401,self-employed,219.0
5020,124500,self-employed,216.0
5021,124600,self-employed,96.0
5022,124700,self-employed,135.0
5023,124800,self-employed,234.0
5024,124900,self-employed,132.0
5025,125000,self-employed,120.0
5026,125100,self-employed,6.0
5027,125201,self-employed,201.0
5028,125202,self-employed,96.0
5029,125300,self-employed,216.0
5030,125400,self-employed,198.0
5031,125500,self-employed,186.0
5032,125600,self-employed,225.0
5033,125701,self-employed,132.0
5034,125800,self-employed,219.0
5035,125900,self-employed,168.0
5036,126000,self-employed,174.0
5037,126100,self-employed,123.0
5038,126200,self-employed,249.0
5039,126300,self-employed,228.0
5040,126401,self-employed,162.0
5041,126500,self-employed,198.0
5042,126601,self-employed,198.0
5043,126701,self-employed,69.0
5044,126702,self-employed,108.0
5045,126801,self-employed,300.0
5046,126901,self-employed,189.0
5047,127001,self-employed,201.0
5048,127002,self-employed,168.0
5049,127100,self-employed,102.0
5050,127200,self-employed,27.0
5051,127300,self-employed,177.0
5052,127400,self-employed,291.0
5053,127500,self-employed,54.0
5054,127601,self-employed,231.0
5055,127701,self-employed,93.0
