sa2,ethnicity,age,fully_imms,partial_imms
188500,Maori,5-12,0.875,0.1
188500,Others,5-12,0.864,0.04
188500,Pacific,5-12,0.5,0.5
188600,Asian,1-4,0.5714285714285714,0.0
188600,Maori,1-4,1.0,0.0
188600,Others,1-4,0.5,0.0
188600,Asian,13-17,0.6666666666666666,0.0
188600,Maori,13-17,1.0,0.0
188600,Others,13-17,0.6666666666666666,0.0
188600,Pacific,13-17,1.0,0.0
188600,Asian,5-12,0.6363636363636364,0.0
188600,Maori,5-12,0.8125,0.125
188600,Others,5-12,0.4,0.2
188600,Pacific,5-12,0.5,0.0
188700,Asian,1-4,1.0,0.0
188700,Maori,1-4,0.6727272727272727,0.16363636363636364
188700,Others,1-4,0.8913043478260869,0.043478260869565216
188700,Pacific,1-4,1.0,0.0
188700,Asian,13-17,0.5,0.0
188700,Maori,13-17,0.8309859154929577,0.1267605633802817
188700,Others,13-17,0.864406779661017,0.03389830508474576
188700,Pacific,13-17,1.0,0.0
188700,Asian,5-12,0.47619047619047616,0.047619047619047616
188700,Maori,5-12,0.8195488721804511,0.06015037593984962
188700,Others,5-12,0.9042553191489362,0.0425531914893617
188700,Pacific,5-12,0.8888888888888888,0.0
188800,Asian,1-4,0.85,0.05
188800,Maori,1-4,0.7183098591549296,0.028169014084507043
188800,Others,1-4,0.7708333333333334,0.08333333333333333
188800,Pacific,1-4,1.0,0.0
188800,Asian,13-17,0.6,0.0
188800,Maori,13-17,0.8314606741573034,0.12359550561797752
188800,Others,13-17,0.7678571428571429,0.07142857142857142
188800,Pacific,13-17,0.9,0.0
188800,Asian,5-12,0.6428571428571429,0.10714285714285714
188800,Maori,5-12,0.8345864661654135,0.06766917293233082
188800,Others,5-12,0.9240506329113924,0.012658227848101266
188800,Pacific,5-12,0.7857142857142857,0.0
188900,Asian,1-4,0.782608695652174,0.043478260869565216
188900,Maori,1-4,0.7528089887640449,0.07865168539325842
188900,Others,1-4,0.7671232876712328,0.0547945205479452
188900,Pacific,1-4,0.875,0.0
188900,Asian,13-17,0.625,0.0625
188900,Maori,13-17,0.9081632653061225,0.05102040816326531
188900,Others,13-17,0.7948717948717948,0.1282051282051282
188900,Pacific,13-17,0.4,0.4
188900,Asian,5-12,0.7407407407407407,0.037037037037037035
188900,Maori,5-12,0.8451612903225807,0.05806451612903226
188900,Others,5-12,0.8263888888888888,0.05555555555555555
188900,Pacific,5-12,0.8235294117647058,0.0
189000,Asian,1-4,0.9230769230769231,0.0
189000,Maori,1-4,0.84,0.08
189000,Others,1-4,0.8541666666666666,0.0
189000,Pacific,1-4,1.0,0.0
189000,Unknown,1-4,0.0,0.0
189000,Asian,13-17,0.5,0.0
189000,Maori,13-17,0.8409090909090909,0.06818181818181818
189000,Others,13-17,0.7580645161290323,0.06451612903225806
189000,Pacific,13-17,1.0,0.0
189000,Asian,5-12,0.8,0.05
189000,Maori,5-12,0.8571428571428571,0.02040816326530612
189000,Others,5-12,0.8689655172413793,0.020689655172413793
189000,Pacific,5-12,0.3333333333333333,0.0
189100,Asian,1-4,0.7777777777777778,0.1111111111111111
189100,Maori,1-4,0.5737704918032787,0.09836065573770492
189100,Others,1-4,0.8666666666666667,0.0
189100,Pacific,1-4,1.0,0.0
189100,Asian,13-17,0.5,0.25
189100,Maori,13-17,0.8372093023255814,0.046511627906976744
189100,Others,13-17,0.8273381294964028,0.08633093525179857
189100,Pacific,13-17,0.8,0.1
189100,Unknown,13-17,0.5,0.0
189100,Asian,5-12,0.9444444444444444,0.0
189100,Maori,5-12,0.8468468468468469,0.06306306306306306
189100,Others,5-12,0.8918918918918919,0.033783783783783786
189100,Pacific,5-12,1.0,0.0
189200,Asian,1-4,0.8181818181818182,0.0
189200,Maori,1-4,0.7916666666666666,0.08333333333333333
189200,Others,1-4,0.9387755102040817,0.0
189200,Pacific,1-4,0.75,0.0
189200,Asian,13-17,0.7,0.0
189200,Maori,13-17,0.8888888888888888,0.05555555555555555
189200,Others,13-17,0.87,0.03
189200,Pacific,13-17,0.6666666666666666,0.3333333333333333
189200,Asian,5-12,0.9090909090909091,0.045454545454545456
189200,Maori,5-12,0.9666666666666667,0.0
189200,Others,5-12,0.8360655737704918,0.060109289617486336
189200,Pacific,5-12,1.0,0.0
189200,Unknown,5-12,0.0,0.0
189300,Asian,1-4,0.8888888888888888,0.0
189300,Maori,1-4,0.7547169811320755,0.11320754716981132
189300,Others,1-4,0.8873239436619719,0.056338028169014086
189300,Pacific,1-4,0.3333333333333333,0.0
189300,Asian,13-17,0.4444444444444444,0.0
189300,Maori,13-17,0.9213483146067416,0.02247191011235955
189300,Others,13-17,0.8490566037735849,0.05660377358490566
189300,Pacific,13-17,0.6,0.0
189300,Asian,5-12,0.75,0.08333333333333333
189300,Maori,5-12,0.9183673469387755,0.02040816326530612
189300,Others,5-12,0.8993288590604027,0.03355704697986577
189300,Pacific,5-12,0.9166666666666666,0.08333333333333333
189400,Asian,1-4,0.7272727272727273,0.09090909090909091
189400,Maori,1-4,0.8,0.0
189400,Others,1-4,0.7608695652173914,0.043478260869565216
189400,Pacific,1-4,1.0,0.0
189400,Asian,13-17,1.0,0.0
189400,Maori,13-17,1.0,0.0
189400,Others,13-17,0.8947368421052632,0.03508771929824561
189400,Pacific,13-17,1.0,0.0
189400,Asian,5-12,0.9230769230769231,0.0
189400,Maori,5-12,0.8666666666666667,0.03333333333333333
189400,Others,5-12,0.9099099099099099,0.018018018018018018
189400,Pacific,5-12,0.6666666666666666,0.0
189600,Asian,1-4,1.0,0.0
189600,Maori,1-4,0.68,0.08
189600,Others,1-4,0.9285714285714286,0.0
189600,Maori,13-17,0.8571428571428571,0.03571428571428571
189600,Others,13-17,0.8636363636363636,0.045454545454545456
189600,Asian,5-12,1.0,0.0
189600,Maori,5-12,0.8378378378378378,0.06756756756756757
189600,Others,5-12,0.9428571428571428,0.02857142857142857
189700,Asian,1-4,1.0,0.0
189700,Maori,1-4,0.5375722543352601,0.06936416184971098
189700,Others,1-4,0.7878787878787878,0.0
189700,Pacific,1-4,0.6,0.0
189700,Asian,13-17,0.25,0.0
189700,Maori,13-17,0.8,0.09803921568627451
189700,Others,13-17,0.9230769230769231,0.02564102564102564
189700,Pacific,13-17,0.8333333333333334,0.16666666666666666
189700,Unknown,13-17,0.0,0.0
189700,Asian,5-12,0.7777777777777778,0.0
189700,Maori,5-12,0.7048780487804878,0.12682926829268293
189700,Others,5-12,0.7678571428571429,0.05357142857142857
189700,Pacific,5-12,0.8571428571428571,0.0
189800,Maori,1-4,0.3333333333333333,0.6666666666666666
189800,Others,1-4,1.0,0.0
189800,Pacific,1-4,0.0,1.0
189800,Others,13-17,1.0,0.0
189800,Maori,5-12,0.8333333333333334,0.0
189800,Others,5-12,1.0,0.0
189900,Asian,1-4,1.0,0.0
189900,Maori,1-4,0.0,0.0
189900,Others,1-4,0.6666666666666666,0.0
189900,Others,13-17,1.0,0.0
189900,Asian,5-12,1.0,0.0
189900,Maori,5-12,0.75,0.25
190100,Asian,1-4,0.0,0.0
190100,Maori,1-4,0.5,0.5
190100,Others,1-4,0.75,0.125
190100,Pacific,1-4,1.0,0.0
190100,Maori,13-17,0.7222222222222222,0.0
190100,Others,13-17,0.6666666666666666,0.13333333333333333
190100,Asian,5-12,0.0,0.0
190100,Maori,5-12,0.5294117647058824,0.11764705882352941
190100,Others,5-12,0.75,0.0
190200,Asian,1-4,0.5,0.0
190200,Maori,1-4,0.5333333333333333,0.06666666666666667
190200,Others,1-4,0.5862068965517241,0.13793103448275862
190200,Pacific,1-4,0.0,0.0
190200,Asian,13-17,0.5,0.5
190200,Maori,13-17,0.7777777777777778,0.18518518518518517
190200,Others,13-17,0.7093023255813954,0.16279069767441862
190200,Pacific,13-17,1.0,0.0
190200,Asian,5-12,0.6666666666666666,0.3333333333333333
190200,Maori,5-12,0.7291666666666666,0.16666666666666666
190200,Others,5-12,0.8333333333333334,0.03968253968253968
190200,Pacific,5-12,0.25,0.0
190300,Asian,1-4,0.5,0.0
190300,Maori,1-4,0.8571428571428571,0.0
190300,Others,1-4,0.5609756097560976,0.024390243902439025
190300,Pacific,1-4,1.0,0.0
190300,Asian,13-17,1.0,0.0
190300,Maori,13-17,0.95,0.05
190300,Others,13-17,0.796875,0.078125
190300,Pacific,13-17,1.0,0.0
190300,Asian,5-12,0.5555555555555556,0.0
190300,Maori,5-12,0.7916666666666666,0.08333333333333333
190300,Others,5-12,0.8970588235294118,0.029411764705882353
190300,Pacific,5-12,0.0,0.0
190400,Asian,1-4,0.5,0.0
190400,Maori,1-4,1.0,0.0
190400,Others,1-4,0.78125,0.0625
190400,Asian,13-17,0.0,0.0
190400,Maori,13-17,0.7647058823529411,0.0
190400,Others,13-17,0.7586206896551724,0.034482758620689655
190400,Asian,5-12,1.0,0.0
190400,Maori,5-12,0.75,0.0625
190400,Others,5-12,0.7254901960784313,0.058823529411764705
190500,Asian,1-4,0.7857142857142857,0.0
190500,Maori,1-4,0.5882352941176471,0.08823529411764706
190500,Others,1-4,0.5909090909090909,0.10227272727272728
190500,Pacific,1-4,0.8571428571428571,0.14285714285714285
190500,Asian,13-17,0.9047619047619048,0.047619047619047616
190500,Maori,13-17,0.8333333333333334,0.020833333333333332
190500,Others,13-17,0.7714285714285715,0.03571428571428571
190500,Pacific,13-17,1.0,0.0
190500,Unknown,13-17,0.0,0.0
190500,Asian,5-12,0.8125,0.0
190500,Maori,5-12,0.8225806451612904,0.03225806451612903
190500,Others,5-12,0.8021390374331551,0.0427807486631016
190500,Pacific,5-12,1.0,0.0
190600,Asian,1-4,0.782608695652174,0.043478260869565216
190600,Maori,1-4,0.640625,0.0625
190600,Others,1-4,0.7647058823529411,0.058823529411764705
190600,Pacific,1-4,0.9523809523809523,0.0
190600,Asian,13-17,0.7647058823529411,0.0392156862745098
190600,Maori,13-17,0.9180327868852459,0.04918032786885246
190600,Others,13-17,0.9153439153439153,0.026455026455026454
190600,Pacific,13-17,0.782608695652174,0.17391304347826086
190600,Asian,5-12,0.7738095238095238,0.03571428571428571
190600,Maori,5-12,0.9044585987261147,0.03184713375796178
190600,Others,5-12,0.8457943925233645,0.03271028037383177
190600,Pacific,5-12,0.9722222222222222,0.0
190800,Maori,1-4,0.45454545454545453,0.18181818181818182
190800,Maori,13-17,0.8181818181818182,0.045454545454545456
190800,Maori,5-12,0.75,0.0625
190900,Asian,1-4,1.0,0.0
190900,Maori,1-4,0.7,0.05
190900,Others,1-4,0.7009345794392523,0.056074766355140186
190900,Pacific,1-4,0.6666666666666666,0.0
190900,Maori,13-17,0.8378378378378378,0.05405405405405406
190900,Others,13-17,0.8223350253807107,0.07106598984771574
190900,Pacific,13-17,0.75,0.25
190900,Asian,5-12,0.9230769230769231,0.07692307692307693
190900,Maori,5-12,0.8301886792452831,0.018867924528301886
190900,Others,5-12,0.8385964912280702,0.031578947368421054
190900,Pacific,5-12,1.0,0.0
191000,Asian,1-4,0.875,0.0625
191000,Maori,1-4,0.7073170731707317,0.0975609756097561
191000,Others,1-4,0.7281553398058253,0.06796116504854369
191000,Pacific,1-4,1.0,0.0
191000,Unknown,1-4,0.0,0.0
191000,Asian,13-17,0.5384615384615384,0.0
191000,Maori,13-17,0.725,0.1
191000,Others,13-17,0.883495145631068,0.038834951456310676
191000,Pacific,13-17,0.8,0.0
191000,Asian,5-12,0.9259259259259259,0.07407407407407407
191000,Maori,5-12,0.8620689655172413,0.0
191000,Others,5-12,0.8729096989966555,0.03678929765886288
191000,Pacific,5-12,0.7368421052631579,0.10526315789473684
191100,Asian,1-4,0.9333333333333333,0.0
191100,Maori,1-4,0.6666666666666666,0.0
191100,Others,1-4,0.7216494845360825,0.05154639175257732
191100,Pacific,1-4,0.0,0.0
191100,Asian,13-17,0.8,0.2
191100,Maori,13-17,0.95,0.0
191100,Others,13-17,0.8767123287671232,0.0273972602739726
191100,Pacific,13-17,1.0,0.0
191100,Asian,5-12,0.9285714285714286,0.07142857142857142
191100,Maori,5-12,0.7307692307692307,0.038461538461538464
191100,Others,5-12,0.9115646258503401,0.04081632653061224
191100,Pacific,5-12,0.8888888888888888,0.1111111111111111
191200,Asian,1-4,1.0,0.0
191200,Maori,1-4,0.7777777777777778,0.05555555555555555
191200,Others,1-4,0.7954545454545454,0.022727272727272728
191200,Asian,13-17,1.0,0.0
191200,Maori,13-17,0.7415730337078652,0.0898876404494382
191200,Others,13-17,0.8602150537634409,0.043010752688172046
191200,Pacific,13-17,1.0,0.0
191200,Maori,5-12,0.8387096774193549,0.043010752688172046
191200,Others,5-12,0.896,0.016
191200,Pacific,5-12,1.0,0.0
191300,Maori,1-4,0.5333333333333333,0.2
191300,Others,1-4,0.7236842105263158,0.06578947368421052
191300,Pacific,1-4,1.0,0.0
191300,Asian,13-17,0.5,0.0
191300,Maori,13-17,0.9230769230769231,0.038461538461538464
191300,Others,13-17,0.8421052631578947,0.05263157894736842
191300,Pacific,13-17,0.75,0.25
191300,Asian,5-12,1.0,0.0
191300,Maori,5-12,0.9318181818181818,0.0
191300,Others,5-12,0.8854625550660793,0.02643171806167401
191300,Pacific,5-12,0.75,0.25
191400,Asian,1-4,1.0,0.0
191400,Maori,1-4,0.7222222222222222,0.05555555555555555
191400,Others,1-4,0.6142857142857143,0.12857142857142856
191400,Pacific,1-4,1.0,0.0
191400,Asian,13-17,1.0,0.0
191400,Maori,13-17,0.8125,0.09375
191400,Others,13-17,0.8467153284671532,0.0364963503649635
191400,Pacific,13-17,1.0,0.0
191400,Asian,5-12,1.0,0.0
191400,Maori,5-12,0.8,0.09090909090909091
191400,Others,5-12,0.8709677419354839,0.012903225806451613
191400,Pacific,5-12,0.9,0.0
191500,Maori,1-4,0.7142857142857143,0.0
191500,Others,1-4,0.6,0.02857142857142857
191500,Pacific,1-4,1.0,0.0
191500,Asian,13-17,0.0,0.0
191500,Maori,13-17,0.7,0.0
191500,Others,13-17,0.72,0.10666666666666667
191500,Pacific,13-17,0.0,1.0
191500,Asian,5-12,1.0,0.0
191500,Maori,5-12,0.8095238095238095,0.0
191500,Others,5-12,0.8275862068965517,0.06896551724137931
191500,Pacific,5-12,1.0,0.0
191600,Asian,1-4,1.0,0.0
191600,Maori,1-4,0.4642857142857143,0.17857142857142858
191600,Others,1-4,0.7254901960784313,0.058823529411764705
191600,Pacific,1-4,0.75,0.0
191600,Asian,13-17,1.0,0.0
191600,Maori,13-17,0.7631578947368421,0.05263157894736842
191600,Others,13-17,0.8715596330275229,0.01834862385321101
191600,Asian,5-12,1.0,0.0
191600,Maori,5-12,0.6923076923076923,0.057692307692307696
191600,Others,5-12,0.8582677165354331,0.007874015748031496
191700,Asian,1-4,0.75,0.0
191700,Maori,1-4,0.75,0.05
191700,Others,1-4,0.7474747474747475,0.030303030303030304
191700,Pacific,1-4,1.0,0.0
191700,Asian,13-17,0.6,0.1
191700,Maori,13-17,0.8095238095238095,0.07142857142857142
191700,Others,13-17,0.8658536585365854,0.054878048780487805
191700,Pacific,13-17,0.6,0.2
191700,Asian,5-12,0.631578947368421,0.10526315789473684
191700,Maori,5-12,0.7741935483870968,0.14516129032258066
191700,Others,5-12,0.8691588785046729,0.018691588785046728
191700,Pacific,5-12,0.875,0.125
191800,Asian,1-4,0.7142857142857143,0.0
191800,Maori,1-4,0.47619047619047616,0.09523809523809523
191800,Others,1-4,0.746031746031746,0.031746031746031744
191800,Asian,13-17,0.8333333333333334,0.0
191800,Maori,13-17,0.76,0.04
191800,Others,13-17,0.8018018018018018,0.036036036036036036
191800,Pacific,13-17,0.6666666666666666,0.3333333333333333
191800,Asian,5-12,0.9166666666666666,0.0
191800,Maori,5-12,0.7735849056603774,0.05660377358490566
191800,Others,5-12,0.8,0.025806451612903226
191800,Pacific,5-12,0.8,0.2
191900,Asian,1-4,0.8571428571428571,0.03571428571428571
191900,Maori,1-4,0.6146788990825688,0.10091743119266056
191900,Others,1-4,0.796875,0.03125
191900,Pacific,1-4,0.4,0.6
191900,Asian,13-17,0.7916666666666666,0.020833333333333332
191900,Maori,13-17,0.9285714285714286,0.032467532467532464
191900,Others,13-17,0.8608695652173913,0.06956521739130435
191900,Pacific,13-17,0.8888888888888888,0.1111111111111111
191900,Asian,5-12,0.89,0.03
191900,Maori,5-12,0.8451327433628318,0.035398230088495575
191900,Others,5-12,0.8543046357615894,0.006622516556291391
191900,Pacific,5-12,0.9090909090909091,0.0
191900,Unknown,5-12,0.0,0.0
192000,Asian,1-4,0.8888888888888888,0.0
192000,Maori,1-4,0.5737704918032787,0.08196721311475409
192000,Others,1-4,0.7121212121212122,0.030303030303030304
192000,Pacific,1-4,0.0,0.0
192000,Asian,13-17,0.9166666666666666,0.0
192000,Maori,13-17,0.8547008547008547,0.07692307692307693
192000,Others,13-17,0.9156626506024096,0.012048192771084338
192000,Pacific,13-17,1.0,0.0
192000,Asian,5-12,0.8125,0.0625
192000,Maori,5-12,0.8141025641025641,0.02564102564102564
192000,Others,5-12,0.832,0.016
192000,Pacific,5-12,0.75,0.0
192100,Asian,1-4,0.8210526315789474,0.06315789473684211
192100,Maori,1-4,0.6836734693877551,0.10204081632653061
192100,Others,1-4,0.8148148148148148,0.06172839506172839
192100,Pacific,1-4,0.75,0.08333333333333333
192100,Asian,13-17,0.7037037037037037,0.05555555555555555
192100,Maori,13-17,0.9007633587786259,0.061068702290076333
192100,Others,13-17,0.8115942028985508,0.057971014492753624
192100,Pacific,13-17,0.8181818181818182,0.09090909090909091
192100,Asian,5-12,0.8382352941176471,0.03676470588235294
192100,Maori,5-12,0.8,0.04864864864864865
192100,Others,5-12,0.9014778325123153,0.014778325123152709
192100,Pacific,5-12,0.7272727272727273,0.0
192100,Unknown,5-12,0.0,0.0
192300,Asian,1-4,0.0,1.0
192300,Maori,1-4,0.4909090909090909,0.09090909090909091
192300,Others,1-4,0.8181818181818182,0.0
192300,Pacific,1-4,0.8,0.0
192300,Maori,13-17,0.7794117647058824,0.11764705882352941
192300,Others,13-17,1.0,0.0
192300,Pacific,13-17,1.0,0.0
192300,Asian,5-12,0.5,0.5
192300,Maori,5-12,0.81,0.07
192300,Others,5-12,0.8421052631578947,0.0
192300,Pacific,5-12,0.6,0.0
192400,Asian,1-4,1.0,0.0
192400,Maori,1-4,0.25,0.125
192400,Others,1-4,0.7407407407407407,0.037037037037037035
192400,Pacific,1-4,0.6666666666666666,0.3333333333333333
192400,Asian,13-17,1.0,0.0
192400,Maori,13-17,0.8,0.06666666666666667
192400,Others,13-17,0.9583333333333334,0.0
192400,Pacific,13-17,1.0,0.0
192400,Asian,5-12,1.0,0.0
192400,Maori,5-12,0.9259259259259259,0.0
192400,Others,5-12,0.6862745098039216,0.0784313725490196
192400,Pacific,5-12,1.0,0.0
192500,Asian,1-4,1.0,0.0
192500,Maori,1-4,0.7160493827160493,0.09876543209876543
192500,Others,1-4,0.8017241379310345,0.034482758620689655
192500,Pacific,1-4,0.6666666666666666,0.3333333333333333
192500,Asian,13-17,1.0,0.0
192500,Maori,13-17,0.8611111111111112,0.06944444444444445
192500,Others,13-17,0.803680981595092,0.06748466257668712
192500,Pacific,13-17,0.6,0.0
192500,Asian,5-12,0.875,0.0625
192500,Maori,5-12,0.8321167883211679,0.0364963503649635
192500,Others,5-12,0.8884615384615384,0.011538461538461539
192500,Pacific,5-12,0.8571428571428571,0.0
192600,Asian,1-4,0.7777777777777778,0.2222222222222222
192600,Maori,1-4,0.7777777777777778,0.0
192600,Others,1-4,0.8558558558558559,0.05405405405405406
192600,Pacific,1-4,1.0,0.0
192600,Asian,13-17,0.8571428571428571,0.0
192600,Maori,13-17,0.8666666666666667,0.13333333333333333
192600,Others,13-17,0.8287037037037037,0.07407407407407407
192600,Pacific,13-17,0.5,0.5
192600,Asian,5-12,0.9545454545454546,0.045454545454545456
192600,Maori,5-12,0.967741935483871,0.0
192600,Others,5-12,0.9233226837060703,0.012779552715654952
192600,Pacific,5-12,1.0,0.0
192800,Asian,1-4,1.0,0.0
192800,Maori,1-4,0.6521739130434783,0.0
192800,Others,1-4,0.7083333333333334,0.020833333333333332
192800,Asian,13-17,0.5,0.0
192800,Maori,13-17,0.7307692307692307,0.11538461538461539
192800,Others,13-17,0.7373737373737373,0.1111111111111111
192800,Pacific,13-17,0.8,0.2
192800,Asian,5-12,0.8,0.0
192800,Maori,5-12,0.82,0.06
192800,Others,5-12,0.7830188679245284,0.02830188679245283
192800,Pacific,5-12,0.6,0.2
192900,Asian,1-4,0.75,0.16666666666666666
192900,Maori,1-4,0.8421052631578947,0.05263157894736842
192900,Others,1-4,0.7906976744186046,0.08139534883720931
192900,Pacific,1-4,1.0,0.0
192900,Asian,13-17,0.625,0.125
192900,Maori,13-17,0.7727272727272727,0.22727272727272727
192900,Others,13-17,0.8392857142857143,0.05357142857142857
192900,Pacific,13-17,0.6666666666666666,0.2222222222222222
192900,Asian,5-12,0.8666666666666667,0.0
192900,Maori,5-12,0.9444444444444444,0.037037037037037035
192900,Others,5-12,0.9106145251396648,0.027932960893854747
192900,Pacific,5-12,0.75,0.16666666666666666
193000,Asian,1-4,0.7777777777777778,0.1111111111111111
193000,Maori,1-4,0.6923076923076923,0.07692307692307693
193000,Others,1-4,0.8484848484848485,0.0
193000,Pacific,1-4,1.0,0.0
193000,Asian,13-17,0.625,0.0625
193000,Maori,13-17,0.9365079365079365,0.047619047619047616
193000,Others,13-17,0.85,0.058333333333333334
193000,Pacific,13-17,0.75,0.0
193000,Unknown,13-17,0.0,0.0
193000,Asian,5-12,0.8857142857142857,0.0
193000,Maori,5-12,0.8837209302325582,0.05813953488372093
193000,Others,5-12,0.8692307692307693,0.015384615384615385
193000,Pacific,5-12,0.8888888888888888,0.0
193100,Asian,1-4,0.8148148148148148,0.1111111111111111
193100,Maori,1-4,0.7142857142857143,0.07142857142857142
193100,Others,1-4,0.7956204379562044,0.051094890510948905
193100,Pacific,1-4,0.75,0.0
193100,Asian,13-17,0.39285714285714285,0.10714285714285714
193100,Maori,13-17,0.9146341463414634,0.04878048780487805
193100,Others,13-17,0.8154506437768241,0.07725321888412018
193100,Pacific,13-17,0.8333333333333334,0.08333333333333333
193100,Unknown,13-17,0.3333333333333333,0.0
193100,Asian,5-12,0.8392857142857143,0.03571428571428571
193100,Maori,5-12,0.8828125,0.0078125
193100,Others,5-12,0.8769230769230769,0.026923076923076925
193100,Pacific,5-12,1.0,0.0
193200,Asian,1-4,0.7368421052631579,0.10526315789473684
193200,Maori,1-4,0.6428571428571429,0.03571428571428571
193200,Others,1-4,0.782608695652174,0.043478260869565216
193200,Pacific,1-4,1.0,0.0
193200,Unknown,1-4,1.0,0.0
193200,Asian,13-17,0.6,0.0
193200,Maori,13-17,0.8297872340425532,0.0425531914893617
193200,Others,13-17,0.8846153846153846,0.052884615384615384
193200,Pacific,13-17,1.0,0.0
193200,Asian,5-12,0.6470588235294118,0.029411764705882353
193200,Maori,5-12,0.8714285714285714,0.07142857142857142
193200,Others,5-12,0.887240356083086,0.026706231454005934
193200,Pacific,5-12,1.0,0.0
193200,Unknown,5-12,1.0,0.0
193300,Asian,1-4,0.8,0.0
193300,Maori,1-4,0.625,0.16666666666666666
193300,Others,1-4,0.8173913043478261,0.05217391304347826
193300,Pacific,1-4,1.0,0.0
193300,Asian,13-17,0.5,0.15
193300,Maori,13-17,0.9591836734693877,0.04081632653061224
193300,Others,13-17,0.8600823045267489,0.04526748971193416
193300,Pacific,13-17,0.75,0.0
193300,Unknown,13-17,0.5,0.0
193300,Asian,5-12,0.8444444444444444,0.0
193300,Maori,5-12,0.927536231884058,0.0
193300,Others,5-12,0.9112426035502958,0.011834319526627219
193300,Pacific,5-12,1.0,0.0
193400,Asian,1-4,0.9142857142857143,0.0
193400,Maori,1-4,0.7647058823529411,0.0392156862745098
193400,Others,1-4,0.7878787878787878,0.050505050505050504
193400,Pacific,1-4,0.75,0.125
193400,Asian,13-17,0.56,0.04
193400,Maori,13-17,0.9464285714285714,0.03571428571428571
193400,Others,13-17,0.8187919463087249,0.040268456375838924
193400,Pacific,13-17,0.875,0.125
193400,Asian,5-12,0.8852459016393442,0.0
193400,Maori,5-12,0.896,0.032
193400,Others,5-12,0.8700564971751412,0.02824858757062147
193400,Pacific,5-12,0.7222222222222222,0.05555555555555555
193500,Asian,1-4,0.9285714285714286,0.03571428571428571
193500,Maori,1-4,0.8181818181818182,0.0
193500,Others,1-4,0.8390804597701149,0.04597701149425287
193500,Pacific,1-4,1.0,0.0
193500,Asian,13-17,0.5647058823529412,0.047058823529411764
193500,Maori,13-17,0.8333333333333334,0.0
193500,Others,13-17,0.8390804597701149,0.04597701149425287
193500,Pacific,13-17,0.5,0.0
193500,Asian,5-12,0.8395061728395061,0.037037037037037035
193500,Maori,5-12,0.7333333333333333,0.03333333333333333
193500,Others,5-12,0.8682432432432432,0.030405405405405407
193500,Pacific,5-12,0.625,0.0
193600,Asian,1-4,0.88,0.08
193600,Maori,1-4,0.7058823529411765,0.11764705882352941
193600,Others,1-4,0.7454545454545455,0.1
193600,Pacific,1-4,1.0,0.0
193600,Unknown,1-4,1.0,0.0
193600,Asian,13-17,0.6666666666666666,0.08333333333333333
193600,Maori,13-17,0.8472222222222222,0.05555555555555555
193600,Others,13-17,0.8521739130434782,0.05217391304347826
193600,Pacific,13-17,0.8,0.1
193600,Asian,5-12,0.7272727272727273,0.022727272727272728
193600,Maori,5-12,0.88,0.03
193600,Others,5-12,0.90625,0.010416666666666666
193600,Pacific,5-12,0.9090909090909091,0.0
193700,Asian,1-4,0.25,0.5
193700,Maori,1-4,0.8947368421052632,0.0
193700,Others,1-4,0.7766990291262136,0.08737864077669903
193700,Pacific,1-4,1.0,0.0
193700,Asian,13-17,0.6666666666666666,0.0
193700,Maori,13-17,0.8333333333333334,0.027777777777777776
193700,Others,13-17,0.8733333333333333,0.04
193700,Pacific,13-17,1.0,0.0
193700,Asian,5-12,1.0,0.0
193700,Maori,5-12,0.88,0.06
193700,Others,5-12,0.8601694915254238,0.029661016949152543
193700,Pacific,5-12,1.0,0.0
193800,Asian,1-4,0.7777777777777778,0.18518518518518517
193800,Maori,1-4,0.4074074074074074,0.037037037037037035
193800,Others,1-4,0.6578947368421053,0.07894736842105263
193800,Pacific,1-4,1.0,0.0
193800,Asian,13-17,0.5294117647058824,0.0
193800,Maori,13-17,0.95,0.05
193800,Others,13-17,0.7704918032786885,0.09836065573770492
193800,Pacific,13-17,0.6,0.2
193800,Asian,5-12,0.6097560975609756,0.024390243902439025
193800,Maori,5-12,0.8205128205128205,0.0
193800,Others,5-12,0.8059701492537313,0.029850746268656716
193800,Pacific,5-12,1.0,0.0
193900,Maori,1-4,0.8,0.0
193900,Others,1-4,1.0,0.0
193900,Maori,13-17,0.8,0.0
193900,Others,13-17,0.8333333333333334,0.0
193900,Asian,5-12,1.0,0.0
193900,Maori,5-12,0.8823529411764706,0.058823529411764705
193900,Others,5-12,0.9166666666666666,0.08333333333333333
193900,Pacific,5-12,1.0,0.0
194000,Asian,1-4,0.7857142857142857,0.0
194000,Maori,1-4,0.74,0.04
194000,Others,1-4,0.8,0.1111111111111111
194000,Pacific,1-4,0.8571428571428571,0.14285714285714285
194000,Asian,13-17,0.5238095238095238,0.047619047619047616
194000,Maori,13-17,0.8405797101449275,0.043478260869565216
194000,Others,13-17,0.8214285714285714,0.09821428571428571
194000,Pacific,13-17,1.0,0.0
194000,Asian,5-12,0.7419354838709677,0.0
194000,Maori,5-12,0.8350515463917526,0.020618556701030927
194000,Others,5-12,0.9067796610169492,0.025423728813559324
194000,Pacific,5-12,0.9090909090909091,0.0
194100,Asian,1-4,0.7333333333333333,0.06666666666666667
194100,Maori,1-4,0.6896551724137931,0.10344827586206896
194100,Others,1-4,0.8936170212765957,0.0
194100,Pacific,1-4,1.0,0.0
