sa2,ethnicity,age,fully_imms,partial_imms
140900,Asian,5-12,0.8772455089820359,0.038922155688622756
140900,Maori,5-12,0.782608695652174,0.08695652173913043
140900,Others,5-12,0.8452380952380952,0.05952380952380952
140900,Pacific,5-12,0.8571428571428571,0.05714285714285714
140900,Unknown,5-12,0.0,0.0
141000,Asian,1-4,0.8709677419354839,0.04838709677419355
141000,Maori,1-4,1.0,0.0
141000,Others,1-4,0.8695652173913043,0.043478260869565216
141000,Pacific,1-4,1.0,0.0
141000,Asian,13-17,0.6894736842105263,0.05789473684210526
141000,Maori,13-17,0.75,0.1875
141000,Others,13-17,0.8343949044585988,0.07006369426751592
141000,Pacific,13-17,0.9,0.05
141000,Unknown,13-17,0.4,0.0
141000,Asian,5-12,0.8287937743190662,0.05058365758754864
141000,Maori,5-12,1.0,0.0
141000,Others,5-12,0.8367346938775511,0.05102040816326531
141000,Pacific,5-12,0.75,0.16666666666666666
141100,Asian,1-4,0.8823529411764706,0.029411764705882353
141100,Maori,1-4,0.6666666666666666,0.08333333333333333
141100,Others,1-4,0.8055555555555556,0.08333333333333333
141100,Pacific,1-4,1.0,0.0
141100,Asian,13-17,0.6621621621621622,0.013513513513513514
141100,Maori,13-17,0.8333333333333334,0.0
141100,Others,13-17,0.7901785714285714,0.04017857142857143
141100,Pacific,13-17,0.625,0.0
141100,Unknown,13-17,0.5,0.0
141100,Asian,5-12,0.7959183673469388,0.08163265306122448
141100,Maori,5-12,0.8421052631578947,0.05263157894736842
141100,Others,5-12,0.8221343873517787,0.039525691699604744
141100,Pacific,5-12,1.0,0.0
141100,Unknown,5-12,0.5,0.0
141200,Asian,1-4,0.84,0.08
141200,Maori,1-4,0.6666666666666666,0.0
141200,Others,1-4,0.8947368421052632,0.0
141200,Pacific,1-4,1.0,0.0
141200,Asian,13-17,0.7941176470588235,0.08823529411764706
141200,Maori,13-17,0.75,0.0
141200,Others,13-17,0.9117647058823529,0.029411764705882353
141200,Pacific,13-17,1.0,0.0
141200,Asian,5-12,0.9454545454545454,0.01818181818181818
141200,Maori,5-12,1.0,0.0
141200,Others,5-12,0.8444444444444444,0.06666666666666667
141200,Pacific,5-12,1.0,0.0
141300,Asian,1-4,0.8947368421052632,0.05263157894736842
141300,Maori,1-4,0.6666666666666666,0.16666666666666666
141300,Others,1-4,0.8095238095238095,0.09523809523809523
141300,Pacific,1-4,0.6666666666666666,0.05555555555555555
141300,Asian,13-17,0.8426966292134831,0.0449438202247191
141300,Maori,13-17,0.9,0.0
141300,Others,13-17,0.9117647058823529,0.0
141300,Pacific,13-17,0.8888888888888888,0.037037037037037035
141300,Asian,5-12,0.8765432098765432,0.037037037037037035
141300,Maori,5-12,0.9375,0.0
141300,Others,5-12,0.9148936170212766,0.0425531914893617
141300,Pacific,5-12,0.8928571428571429,0.0
141500,Asian,1-4,0.8085106382978723,0.0851063829787234
141500,Maori,1-4,0.8571428571428571,0.0
141500,Others,1-4,0.8571428571428571,0.0
141500,Pacific,1-4,0.3333333333333333,0.0
141500,Asian,13-17,0.7281553398058253,0.06796116504854369
141500,Maori,13-17,0.8461538461538461,0.07692307692307693
141500,Others,13-17,0.8378378378378378,0.0
141500,Pacific,13-17,1.0,0.0
141500,Unknown,13-17,0.25,0.25
141500,Asian,5-12,0.84375,0.046875
141500,Maori,5-12,1.0,0.0
141500,Others,5-12,0.8813559322033898,0.05084745762711865
141500,Pacific,5-12,1.0,0.0
141500,Unknown,5-12,0.0,0.0
141600,Asian,1-4,0.9310344827586207,0.034482758620689655
141600,Maori,1-4,0.8,0.2
141600,Others,1-4,0.8823529411764706,0.058823529411764705
141600,Pacific,1-4,1.0,0.0
141600,Unknown,1-4,1.0,0.0
141600,Asian,13-17,0.7011494252873564,0.05747126436781609
141600,Maori,13-17,1.0,0.0
141600,Others,13-17,0.9150326797385621,0.032679738562091505
141600,Pacific,13-17,0.75,0.25
141600,Asian,5-12,0.803030303030303,0.06818181818181818
141600,Maori,5-12,1.0,0.0
141600,Others,5-12,0.8899082568807339,0.05504587155963303
141600,Pacific,5-12,1.0,0.0
141700,Asian,1-4,0.918918918918919,0.08108108108108109
141700,Maori,1-4,1.0,0.0
141700,Others,1-4,0.9,0.06666666666666667
141700,Pacific,1-4,1.0,0.0
141700,Asian,13-17,0.6792452830188679,0.05660377358490566
141700,Maori,13-17,0.9285714285714286,0.07142857142857142
141700,Others,13-17,0.8909090909090909,0.01818181818181818
141700,Pacific,13-17,0.75,0.125
141700,Asian,5-12,0.912621359223301,0.009708737864077669
141700,Maori,5-12,0.8888888888888888,0.1111111111111111
141700,Others,5-12,0.9230769230769231,0.02564102564102564
141700,Pacific,5-12,1.0,0.0
141700,Unknown,5-12,0.25,0.0
141800,Asian,1-4,0.8947368421052632,0.02631578947368421
141800,Maori,1-4,1.0,0.0
141800,Others,1-4,0.8650793650793651,0.031746031746031744
141800,Pacific,1-4,0.0,0.0
141800,Asian,13-17,0.6888888888888889,0.08888888888888889
141800,Maori,13-17,0.875,0.0
141800,Others,13-17,0.8333333333333334,0.05925925925925926
141800,Pacific,13-17,1.0,0.0
141800,Unknown,13-17,0.0,0.0
141800,Asian,5-12,0.7763157894736842,0.02631578947368421
141800,Maori,5-12,0.9285714285714286,0.0
141800,Others,5-12,0.852054794520548,0.057534246575342465
141800,Pacific,5-12,1.0,0.0
141800,Unknown,5-12,0.2,0.0
141900,Asian,1-4,0.8205128205128205,0.05128205128205128
141900,Maori,1-4,0.6153846153846154,0.07692307692307693
141900,Others,1-4,0.8292682926829268,0.10975609756097561
141900,Pacific,1-4,1.0,0.0
141900,Asian,13-17,0.84375,0.09375
141900,Maori,13-17,0.95,0.05
141900,Others,13-17,0.895,0.06
141900,Pacific,13-17,0.9,0.0
141900,Unknown,13-17,1.0,0.0
141900,Asian,5-12,0.8372093023255814,0.03488372093023256
141900,Maori,5-12,0.8666666666666667,0.03333333333333333
141900,Others,5-12,0.9518072289156626,0.020080321285140562
141900,Pacific,5-12,0.8666666666666667,0.13333333333333333
141900,Unknown,5-12,0.5,0.0
142000,Asian,1-4,0.8192771084337349,0.07228915662650602
142000,Maori,1-4,1.0,0.0
142000,Others,1-4,0.8974358974358975,0.02564102564102564
142000,Pacific,1-4,0.7916666666666666,0.125
142000,Unknown,1-4,1.0,0.0
142000,Asian,13-17,0.6942148760330579,0.06611570247933884
142000,Maori,13-17,0.8571428571428571,0.14285714285714285
142000,Others,13-17,0.8076923076923077,0.057692307692307696
142000,Pacific,13-17,0.94,0.02
142000,Asian,5-12,0.8287292817679558,0.06629834254143646
142000,Maori,5-12,0.7142857142857143,0.14285714285714285
142000,Others,5-12,0.8552631578947368,0.02631578947368421
142000,Pacific,5-12,0.9130434782608695,0.08695652173913043
142100,Asian,1-4,0.7933884297520661,0.08264462809917356
142100,Maori,1-4,0.75,0.0
142100,Others,1-4,0.7777777777777778,0.14814814814814814
142100,Pacific,1-4,0.7142857142857143,0.07142857142857142
142100,Unknown,1-4,0.5,0.0
142100,Asian,13-17,0.8,0.04666666666666667
142100,Maori,13-17,0.8333333333333334,0.0
142100,Others,13-17,0.8780487804878049,0.024390243902439025
142100,Pacific,13-17,0.7209302325581395,0.20930232558139536
142100,Unknown,13-17,0.0,0.5
142100,Asian,5-12,0.8577777777777778,0.05333333333333334
142100,Maori,5-12,1.0,0.0
142100,Others,5-12,0.9215686274509803,0.058823529411764705
142100,Pacific,5-12,0.8717948717948718,0.10256410256410256
142100,Unknown,5-12,0.0,0.0
142200,Asian,1-4,0.9418604651162791,0.023255813953488372
142200,Maori,1-4,0.5,0.25
142200,Others,1-4,0.8717948717948718,0.0
142200,Pacific,1-4,0.8333333333333334,0.16666666666666666
142200,Asian,13-17,0.7457627118644068,0.07344632768361582
142200,Maori,13-17,0.8181818181818182,0.09090909090909091
142200,Others,13-17,0.8672566371681416,0.061946902654867256
142200,Pacific,13-17,0.8461538461538461,0.07692307692307693
142200,Unknown,13-17,0.0,0.0
142200,Asian,5-12,0.8461538461538461,0.038461538461538464
142200,Maori,5-12,0.625,0.25
142200,Others,5-12,0.8557692307692307,0.04807692307692308
142200,Pacific,5-12,0.7333333333333333,0.06666666666666667
142300,Asian,1-4,0.7411764705882353,0.1411764705882353
142300,Maori,1-4,0.72,0.08
142300,Others,1-4,0.8260869565217391,0.08695652173913043
142300,Pacific,1-4,0.6739130434782609,0.10869565217391304
142300,Unknown,1-4,1.0,0.0
142300,Asian,13-17,0.7864077669902912,0.06796116504854369
142300,Maori,13-17,0.9032258064516129,0.0
142300,Others,13-17,0.8723404255319149,0.0851063829787234
142300,Pacific,13-17,0.905982905982906,0.05982905982905983
142300,Unknown,13-17,0.3333333333333333,0.0
142300,Asian,5-12,0.8034682080924855,0.08092485549132948
142300,Maori,5-12,0.8367346938775511,0.061224489795918366
142300,Others,5-12,0.8245614035087719,0.07017543859649122
142300,Pacific,5-12,0.9147286821705426,0.05426356589147287
142300,Unknown,5-12,0.0,0.0
142400,Asian,1-4,0.9655172413793104,0.0
142400,Maori,1-4,1.0,0.0
142400,Others,1-4,0.8636363636363636,0.06060606060606061
142400,Pacific,1-4,1.0,0.0
142400,Asian,13-17,0.6818181818181818,0.09090909090909091
142400,Maori,13-17,1.0,0.0
142400,Others,13-17,0.8591549295774648,0.028169014084507043
142400,Pacific,13-17,1.0,0.0
142400,Unknown,13-17,0.0,0.5
142400,Asian,5-12,0.92,0.05
142400,Maori,5-12,0.8,0.0
142400,Others,5-12,0.9278846153846154,0.028846153846153848
142400,Pacific,5-12,1.0,0.0
142500,Asian,1-4,0.7692307692307693,0.07692307692307693
142500,Maori,1-4,1.0,0.0
142500,Others,1-4,0.8260869565217391,0.0
142500,Pacific,1-4,0.75,0.08333333333333333
142500,Asian,13-17,0.8125,0.046875
142500,Maori,13-17,1.0,0.0
142500,Others,13-17,0.8275862068965517,0.034482758620689655
142500,Pacific,13-17,0.8181818181818182,0.0
142500,Unknown,13-17,0.0,0.0
142500,Asian,5-12,0.839622641509434,0.05660377358490566
142500,Maori,5-12,1.0,0.0
142500,Others,5-12,0.9387755102040817,0.02040816326530612
142500,Pacific,5-12,0.8636363636363636,0.045454545454545456
142600,Asian,1-4,0.8529411764705882,0.029411764705882353
142600,Maori,1-4,0.5714285714285714,0.2857142857142857
142600,Others,1-4,0.8478260869565217,0.06521739130434782
142600,Pacific,1-4,1.0,0.0
142600,Asian,13-17,0.8103448275862069,0.034482758620689655
142600,Maori,13-17,1.0,0.0
142600,Others,13-17,0.9534883720930233,0.0
142600,Pacific,13-17,0.8888888888888888,0.05555555555555555
142600,Asian,5-12,0.819672131147541,0.07377049180327869
142600,Maori,5-12,0.8888888888888888,0.05555555555555555
142600,Others,5-12,0.9253731343283582,0.04477611940298507
142600,Pacific,5-12,0.7857142857142857,0.21428571428571427
142700,Asian,1-4,0.8181818181818182,0.0
142700,Maori,1-4,1.0,0.0
142700,Others,1-4,0.7872340425531915,0.0851063829787234
142700,Pacific,1-4,1.0,0.0
142700,Unknown,1-4,0.8,0.0
142700,Asian,13-17,0.5454545454545454,0.09090909090909091
142700,Maori,13-17,0.9333333333333333,0.0
142700,Others,13-17,0.85,0.05416666666666667
142700,Pacific,13-17,0.6666666666666666,0.16666666666666666
142700,Unknown,13-17,0.0,0.25
142700,Asian,5-12,0.8461538461538461,0.057692307692307696
142700,Maori,5-12,0.8333333333333334,0.16666666666666666
142700,Others,5-12,0.8225255972696246,0.07849829351535836
142700,Pacific,5-12,1.0,0.0
142700,Unknown,5-12,0.2857142857142857,0.2857142857142857
142800,Asian,1-4,0.8214285714285714,0.023809523809523808
142800,Maori,1-4,0.78125,0.0625
142800,Others,1-4,0.8721804511278195,0.06766917293233082
142800,Pacific,1-4,0.7407407407407407,0.18518518518518517
142800,Unknown,1-4,0.0,1.0
142800,Asian,13-17,0.7636363636363637,0.07272727272727272
142800,Maori,13-17,0.9487179487179487,0.02564102564102564
142800,Others,13-17,0.8653846153846154,0.09615384615384616
142800,Pacific,13-17,0.8333333333333334,0.13333333333333333
142800,Asian,5-12,0.8680555555555556,0.041666666666666664
142800,Maori,5-12,0.8833333333333333,0.016666666666666666
142800,Others,5-12,0.95,0.04
142800,Pacific,5-12,0.90625,0.078125
142800,Unknown,5-12,0.5,0.0
142900,Asian,1-4,0.8194444444444444,0.08333333333333333
142900,Maori,1-4,0.6666666666666666,0.16666666666666666
142900,Others,1-4,0.9444444444444444,0.05555555555555555
142900,Pacific,1-4,0.7647058823529411,0.0
142900,Asian,13-17,0.9052631578947369,0.021052631578947368
142900,Maori,13-17,1.0,0.0
142900,Others,13-17,0.8260869565217391,0.13043478260869565
142900,Pacific,13-17,0.8518518518518519,0.037037037037037035
142900,Unknown,13-17,0.0,0.0
142900,Asian,5-12,0.8795811518324608,0.041884816753926704
142900,Maori,5-12,1.0,0.0
142900,Others,5-12,0.9069767441860465,0.06976744186046512
142900,Pacific,5-12,0.8571428571428571,0.08571428571428572
142900,Unknown,5-12,0.0,0.0
143000,Asian,1-4,0.9655172413793104,0.034482758620689655
143000,Maori,1-4,1.0,0.0
143000,Others,1-4,0.8076923076923077,0.05128205128205128
143000,Pacific,1-4,1.0,0.0
143000,Asian,13-17,0.6346153846153846,0.09615384615384616
143000,Maori,13-17,0.9166666666666666,0.0
143000,Others,13-17,0.7946768060836502,0.08365019011406843
143000,Pacific,13-17,1.0,0.0
143000,Unknown,13-17,0.0,0.0
143000,Asian,5-12,0.8571428571428571,0.05714285714285714
143000,Maori,5-12,1.0,0.0
143000,Others,5-12,0.8142857142857143,0.05714285714285714
143000,Pacific,5-12,0.8571428571428571,0.14285714285714285
143000,Unknown,5-12,0.0,0.0
143100,Asian,1-4,0.8481012658227848,0.08860759493670886
143100,Maori,1-4,0.6666666666666666,0.1111111111111111
143100,Others,1-4,0.9,0.0
143100,Pacific,1-4,0.75,0.0
143100,Unknown,1-4,1.0,0.0
143100,Asian,13-17,0.7777777777777778,0.06666666666666667
143100,Maori,13-17,0.875,0.08333333333333333
143100,Others,13-17,0.8596491228070176,0.03508771929824561
143100,Pacific,13-17,0.8,0.1
143100,Asian,5-12,0.8223350253807107,0.06091370558375635
143100,Maori,5-12,0.88,0.0
143100,Others,5-12,0.8301886792452831,0.0440251572327044
143100,Pacific,5-12,0.5555555555555556,0.1111111111111111
143100,Unknown,5-12,0.0,0.5
143200,Asian,1-4,0.8648648648648649,0.05405405405405406
143200,Maori,1-4,0.8,0.1
143200,Others,1-4,0.8333333333333334,0.0641025641025641
143200,Pacific,1-4,0.6666666666666666,0.3333333333333333
143200,Asian,13-17,0.6086956521739131,0.10869565217391304
143200,Maori,13-17,0.8125,0.125
143200,Others,13-17,0.9006622516556292,0.046357615894039736
143200,Pacific,13-17,0.7777777777777778,0.0
143200,Unknown,13-17,1.0,0.0
143200,Asian,5-12,0.8309859154929577,0.028169014084507043
143200,Maori,5-12,0.9047619047619048,0.047619047619047616
143200,Others,5-12,0.8691099476439791,0.06806282722513089
143200,Pacific,5-12,0.8333333333333334,0.16666666666666666
143200,Unknown,5-12,0.6666666666666666,0.0
143300,Asian,1-4,0.8392857142857143,0.03571428571428571
143300,Maori,1-4,1.0,0.0
143300,Others,1-4,0.7142857142857143,0.07936507936507936
143300,Pacific,1-4,0.8,0.2
143300,Asian,13-17,0.6875,0.08333333333333333
143300,Maori,13-17,0.9375,0.0
143300,Others,13-17,0.8571428571428571,0.01020408163265306
143300,Pacific,13-17,0.8333333333333334,0.08333333333333333
143300,Asian,5-12,0.8292682926829268,0.04065040650406504
143300,Maori,5-12,0.85,0.1
143300,Others,5-12,0.9182389937106918,0.031446540880503145
143300,Pacific,5-12,0.9,0.05
143400,Asian,1-4,0.8923076923076924,0.07692307692307693
143400,Maori,1-4,0.75,0.0
143400,Others,1-4,0.8620689655172413,0.0
143400,Pacific,1-4,0.6842105263157895,0.0
143400,Asian,13-17,0.7176470588235294,0.10588235294117647
143400,Maori,13-17,0.9166666666666666,0.08333333333333333
143400,Others,13-17,0.8780487804878049,0.07317073170731707
143400,Pacific,13-17,0.75,0.041666666666666664
143400,Asian,5-12,0.8231292517006803,0.02040816326530612
143400,Maori,5-12,0.92,0.0
143400,Others,5-12,0.9056603773584906,0.07547169811320754
143400,Pacific,5-12,0.7619047619047619,0.09523809523809523
143400,Unknown,5-12,0.0,0.5
143500,Asian,1-4,0.9310344827586207,0.034482758620689655
143500,Maori,1-4,0.625,0.125
143500,Others,1-4,0.7951807228915663,0.0963855421686747
143500,Unknown,1-4,0.5,0.0
143500,Asian,13-17,0.6483516483516484,0.054945054945054944
143500,Maori,13-17,0.8461538461538461,0.15384615384615385
143500,Others,13-17,0.8379446640316206,0.04743083003952569
143500,Pacific,13-17,1.0,0.0
143500,Unknown,13-17,0.5,0.0
143500,Asian,5-12,0.8454545454545455,0.02727272727272727
143500,Maori,5-12,0.8461538461538461,0.15384615384615385
143500,Others,5-12,0.8671328671328671,0.024475524475524476
143500,Pacific,5-12,0.8571428571428571,0.0
143500,Unknown,5-12,0.5,0.0
143600,Asian,1-4,0.875,0.08333333333333333
143600,Maori,1-4,0.6666666666666666,0.1111111111111111
143600,Others,1-4,0.8108108108108109,0.08108108108108109
143600,Pacific,1-4,0.9090909090909091,0.0
143600,Asian,13-17,0.835820895522388,0.04477611940298507
143600,Maori,13-17,0.9,0.0
143600,Others,13-17,0.9016393442622951,0.06557377049180328
143600,Pacific,13-17,0.9047619047619048,0.09523809523809523
143600,Asian,5-12,0.8907563025210085,0.04201680672268908
143600,Maori,5-12,0.9545454545454546,0.0
143600,Others,5-12,0.8863636363636364,0.022727272727272728
143600,Pacific,5-12,0.9310344827586207,0.034482758620689655
143700,Asian,1-4,0.8771929824561403,0.07017543859649122
143700,Maori,1-4,0.75,0.25
143700,Others,1-4,0.8076923076923077,0.07692307692307693
143700,Pacific,1-4,0.8,0.0
143700,Asian,13-17,0.8295454545454546,0.045454545454545456
143700,Maori,13-17,0.8,0.0
143700,Others,13-17,0.856,0.056
143700,Pacific,13-17,0.6470588235294118,0.11764705882352941
143700,Unknown,13-17,0.0,0.0
143700,Asian,5-12,0.9113924050632911,0.02531645569620253
143700,Maori,5-12,0.8095238095238095,0.09523809523809523
143700,Others,5-12,0.897196261682243,0.018691588785046728
143700,Pacific,5-12,0.6,0.1
143800,Asian,1-4,0.8787878787878788,0.030303030303030304
143800,Maori,1-4,0.6842105263157895,0.05263157894736842
143800,Others,1-4,0.8648648648648649,0.02702702702702703
143800,Pacific,1-4,0.5,0.22727272727272727
143800,Asian,13-17,0.6818181818181818,0.07575757575757576
143800,Maori,13-17,0.8461538461538461,0.11538461538461539
143800,Others,13-17,0.9081632653061225,0.05102040816326531
143800,Pacific,13-17,0.8235294117647058,0.11764705882352941
143800,Unknown,13-17,0.0,0.0
143800,Asian,5-12,0.8963414634146342,0.042682926829268296
143800,Maori,5-12,0.8947368421052632,0.07894736842105263
143800,Others,5-12,0.9324324324324325,0.0472972972972973
143800,Pacific,5-12,0.8983050847457628,0.03389830508474576
143800,Unknown,5-12,0.0,0.0
143900,Asian,1-4,0.926829268292683,0.04878048780487805
143900,Maori,1-4,1.0,0.0
143900,Others,1-4,0.9347826086956522,0.043478260869565216
143900,Pacific,1-4,0.8571428571428571,0.0
143900,Asian,13-17,0.7941176470588235,0.07352941176470588
143900,Maori,13-17,1.0,0.0
143900,Others,13-17,0.8191489361702128,0.07446808510638298
143900,Pacific,13-17,1.0,0.0
143900,Unknown,13-17,0.0,0.0
143900,Asian,5-12,0.9014084507042254,0.035211267605633804
143900,Maori,5-12,0.8,0.2
143900,Others,5-12,0.865979381443299,0.020618556701030927
143900,Pacific,5-12,0.9523809523809523,0.0
143900,Unknown,5-12,0.0,0.0
144000,Asian,1-4,0.8648648648648649,0.08108108108108109
144000,Maori,1-4,0.8,0.0
144000,Others,1-4,0.8414634146341463,0.04878048780487805
144000,Unknown,1-4,1.0,0.0
144000,Asian,13-17,0.5833333333333334,0.041666666666666664
144000,Maori,13-17,1.0,0.0
144000,Others,13-17,0.8568019093078759,0.05250596658711217
144000,Pacific,13-17,0.7777777777777778,0.0
144000,Unknown,13-17,0.0,0.3333333333333333
144000,Asian,5-12,0.8691588785046729,0.028037383177570093
144000,Maori,5-12,0.85,0.1
144000,Others,5-12,0.9,0.020512820512820513
144000,Pacific,5-12,1.0,0.0
144000,Unknown,5-12,0.6666666666666666,0.0
144100,Asian,1-4,0.9090909090909091,0.06818181818181818
144100,Maori,1-4,0.5833333333333334,0.08333333333333333
144100,Others,1-4,0.8536585365853658,0.08536585365853659
144100,Pacific,1-4,0.6896551724137931,0.10344827586206896
144100,Asian,13-17,0.6730769230769231,0.07692307692307693
144100,Maori,13-17,0.8,0.11428571428571428
144100,Others,13-17,0.9646017699115044,0.008849557522123894
144100,Pacific,13-17,0.9,0.025
144100,Asian,5-12,0.8117647058823529,0.07058823529411765
144100,Maori,5-12,0.8275862068965517,0.06896551724137931
144100,Others,5-12,0.9178082191780822,0.06164383561643835
144100,Pacific,5-12,0.8888888888888888,0.09259259259259259
144100,Unknown,5-12,0.5,0.0
144200,Asian,1-4,0.0,0.0
144200,Maori,1-4,1.0,0.0
144200,Pacific,1-4,1.0,0.0
144200,Asian,13-17,0.6666666666666666,0.16666666666666666
144200,Maori,13-17,1.0,0.0
144200,Others,13-17,0.5,0.0
144200,Pacific,13-17,1.0,0.0
144200,Unknown,13-17,0.0,1.0
144200,Asian,5-12,0.7,0.0
144200,Maori,5-12,1.0,0.0
144200,Others,5-12,1.0,0.0
144200,Pacific,5-12,0.75,0.0
144300,Asian,1-4,0.8666666666666667,0.03333333333333333
144300,Maori,1-4,0.6956521739130435,0.0
144300,Others,1-4,0.8289473684210527,0.07894736842105263
144300,Pacific,1-4,0.7741935483870968,0.0967741935483871
144300,Asian,13-17,0.74,0.1
144300,Maori,13-17,1.0,0.0
144300,Others,13-17,0.9313725490196079,0.00980392156862745
144300,Pacific,13-17,0.8888888888888888,0.07407407407407407
144300,Unknown,13-17,0.0,0.5
144300,Asian,5-12,0.8270676691729323,0.09022556390977443
144300,Maori,5-12,0.8936170212765957,0.02127659574468085
144300,Others,5-12,0.9217877094972067,0.0446927374301676
144300,Pacific,5-12,0.8571428571428571,0.1111111111111111
144400,Asian,1-4,0.8571428571428571,0.09090909090909091
144400,Maori,1-4,0.6923076923076923,0.23076923076923078
144400,Others,1-4,0.8780487804878049,0.07317073170731707
144400,Pacific,1-4,0.9166666666666666,0.08333333333333333
144400,Asian,13-17,0.7586206896551724,0.10344827586206896
144400,Maori,13-17,0.6666666666666666,0.16666666666666666
144400,Others,13-17,0.797979797979798,0.050505050505050504
144400,Pacific,13-17,0.7647058823529411,0.11764705882352941
144400,Asian,5-12,0.9103448275862069,0.020689655172413793
144400,Maori,5-12,0.9375,0.0
144400,Others,5-12,0.9270833333333334,0.026041666666666668
144400,Pacific,5-12,1.0,0.0
144500,Asian,1-4,0.847457627118644,0.0
144500,Maori,1-4,0.7142857142857143,0.14285714285714285
144500,Others,1-4,0.7608695652173914,0.13043478260869565
144500,Pacific,1-4,1.0,0.0
144500,Asian,13-17,0.6951219512195121,0.0975609756097561
144500,Maori,13-17,0.9230769230769231,0.038461538461538464
144500,Others,13-17,0.7974683544303798,0.06329113924050633
144500,Pacific,13-17,0.6818181818181818,0.18181818181818182
144500,Unknown,13-17,0.0,0.0
144500,Asian,5-12,0.7605633802816901,0.02112676056338028
144500,Maori,5-12,0.8787878787878788,0.030303030303030304
144500,Others,5-12,0.8796296296296297,0.07407407407407407
144500,Pacific,5-12,0.8571428571428571,0.0
144500,Unknown,5-12,0.0,0.0
144600,Asian,1-4,1.0,0.0
144600,Maori,1-4,0.5,0.125
144600,Others,1-4,0.6451612903225806,0.0967741935483871
144600,Pacific,1-4,1.0,0.0
144600,Asian,13-17,1.0,0.0
144600,Maori,13-17,1.0,0.0
144600,Others,13-17,0.7727272727272727,0.13636363636363635
144600,Asian,5-12,1.0,0.0
144600,Maori,5-12,0.6666666666666666,0.1111111111111111
144600,Others,5-12,0.7816091954022989,0.09195402298850575
144700,Asian,1-4,0.8695652173913043,0.08695652173913043
144700,Maori,1-4,0.7058823529411765,0.07058823529411765
144700,Others,1-4,0.8666666666666667,0.1
144700,Pacific,1-4,0.6904761904761905,0.09523809523809523
144700,Asian,13-17,0.6857142857142857,0.05714285714285714
144700,Maori,13-17,0.9019607843137255,0.0392156862745098
144700,Others,13-17,0.8586956521739131,0.021739130434782608
144700,Pacific,13-17,0.8295454545454546,0.09090909090909091
144700,Asian,5-12,0.8518518518518519,0.037037037037037035
144700,Maori,5-12,0.8979591836734694,0.06802721088435375
144700,Others,5-12,0.937984496124031,0.03875968992248062
144700,Pacific,5-12,0.8930232558139535,0.07441860465116279
144800,Asian,1-4,0.8979591836734694,0.04081632653061224
144800,Maori,1-4,0.875,0.125
144800,Others,1-4,0.82,0.06
144800,Pacific,1-4,0.7777777777777778,0.0
144800,Asian,13-17,0.7837837837837838,0.13513513513513514
144800,Maori,13-17,0.8823529411764706,0.058823529411764705
144800,Others,13-17,0.8658536585365854,0.04878048780487805
144800,Pacific,13-17,1.0,0.0
144800,Unknown,13-17,0.0,0.0
144800,Asian,5-12,0.7723577235772358,0.056910569105691054
144800,Maori,5-12,1.0,0.0
144800,Others,5-12,0.8923076923076924,0.03076923076923077
144800,Pacific,5-12,1.0,0.0
144800,Unknown,5-12,0.0,0.0
144900,Asian,1-4,0.8604651162790697,0.09302325581395349
144900,Maori,1-4,1.0,0.0
144900,Others,1-4,0.8536585365853658,0.07317073170731707
144900,Asian,13-17,0.7910447761194029,0.07462686567164178
144900,Maori,13-17,0.8333333333333334,0.0
144900,Others,13-17,0.8795180722891566,0.012048192771084338
144900,Pacific,13-17,0.8571428571428571,0.14285714285714285
144900,Asian,5-12,0.9202898550724637,0.021739130434782608
144900,Maori,5-12,0.8,0.2
144900,Others,5-12,0.8962264150943396,0.04716981132075472
144900,Pacific,5-12,0.8333333333333334,0.0
145000,Asian,1-4,0.9069767441860465,0.06976744186046512
145000,Maori,1-4,0.6363636363636364,0.045454545454545456
145000,Others,1-4,0.9,0.014285714285714285
145000,Pacific,1-4,0.65625,0.15625
145000,Asian,13-17,0.625,0.08928571428571429
145000,Maori,13-17,0.896551724137931,0.10344827586206896
145000,Others,13-17,0.8833333333333333,0.06666666666666667
145000,Pacific,13-17,0.8888888888888888,0.07407407407407407
145000,Unknown,13-17,0.0,0.0
145000,Asian,5-12,0.7567567567567568,0.0945945945945946
145000,Maori,5-12,0.8857142857142857,0.05714285714285714
145000,Others,5-12,0.9043478260869565,0.02608695652173913
145000,Pacific,5-12,0.8611111111111112,0.06944444444444445
145100,Asian,1-4,0.95,0.025
145100,Maori,1-4,0.85,0.1
145100,Others,1-4,0.8536585365853658,0.06097560975609756
145100,Pacific,1-4,0.5,0.5
145100,Unknown,1-4,0.5,0.5
145100,Asian,13-17,0.6195652173913043,0.03260869565217391
145100,Maori,13-17,1.0,0.0
145100,Others,13-17,0.8552188552188552,0.020202020202020204
145100,Pacific,13-17,0.8181818181818182,0.18181818181818182
145100,Asian,5-12,0.8037383177570093,0.056074766355140186
145100,Maori,5-12,0.9230769230769231,0.05128205128205128
145100,Others,5-12,0.8996655518394648,0.03678929765886288
145100,Pacific,5-12,0.8636363636363636,0.0
145100,Unknown,5-12,0.0,0.0
145200,Asian,1-4,0.8636363636363636,0.045454545454545456
145200,Maori,1-4,0.6111111111111112,0.08333333333333333
145200,Others,1-4,0.8723404255319149,0.0425531914893617
145200,Pacific,1-4,0.7849462365591398,0.07526881720430108
145200,Asian,13-17,0.8518518518518519,0.0
145200,Maori,13-17,0.84375,0.09375
145200,Others,13-17,0.6388888888888888,0.19444444444444445
