SA2 Code,Family Type Code,People Count Code,Dependent Children Count Code,Count
322400,3,3,111,s
200200,2,6,411,6
238800,2,6,211,s
243500,2,5,111,s
309500,3,7,413,s
193000,2,6,411,6
188000,2,6,311,s
208500,3,3,211,s
187300,2,6,411,12
123400,2,6,111,s
203900,3,4,211,6
147900,2,5,211,s
122400,2,4,111,24
309500,2,8,413,s
132200,3,5,311,s
118200,3,5,211,s
223900,2,6,411,s
133000,2,4,911,s
316400,1,2,11,24
174900,3,2,11,36
206500,2,5,111,s
245600,2,5,111,s
198400,2,3,11,18
310500,3,4,311,s
122900,1,2,11,324
175500,3,2,11,12
117700,2,7,412,s
354500,2,6,11,s
172100,3,6,411,s
142300,2,5,111,9
108700,2,5,211,6
242800,2,7,412,s
163600,3,7,412,s
310200,3,2,111,18
173900,2,8,413,s
159200,3,7,311,s
252100,2,3,111,39
120000,2,5,211,6
301300,2,6,311,s
142600,2,4,11,21
315000,3,3,211,9
213000,1,2,11,255
169900,2,3,111,33
139600,2,3,11,81
142300,3,5,11,s
329900,2,4,111,s
202200,2,6,411,s
362500,3,3,111,6
157900,2,5,111,15
309000,2,4,211,15
123000,2,8,311,s
314800,2,4,111,27
158300,3,5,211,s
317900,3,3,111,9
332200,3,3,11,s
124400,2,4,11,24
320600,3,2,11,33
215700,2,6,411,12
139900,3,2,111,33
348300,2,4,11,s
142200,3,4,11,s
191000,2,4,11,6
239800,3,3,111,s
199500,2,4,11,9
255200,2,3,111,75
253100,3,2,111,36
304500,3,3,111,12
315900,2,5,11,s
224900,2,7,411,s
151400,2,8,412,s
152500,3,2,11,24
350700,3,3,111,s
308500,2,5,311,6
119400,3,5,311,s
305100,2,3,111,60
113900,2,7,411,s
108500,3,2,11,18
105800,2,8,413,s
356500,2,5,211,s
202200,3,7,412,s
320100,1,2,11,312
134400,2,5,111,s
246000,2,6,411,9
179900,2,6,211,s
176300,3,2,111,s
239100,3,5,211,s
312100,2,4,111,s
246000,3,3,11,12
160600,3,4,211,9
237000,3,3,111,s
146600,1,2,11,240
220400,2,6,411,6
223100,2,5,211,s
206500,2,3,111,21
221700,2,4,211,36
103500,2,5,211,s
115800,2,5,211,s
161100,3,7,412,s
172900,3,2,111,9
362800,3,6,412,s
161600,3,4,311,9
160000,3,8,413,s
213200,2,6,411,6
152800,3,9,414,s
361200,2,3,111,48
215900,2,6,411,9
176700,3,4,211,s
303300,3,2,11,48
319200,2,3,11,63
328900,2,6,311,s
199000,1,2,11,84
327900,2,8,911,s
156600,3,2,111,27
137700,1,2,11,84
152000,3,4,111,s
241000,3,4,111,s
159800,3,2,111,9
344200,2,3,111,36
226300,3,3,211,6
256400,2,7,211,s
351900,3,4,311,s
210600,2,6,211,s
105600,3,3,11,s
199400,3,2,911,s
185200,2,4,211,12
355900,2,6,411,6
149300,2,7,311,s
231300,3,3,911,s
159900,2,9,412,s
197600,2,7,311,s
125400,3,4,111,s
236000,2,4,211,33
313100,3,3,211,s
345100,2,4,111,s
233700,2,4,911,s
109400,2,7,412,s
334000,2,7,412,s
229300,3,3,211,30
151000,2,5,211,12
170500,2,4,111,21
242300,3,2,111,9
158400,2,5,11,6
165000,2,5,11,6
233800,2,5,911,s
339900,3,3,11,s
124600,2,3,911,s
303200,2,5,111,s
230100,2,5,911,s
151400,2,5,11,6
336100,2,6,311,s
326700,3,6,911,s
107100,2,6,311,s
108300,3,3,11,s
151800,2,5,311,33
335700,3,2,111,24
350400,2,4,111,6
350300,2,5,111,s
152600,3,8,411,s
109200,3,2,111,18
135300,2,5,311,s
321900,3,4,911,s
351500,2,5,111,s
222200,3,5,411,s
239400,3,4,211,s
122300,2,7,311,s
141100,3,3,911,s
111200,3,4,11,s
353000,2,6,411,s
249100,3,2,111,21
123400,3,5,411,s
102400,3,5,211,s
228600,2,4,211,60
134100,3,3,11,s
254900,2,4,211,144
188900,3,5,111,s
179700,3,4,911,s
314900,3,4,211,s
349000,2,5,911,s
148900,2,8,412,6
136100,3,2,911,s
256500,2,4,211,54
158000,2,6,311,s
326300,3,3,11,6
179500,3,4,211,s
344700,1,2,11,138
194300,2,4,11,6
300700,2,6,411,6
356400,2,4,111,9
206800,2,3,11,s
310700,3,3,211,9
349900,2,5,111,s
330900,2,3,111,36
111800,2,5,311,s
254400,2,5,311,12
199900,2,3,11,12
328900,2,5,211,s
150100,2,4,211,21
344900,1,2,11,456
104100,1,2,11,120
360700,3,3,211,15
342700,3,7,412,s
170800,2,6,411,s
167100,3,4,111,s
334000,2,4,911,s
163900,3,6,211,s
123200,2,7,311,s
256100,2,4,111,9
138500,2,3,111,105
205600,2,5,311,12
359300,2,5,211,s
362600,2,3,111,27
150300,2,5,111,6
352600,2,7,412,s
224300,3,5,311,s
170300,2,8,311,s
226300,2,4,11,s
116800,2,5,311,48
173500,3,2,11,12
241500,3,3,11,9
157700,3,4,111,6
206500,3,4,211,s
144300,3,4,311,6
300800,2,5,211,6
327700,3,3,211,18
199000,2,6,211,s
229400,2,6,211,s
353900,2,4,111,6
305000,3,5,311,s
104400,3,3,211,s
149200,3,2,911,s
121000,3,3,11,9
199600,3,4,911,s
309700,2,4,11,s
197200,2,5,211,s
324100,2,8,311,s
113000,2,5,111,s
197800,3,2,111,s
201400,3,3,111,9
128000,2,6,11,s
351800,2,4,211,60
194600,2,6,411,12
155700,2,8,211,s
359600,2,5,311,36
176300,2,4,211,s
321700,2,8,211,s
171100,2,4,211,48
328400,2,9,414,s
250700,2,4,11,s
129500,2,5,11,6
329800,3,5,211,s
326900,3,3,211,21
199200,3,2,111,45
173900,2,6,311,s
201700,2,3,111,36
173700,2,5,11,s
244100,2,4,11,21
108100,3,2,11,27
162000,3,8,414,s
149000,3,2,11,69
244600,3,6,412,s
173500,3,6,412,s
149300,2,4,911,s
358000,3,3,211,6
187200,2,5,111,s
227700,2,4,211,42
355000,2,5,11,s
168400,2,5,311,s
109900,3,2,11,6
126700,3,3,911,s
128300,2,5,211,12
215100,3,4,11,s
124000,2,5,911,s
257500,2,5,311,18
143700,3,2,11,42
253600,2,6,211,s
354500,1,2,11,192
354600,3,3,111,6
138000,3,4,311,6
313500,2,6,111,s
210400,3,7,413,s
348500,2,5,911,s
205300,2,9,414,s
303300,2,4,11,12
145800,2,5,311,33
330400,2,7,211,s
132300,2,5,111,s
157400,3,4,911,s
317600,2,4,211,48
100500,2,6,911,s
101400,2,3,111,12
226400,3,7,413,s
217700,2,5,111,s
127900,2,9,414,s
187200,3,4,211,s
130500,2,8,211,s
157300,2,3,111,75
360000,2,4,111,s
358800,3,3,911,s
355300,2,3,911,s
254200,2,4,111,12
100200,2,6,411,12
163500,2,8,311,s
181700,2,4,11,6
130200,2,3,111,51
146000,2,4,11,6
324400,2,4,211,90
307600,2,4,11,6
308000,2,7,311,s
140100,2,6,111,s
217900,3,5,911,s
348900,2,4,211,84
162800,3,2,911,s
252600,2,3,111,36
316500,3,5,411,s
349200,3,3,111,s
214100,2,5,311,18
170300,3,8,413,s
236400,3,3,211,s
210000,2,6,311,s
334400,2,5,11,s
129800,2,8,311,s
300300,2,3,11,33
177200,2,6,11,s
213400,2,4,111,12
214000,3,5,411,s
105500,3,4,311,6
189600,3,2,11,9
126500,3,3,211,15
311100,2,4,111,s
178600,2,6,111,s
140900,2,3,11,141
256200,3,3,211,42
162500,3,2,11,15
339100,2,4,111,12
212000,2,4,911,s
202800,2,5,211,6
351900,3,2,11,27
242600,3,6,411,s
120200,2,4,11,12
320100,2,5,311,27
210800,3,3,211,33
189000,3,2,11,21
142800,2,6,411,6
140700,2,6,411,9
173800,3,2,11,15
184400,2,5,211,s
330000,2,4,211,99
167400,2,7,411,s
238600,3,3,911,s
243800,3,4,111,s
150300,2,7,411,s
352700,3,3,211,15
249500,2,6,211,s
127200,3,8,211,s
113500,2,3,11,33
315600,3,3,111,s
157700,2,4,911,s
119100,2,5,311,51
175500,3,4,311,s
116400,2,5,111,s
149900,2,6,411,6
218500,3,5,111,s
175100,2,6,211,s
188300,3,3,11,s
226900,3,6,412,s
333500,2,5,911,s
110200,3,2,11,12
100100,3,6,411,s
315600,2,3,911,s
195200,3,4,211,s
251500,2,5,911,s
209400,3,5,11,s
356600,2,5,111,s
305200,3,3,111,9
234400,2,3,11,39
151200,3,4,311,12
155900,2,7,311,s
196300,3,3,11,s
319900,3,4,311,15
120500,2,7,211,s
119500,3,2,111,27
152400,3,4,11,s
105200,3,6,412,s
248200,1,2,11,45
198900,2,7,411,s
316600,3,3,11,s
158200,2,6,311,s
163900,3,7,413,s
115900,2,6,311,s
115000,3,2,911,s
204800,2,5,11,s
154800,2,5,211,12
138100,1,2,11,273
349800,3,2,111,15
222800,2,5,311,9
225500,3,3,211,36
302300,2,5,11,s
240400,2,5,311,57
336200,3,4,311,9
231800,2,6,411,15
130000,2,4,911,s
147800,3,3,111,6
336000,2,4,111,18
185000,2,4,211,30
326700,1,2,11,258
304900,2,7,412,s
114600,2,4,211,126
225600,2,5,311,24
136000,1,2,11,675
254600,2,4,911,s
190300,3,3,211,9
191300,2,5,11,s
248500,3,3,11,s
215400,2,6,111,s
240600,2,8,911,s
211400,3,4,311,9
214500,2,3,11,27
226500,3,3,911,s
351600,3,4,211,s
159300,3,3,211,21
174200,2,5,111,s
104600,2,7,311,s
109300,3,6,412,s
167600,2,4,111,6
210900,2,3,911,s
113600,2,5,211,9
213100,3,3,211,12
201900,2,5,211,s
128000,2,4,111,6
104600,2,7,412,s
127900,3,7,411,s
362300,2,4,111,6
117600,3,2,111,48
140500,2,6,211,s
100700,3,4,311,24
227500,3,2,11,18
209700,3,2,11,33
164200,3,5,211,s
187900,2,7,412,s
140100,3,7,412,s
320900,3,2,111,21
143700,2,6,211,s
339100,2,14,417,s
362500,3,4,311,9
138000,2,4,111,12
110500,2,6,311,s
231300,2,8,412,s
320100,2,3,111,72
354000,2,9,414,s
111700,2,3,111,75
158500,3,3,111,s
157800,3,3,211,12
321300,3,3,111,s
139100,2,9,411,s
339900,3,5,111,s
351600,2,3,111,69
149100,2,7,411,s
212600,2,5,211,s
109600,2,8,413,s
321800,3,4,911,s
218700,2,5,911,s
230400,3,3,911,s
136800,2,6,111,s
176600,3,4,311,9
256700,2,5,111,s
190600,3,3,911,s
159800,2,9,413,s
135200,2,5,11,9
169600,2,8,311,s
246200,3,7,311,s
349300,2,5,211,6
351100,2,6,311,6
145800,2,3,111,78
137500,3,3,111,s
343600,2,5,911,s
138500,3,4,111,s
158600,1,2,11,45
341000,2,4,211,84
211900,3,6,211,s
219100,1,2,11,249
251200,2,6,411,s
247600,3,5,311,s
317000,3,4,311,s
135400,3,4,311,6
148500,3,9,413,s
253900,3,4,11,s
302500,3,4,211,s
226100,3,3,211,9
236400,2,5,311,6
145200,3,6,411,s
153500,3,3,11,21
253800,3,3,211,21
243400,3,2,11,24
354500,2,6,211,s
144100,2,4,11,18
196300,2,6,311,s
121900,3,3,111,12
158200,1,2,11,201
149100,2,3,111,81
134700,3,4,311,6
195600,2,5,911,s
156700,3,5,11,s
158800,2,5,311,30
184400,3,6,311,s
223000,3,2,111,12
178700,2,6,311,s
359400,2,5,111,s
196200,3,3,11,s
127800,3,4,311,6
350400,2,5,911,s
232300,3,2,11,18
203700,3,3,211,42
124200,3,4,111,s
318100,3,6,211,s
236300,2,5,311,9
153400,3,4,911,s
187200,2,6,911,s
225100,3,4,11,s
342200,1,2,11,99
157800,2,7,411,s
200800,2,4,11,9
105400,3,7,412,s
159600,2,8,412,s
125200,2,5,211,6
121600,2,4,111,18
211200,2,6,311,s
194600,3,4,911,s
211900,2,3,111,63
240500,1,2,11,114
149800,2,5,911,s
228000,2,5,911,s
204100,2,4,11,s
314600,3,2,11,45
106100,2,5,311,21
341500,3,3,211,s
354600,2,5,311,12
179500,3,5,411,s
240500,3,4,11,6
108900,3,3,11,s
234400,3,4,11,s
339900,2,5,211,6
123800,2,3,111,93
309700,3,6,311,s
204600,3,6,412,s
151300,3,3,911,s
203700,3,6,411,s
139900,2,6,311,s
193100,2,7,412,s
120100,2,4,211,15
315300,2,6,411,6
323000,2,5,11,s
235000,2,4,11,6
163300,2,6,111,s
140600,2,5,311,27
320300,2,3,11,36
217500,3,2,11,39
338400,3,3,111,s
173800,2,6,211,s
243900,2,5,311,s
339600,1,2,11,348
122500,2,6,411,s
245000,2,6,211,s
323200,2,4,111,6
134400,3,3,11,6
168600,2,4,211,18
193900,1,2,11,36
202300,2,5,211,6
174600,2,7,412,s
207100,3,3,911,s
324100,1,2,11,105
161300,2,4,11,9
103900,3,5,411,s
123000,2,7,211,s
339400,2,6,311,s
110200,2,5,11,s
331400,3,2,911,s
214400,2,3,11,30
169200,3,3,911,s
228300,2,4,211,57
228200,2,7,411,s
154200,3,2,911,s
196000,3,4,111,s
168000,2,4,211,27
185000,2,5,111,s
216300,2,11,413,s
186500,3,4,211,s
129100,2,7,311,s
351700,3,3,911,s
194000,2,6,311,s
246200,2,6,911,s
164400,2,3,11,36
247800,3,4,311,s
187000,2,3,911,s
191900,3,5,211,s
247400,2,4,111,15
325700,2,4,111,s
145200,2,8,412,s
151400,2,8,311,s
203000,3,3,211,6
247000,3,5,311,s
141200,3,2,111,15
249900,2,5,311,51
354600,2,3,11,15
138100,3,3,11,6
157900,3,2,111,51
257900,2,3,111,45
252400,2,4,211,18
210600,3,2,11,42
171300,2,5,211,s
114100,2,6,311,s
197700,3,2,111,15
177200,3,3,211,66
359900,2,4,211,87
206200,2,6,411,s
347200,2,5,311,18
348000,2,5,311,9
157900,3,2,11,63
234900,2,6,411,12
255800,3,5,211,s
315800,3,3,211,6
358400,2,7,211,s
214400,3,2,911,s
360600,2,4,11,6
169200,3,7,413,s
195500,3,3,11,9
187000,2,7,412,s
176100,3,4,111,s
363000,2,3,11,12
112200,2,4,11,s
193500,3,5,211,s
117400,3,2,11,15
135200,2,6,211,s
334500,3,3,911,s
228100,3,3,11,6
357900,2,7,911,s
246600,2,4,211,78
220900,3,2,11,15
116500,3,2,911,s
242500,2,5,311,15
209000,3,3,11,9
245300,1,2,11,213
193100,3,4,211,6
161000,1,2,11,162
169000,2,3,111,33
255900,2,7,411,s
116300,2,5,111,s
148400,2,4,211,135
343800,2,7,412,s
323500,3,3,211,s
171100,2,9,414,s
317400,2,4,911,s
160500,3,7,413,s
169300,3,4,111,s
136400,1,2,11,552
318600,2,4,211,114
109200,2,6,311,s
159000,3,7,211,s
171100,2,5,211,s
251200,3,3,211,12
122800,2,6,111,6
243400,2,4,11,18
226500,3,4,11,s
102900,2,4,11,s
188700,2,3,111,36
103100,2,6,411,9
198600,2,8,211,s
184900,2,4,11,s
358800,2,5,311,18
334400,2,6,411,9
164700,2,4,211,66
219500,2,7,412,s
177100,2,4,11,18
206700,3,3,11,s
309700,2,3,911,s
158400,3,5,111,s
223100,2,3,11,9
257800,3,3,211,6
150500,3,4,211,s
125500,1,2,11,255
117400,3,2,111,30
127100,2,7,411,s
209700,3,3,111,6
143000,2,3,11,96
246200,3,3,211,27
211500,2,4,211,51
231100,2,5,111,s
195500,3,6,411,s
173200,2,4,11,27
217500,2,6,211,s
223700,2,7,311,s
330400,2,8,311,s
180400,2,5,111,s
321200,3,3,11,s
188000,1,2,11,336
182700,2,5,111,s
123600,2,4,211,165
248400,3,6,411,s
188700,3,3,211,18
361700,2,4,111,6
209500,2,3,11,21
227800,2,4,911,s
128900,2,5,911,s
251100,2,5,311,21
256100,3,2,11,18
102400,3,3,11,s
248000,3,4,111,s
214900,3,3,111,12
131700,2,8,311,s
223800,2,6,311,s
140300,2,7,411,s
305100,3,3,11,s
144300,2,5,111,s
344300,2,4,11,6
172000,2,6,411,12
132600,3,3,11,9
125900,3,3,211,6
175700,2,5,11,s
225100,2,5,311,15
242600,3,5,11,s
314600,2,4,211,81
224800,2,6,11,s
312900,2,6,411,s
166900,1,2,11,294
356500,3,6,412,s
177200,3,4,111,s
174200,3,5,411,s
323700,3,4,311,12
142300,2,8,111,s
179500,2,3,11,48
114400,3,2,11,33
229600,3,4,11,s
356200,3,2,111,12
314300,3,2,111,6
206700,2,6,211,s
179100,3,5,211,s
106500,2,4,211,102
182600,3,5,311,s
149400,2,4,11,39
159600,2,5,211,12
165300,1,2,11,360
179100,3,4,211,s
124800,3,3,111,12
343900,2,4,111,12
349900,3,4,311,s
162800,2,7,412,s
164800,2,6,311,s
248800,2,7,411,s
121500,2,7,412,s
177700,3,3,911,s
232900,2,7,412,s
107500,2,7,411,s
312700,2,6,411,s
206200,3,3,11,s
186200,2,6,111,s
238400,2,4,111,9
305800,2,4,11,9
240700,3,3,111,21
220000,2,4,11,9
221000,2,8,413,s
153200,3,2,11,21
193600,2,7,412,s
238600,2,5,211,s
126900,3,3,911,s
311100,2,3,11,6
309900,2,7,412,s
170300,3,2,111,30
317300,2,3,911,s
214600,2,5,111,s
146600,2,11,416,s
347100,2,3,111,30
221000,2,8,412,s
247100,3,2,111,27
336900,3,2,111,15
211100,2,5,911,s
214200,1,2,11,171
117700,2,5,211,6
199700,3,3,211,30
156700,2,9,414,s
155300,2,4,11,33
161900,2,9,412,s
142900,2,5,111,6
157100,2,5,11,6
148100,3,2,11,33
208700,2,4,111,6
125700,3,3,211,18
341800,3,3,211,6
163500,2,4,911,s
215200,2,5,211,6
314700,2,6,311,s
307900,2,5,111,s
186000,2,8,413,s
255700,2,6,11,s
304100,2,3,111,60
251900,2,4,111,12
202200,3,2,11,18
242000,2,7,111,s
233200,3,4,11,s
174100,2,5,311,27
160400,2,7,311,s
171500,3,6,411,s
171800,3,2,11,18
246100,3,3,11,9
142100,2,6,411,s
185800,3,4,211,s
177300,2,8,411,s
343900,2,8,412,s
240400,3,4,111,s
347200,2,3,11,12
196100,3,3,11,s
187800,2,6,311,s
241900,2,3,11,63
251900,2,6,311,s
100500,2,5,111,s
182000,3,2,111,6
155700,2,7,411,6
149500,2,6,11,s
160900,2,8,11,s
326500,1,2,11,261
253300,2,4,111,18
166200,2,4,111,9
165500,3,2,111,90
142600,3,3,11,s
345400,3,5,411,s
305000,1,2,11,192
147400,2,3,111,6
187700,2,4,11,s
240900,3,4,11,s
314900,2,6,311,s
315700,3,5,411,s
328900,3,6,412,s
354200,2,4,11,s
242900,2,5,11,6
114900,2,6,411,9
321000,3,6,412,s
106400,2,5,211,s
257100,3,5,211,s
171700,2,7,311,s
192100,3,2,111,72
123400,3,4,211,s
136900,3,4,311,s
192000,3,4,311,6
172400,2,8,413,s
208300,3,4,311,s
126800,2,4,111,12
228000,2,3,11,42
130500,2,9,411,s
243600,2,4,111,18
156000,2,5,311,s
252800,2,8,413,s
100500,3,4,211,s
133600,2,3,11,45
162400,2,6,411,9
177800,3,5,211,s
162700,2,4,111,9
316500,3,4,111,s
175300,2,7,412,s
152200,3,3,111,s
165400,2,5,311,33
185500,2,4,11,s
256300,2,4,911,s
154000,3,4,11,s
145600,3,6,412,s
108800,2,5,111,s
337700,1,2,11,186
146500,3,5,311,s
178200,3,6,411,s
140600,3,7,411,s
174400,3,3,11,s
120200,2,6,211,s
162400,2,3,11,60
319300,2,4,111,24
193200,2,5,311,48
123800,2,5,311,30
351500,2,8,411,s
166200,3,4,211,s
132600,2,5,211,s
225900,3,5,211,s
239400,2,6,311,s
336000,3,2,11,21
306300,3,2,111,15
243600,2,4,11,24
113200,3,4,311,s
111800,2,3,111,15
312200,2,6,211,s
120200,3,3,11,s
257400,2,7,911,s
227000,3,3,11,s
168900,3,4,211,s
117200,2,7,911,s
217100,2,4,11,6
123500,2,5,311,s
238400,1,2,11,207
114400,2,8,413,s
195200,2,6,911,s
232800,1,2,11,210
156500,2,5,111,6
143800,3,4,311,s
169100,2,7,412,s
100700,2,6,911,s
331400,2,5,11,s
107100,3,2,111,15
253200,3,4,111,s
173100,2,10,911,s
334100,2,4,211,66
132700,2,4,11,s
177600,2,5,111,s
177100,2,4,111,21
256800,3,4,311,s
117600,2,4,111,18
151200,2,8,412,s
221000,3,3,911,s
103300,3,4,311,s
326500,2,4,111,9
303500,2,5,111,s
186000,2,8,412,s
224800,2,4,111,9
323800,3,3,11,s
361700,1,2,11,252
212500,3,2,111,6
151600,2,8,211,s
125000,2,8,211,s
125600,2,4,911,s
132600,2,5,111,s
242900,2,5,111,s
116700,2,5,111,s
182500,2,4,911,s
210700,3,4,211,s
120200,3,3,111,6
350000,3,5,311,s
322600,3,4,311,s
244000,2,3,911,s
342500,3,2,11,s
116700,3,5,211,s
326800,2,5,211,s
249400,2,4,111,24
200900,2,5,211,s
229900,3,3,211,33
202900,2,5,311,27
203500,3,4,111,s
252000,2,4,211,42
170000,2,6,311,s
176700,2,7,412,s
225800,2,7,412,s
167900,2,6,911,s
245400,3,4,311,18
350300,2,4,911,s
240400,3,4,11,s
309900,2,6,411,s
346400,2,5,211,s
137600,3,2,11,33
185900,2,3,911,s
360400,2,5,311,15
353800,2,6,111,s
143100,1,2,11,366
256000,3,3,911,s
120100,3,4,311,s
211300,3,4,311,s
332400,2,3,111,42
245200,1,2,11,228
183300,3,3,11,s
211400,3,2,111,18
159400,2,3,11,30
362600,2,5,311,6
108700,2,4,911,s
104900,2,6,311,s
337800,3,4,311,s
146300,2,8,411,s
153500,2,9,311,s
361700,3,4,211,s
248100,3,3,211,18
338400,2,3,11,15
312000,2,7,412,s
104500,3,6,411,s
180900,2,6,311,s
210700,2,5,111,s
232100,2,6,111,s
234800,3,6,311,s
246000,2,3,911,s
301300,3,4,311,s
250800,2,5,311,45
124900,2,6,311,6
123400,1,2,11,336
163500,2,7,412,12
203400,2,4,111,s
240100,2,5,11,s
224100,3,4,311,s
115600,2,5,311,27
154200,2,8,411,s
247700,2,4,211,114
130700,3,4,311,s
141700,3,2,11,36
356200,3,4,311,s
165300,3,2,11,72
246600,1,2,11,189
228600,2,4,111,15
161500,2,5,211,s
194700,2,5,311,6
151000,2,7,311,s
349700,2,6,311,s
361700,3,5,411,6
237600,3,3,211,27
120900,2,6,911,s
210800,3,3,111,6
326900,2,4,111,s
348000,3,3,211,s
211000,3,5,211,s
209200,2,5,111,s
210200,2,3,111,33
337300,2,3,11,24
217600,2,6,911,s
106200,2,6,111,s
167100,3,4,11,s
223500,2,5,311,24
139700,2,7,211,s
169100,3,3,211,9
359500,3,3,211,6
168100,3,4,11,s
228000,2,3,111,57
219100,2,4,111,18
350400,2,4,11,9
188300,2,8,311,s
222100,2,3,11,33
305100,2,5,311,39
135500,3,4,311,6
233300,2,4,211,57
349400,3,2,11,s
114800,3,2,111,s
125300,2,5,11,9
150600,2,5,111,12
358900,2,4,11,9
150500,2,3,911,s
103000,2,8,311,s
171700,3,5,411,s
149400,2,11,414,s
217300,3,4,311,s
217500,1,2,11,507
198800,2,5,111,s
162700,3,5,411,s
345100,1,2,11,195
161400,3,4,211,s
351000,2,4,211,159
127600,3,2,11,18
237000,2,4,111,27
354200,3,4,211,s
167200,3,2,11,18
307600,2,4,111,9
101500,3,5,411,s
209600,3,2,11,21
350000,2,3,111,48
328500,3,4,311,6
247600,3,4,211,s
252900,2,6,311,s
360600,3,5,411,s
157000,3,2,111,33
181800,2,7,211,s
237800,2,8,411,s
311500,3,4,911,s
352400,2,4,211,s
153700,2,5,11,s
204900,2,4,111,s
338800,3,3,211,s
239000,2,4,111,12
194900,2,4,111,s
146100,2,6,211,s
254200,3,4,211,s
196700,2,6,911,s
152000,3,5,411,s
201400,3,3,11,s
156300,1,2,11,216
308900,2,7,311,s
102100,3,3,11,s
311000,2,4,11,s
140500,2,4,211,198
137900,3,3,211,24
216400,2,3,11,24
317900,2,4,11,21
208200,3,3,11,s
353900,2,4,11,s
312800,2,4,211,102
325200,2,5,211,s
235800,2,13,415,s
347700,2,3,111,18
241300,3,3,211,s
242000,3,3,11,12
160800,1,2,11,159
157500,2,3,11,60
149700,3,3,911,s
255300,2,4,11,s
116400,2,5,11,s
305400,2,4,911,s
187500,2,3,111,27
130200,2,6,311,s
102300,2,5,211,9
158100,2,5,211,18
303200,2,5,11,s
114600,3,2,111,27
230200,2,6,211,s
311500,2,7,412,s
166200,3,5,411,s
343600,2,6,411,s
335100,3,6,412,s
257200,1,2,11,135
337000,2,3,11,18
193200,2,3,11,51
204900,3,6,412,s
245200,3,3,111,6
147200,2,8,411,s
117300,2,3,111,9
213800,2,4,111,9
313200,2,4,211,66
329200,2,4,111,15
173200,2,6,911,s
326100,3,6,111,s
352300,3,3,211,12
319600,3,2,111,45
180700,2,7,211,s
140000,2,5,111,9
154100,2,9,211,s
212600,3,3,11,s
227200,2,3,11,36
137800,3,3,211,15
325600,2,7,911,s
202700,2,5,311,30
239300,2,7,311,s
127000,2,9,414,s
160800,2,8,411,s
115600,2,6,411,s
235500,2,6,311,s
120600,2,7,11,s
159900,2,7,211,s
226400,3,3,911,s
133600,3,3,211,18
148200,2,4,211,54
174800,2,7,412,s
340800,2,5,11,s
248000,3,6,911,s
209700,3,5,311,s
327900,3,4,211,s
113000,2,5,211,s
142300,2,5,211,6
139100,3,5,411,s
229500,2,4,111,12
164400,3,3,111,s
303400,3,3,911,s
247800,3,2,11,33
138400,3,3,911,s
256500,2,4,111,s
354500,3,3,11,s
355000,2,5,111,s
160900,2,4,111,27
188800,3,2,11,27
154800,3,3,111,12
230000,2,8,412,s
128800,2,6,311,s
194600,2,7,211,s
311100,3,3,211,s
206300,3,2,111,30
146600,2,9,413,s
327700,3,3,111,6
360900,2,5,211,9
161300,2,5,211,9
113400,1,2,11,171
331500,2,5,211,s
206000,3,5,211,s
106200,2,7,412,s
131700,3,5,211,s
151700,2,4,911,s
322600,2,4,211,87
313400,3,2,111,6
109100,3,3,111,s
137200,2,5,211,12
242000,2,8,411,s
204400,3,2,11,54
311900,3,2,11,6
331100,3,4,11,s
242200,2,6,211,s
128200,3,2,111,27
358700,2,7,211,s
114900,2,5,911,s
129000,2,6,111,s
163700,2,8,412,s
114900,2,5,211,18
256600,3,3,211,s
224900,2,8,413,s
334500,2,5,211,6
104100,3,4,311,6
174900,3,7,411,s
127400,1,2,11,363
132300,2,6,211,s
143300,3,4,311,s
208900,2,3,11,s
153600,2,9,412,s
242300,3,2,11,9
186000,3,2,911,s
176900,3,4,311,s
232800,3,2,11,6
122300,3,3,211,36
138200,2,7,11,s
300300,2,4,11,s
184700,3,2,111,s
149500,3,3,211,39
156300,3,4,111,s
161400,2,7,412,s
150200,2,5,211,9
216900,3,4,911,s
212900,3,3,11,s
163200,3,2,111,84
197600,2,3,111,123
180600,3,5,211,s
115000,2,6,411,s
304200,2,5,111,s
130300,1,2,11,237
250700,2,4,111,s
174900,3,3,111,s
356100,3,5,411,s
231600,2,4,211,45
338900,2,5,311,27
196000,3,10,414,s
362600,2,3,11,15
125900,2,5,311,12
214000,3,3,211,15
200400,2,5,111,s
121800,2,6,311,s
217800,2,5,311,36
361200,3,4,211,s
119900,2,4,211,96
213800,2,6,311,s
219800,2,6,211,s
144700,2,7,412,12
315200,2,7,411,s
237800,2,5,111,s
153900,2,6,311,s
256000,3,4,11,s
328900,3,2,11,51
159700,2,4,911,s
238100,3,4,911,s
142300,3,2,111,48
113300,2,9,412,s
149200,2,5,11,s
171600,2,4,111,9
163100,2,3,11,75
323300,2,4,111,9
143900,3,5,211,s
177800,3,4,211,6
103300,3,3,211,6
217400,1,2,11,480
216500,3,2,11,9
128900,2,6,111,s
333900,3,3,211,9
132000,2,4,211,144
104600,2,3,111,21
243400,2,3,911,s
191700,2,5,911,s
224300,2,6,411,6
158900,3,2,11,6
214200,3,4,311,s
190200,1,2,11,438
126100,2,5,11,s
234900,2,5,311,24
185500,3,5,411,s
245400,2,6,111,s
155200,2,8,111,s
159300,2,4,911,s
238100,2,7,412,s
251200,2,3,11,33
189300,2,7,411,s
254500,2,6,411,s
345900,2,3,11,6
216000,3,3,11,s
